年,月,縣市,營業行車次數
2023,9,嘉義市,6233
2023,9,嘉義縣,4028
2023,9,基隆市,54952
2023,9,宜蘭縣,22227
2023,9,屏東縣,13561
2023,9,彰化縣,5947
2023,9,新北市,593103
2023,9,新竹市,16081
2023,9,新竹縣,7303
2023,9,桃園市,167903
2023,9,澎湖縣,5593
2023,9,臺中市,236951
2023,9,臺北市,756811
2023,9,臺南市,81074
2023,9,臺東縣,3864
2023,9,花蓮縣,4993
2023,9,苗栗縣,1260
2023,9,連江縣,2794
2023,9,金門縣,11020
2023,9,雲林縣,4772
2023,9,高雄市,203247
2023,10,南投縣,2918
2023,10,嘉義市,6976
2023,10,嘉義縣,4305
2023,10,基隆市,53344
2023,10,宜蘭縣,22168
2023,10,屏東縣,14467
2023,10,彰化縣,6253
2023,10,新北市,608175
2023,10,新竹市,16074
2023,10,新竹縣,7274
2023,10,桃園市,172464
2023,10,澎湖縣,5364
2023,10,臺中市,238151
2023,10,臺北市,781883
2023,10,臺南市,86384
2023,10,臺東縣,3879
2023,10,花蓮縣,4944
2023,10,苗栗縣,1302
2023,10,連江縣,2884
2023,10,金門縣,11400
2023,10,雲林縣,5108
2023,10,高雄市,209274
2023,11,南投縣,3173
2023,11,嘉義市,6988
2023,11,嘉義縣,4237
2023,11,基隆市,55518
2023,11,宜蘭縣,22400
2023,11,屏東縣,17976
2023,11,彰化縣,6322
2023,11,新北市,608540
2023,11,新竹市,15746
2023,11,新竹縣,7741
2023,11,桃園市,168667
2023,11,澎湖縣,5752
2023,11,臺中市,237845
2023,11,臺北市,808090
2023,11,臺南市,87205
2023,11,臺東縣,4122
2023,11,花蓮縣,5305
2023,11,苗栗縣,1260
2023,11,連江縣,2904
2023,11,金門縣,11400
2023,11,雲林縣,5012
2023,11,高雄市,210052
2023,12,南投縣,3102
2023,12,嘉義市,7256
2023,12,嘉義縣,4504
2023,12,基隆市,55444
2023,12,宜蘭縣,23025
2023,12,屏東縣,16524
2023,12,彰化縣,6503
2023,12,新北市,617468
2023,12,新竹市,16190
2023,12,新竹縣,7584
2023,12,桃園市,169449
2023,12,澎湖縣,5838
2023,12,臺中市,244687
2023,12,臺北市,784539
2023,12,臺南市,89910
2023,12,臺東縣,4117
2023,12,花蓮縣,5236
2023,12,苗栗縣,1302
2023,12,連江縣,2958
2023,12,金門縣,11532
2023,12,雲林縣,5185
2023,12,高雄市,215628
2024,1,南投縣,2452
2024,1,嘉義市,7227
2024,1,嘉義縣,4450
2024,1,基隆市,57692
2024,1,宜蘭縣,21974
2024,1,屏東縣,17326
2024,1,彰化縣,6223
2024,1,新北市,621000
2024,1,新竹市,16052
2024,1,新竹縣,7887
2024,1,桃園市,149717
2024,1,澎湖縣,5424
2024,1,臺中市,245052
2024,1,臺北市,825859
2024,1,臺南市,89899
2024,1,臺東縣,4291
2024,1,花蓮縣,6427
2024,1,苗栗縣,1302
2024,1,連江縣,2924
2024,1,金門縣,11610
2024,1,雲林縣,5298
2024,1,高雄市,213294
2024,2,南投縣,1893
2024,2,嘉義市,6505
2024,2,嘉義縣,4043
2024,2,基隆市,50176
2024,2,宜蘭縣,19035
2024,2,屏東縣,9381
2024,2,彰化縣,5727
2024,2,新北市,518358
2024,2,新竹市,13702
2024,2,新竹縣,6710
2024,2,桃園市,133945
2024,2,澎湖縣,5133
2024,2,臺中市,218613
2024,2,臺北市,706929
2024,2,臺南市,83198
2024,2,臺東縣,3513
2024,2,花蓮縣,5048
2024,2,苗栗縣,1218
2024,2,連江縣,2628
2024,2,金門縣,10672
2024,2,雲林縣,5063
2024,2,高雄市,193565
2024,3,南投縣,3178
2024,3,嘉義市,8681
2024,3,嘉義縣,4580
2024,3,基隆市,56826
2024,3,宜蘭縣,21612
2024,3,屏東縣,17677
2024,3,彰化縣,6456
2024,3,新北市,604887
2024,3,新竹市,16811
2024,3,新竹縣,8039
2024,3,桃園市,145915
2024,3,澎湖縣,5993
2024,3,臺中市,241517
2024,3,臺北市,816646
2024,3,臺南市,91158
2024,3,臺東縣,4486
2024,3,花蓮縣,6529
2024,3,苗栗縣,1302
2024,3,連江縣,2944
2024,3,金門縣,11408
2024,3,雲林縣,5352
2024,3,高雄市,215655
