年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數
2022,國1北向路段,非主線資料,中壢轉接道,桃園市,出口,週日,18257
2022,國1高架北向路段,非主線資料,中壢轉接道,桃園市,出口,週日,16725
2022,國1南向路段,非主線資料,中壢轉接道,桃園市,進口,週日,19393
2022,國1高架南向路段,非主線資料,中壢轉接道,桃園市,進口,週日,12753
2022,國1北向路段,非主線資料,中壢轉接道,桃園市,進口,週日,16725
2022,國1高架北向路段,非主線資料,中壢轉接道,桃園市,進口,週日,18257
2022,國1南向路段,非主線資料,中山四路,高雄市,出口,週2-4,22476
2022,國1北向路段,非主線資料,中山四路,高雄市,進口,週2-4,23493
2022,國1南向路段,非主線資料,中山四路,高雄市,出口,週六,23176
2022,國1北向路段,非主線資料,中山四路,高雄市,進口,週六,21688
2022,國1南向路段,非主線資料,中山四路,高雄市,出口,週日,22567
2022,國1北向路段,非主線資料,中山四路,高雄市,進口,週日,19891
2022,國3南向路段,非主線資料,中投,臺中市,出口,週2-4,8548
2022,國3北向路段,非主線資料,中投,臺中市,出口,週2-4,11139
2022,國3南向路段,非主線資料,中投,臺中市,進口,週2-4,8859
2022,國3北向路段,非主線資料,中投,臺中市,進口,週2-4,9013
2022,國3南向路段,非主線資料,中投,臺中市,出口,週六,8427
2022,國3北向路段,非主線資料,中投,臺中市,出口,週六,12215
2022,國3南向路段,非主線資料,中投,臺中市,進口,週六,9803
2022,國3北向路段,非主線資料,中投,臺中市,進口,週六,8544
2022,國3南向路段,非主線資料,中投,臺中市,出口,週日,6707
2022,國3北向路段,非主線資料,中投,臺中市,出口,週日,11664
2022,國3南向路段,非主線資料,中投,臺中市,進口,週日,9039
2022,國3北向路段,非主線資料,中投,臺中市,進口,週日,7873
2022,國1南向路段,非主線資料,中正路,高雄市,進口,週2-4,25033
2022,國1南向路段,非主線資料,中正路,高雄市,進口,週六,25334
2022,國1南向路段,非主線資料,中正路,高雄市,進口,週日,22232
2022,國3南向路段,非主線資料,中港系統,臺中市,出口,週2-4,14373
2022,國4東向路段,非主線資料,中港系統,臺中市,出口,週2-4,6101
2022,國3北向路段,非主線資料,中港系統,臺中市,出口,週2-4,7317
2022,國4西向路段,非主線資料,中港系統,臺中市,出口,週2-4,14851
2022,國3南向路段,非主線資料,中港系統,臺中市,進口,週2-4,7442
2022,國4東向路段,非主線資料,中港系統,臺中市,進口,週2-4,15782
2022,國3北向路段,非主線資料,中港系統,臺中市,進口,週2-4,13810
2022,國4西向路段,非主線資料,中港系統,臺中市,進口,週2-4,6194
2022,國3南向路段,非主線資料,中港系統,臺中市,出口,週六,16098
2022,國4東向路段,非主線資料,中港系統,臺中市,出口,週六,6443
2022,國3北向路段,非主線資料,中港系統,臺中市,出口,週六,6658
2022,國4西向路段,非主線資料,中港系統,臺中市,出口,週六,15367
2022,國3南向路段,非主線資料,中港系統,臺中市,進口,週六,7173
2022,國4東向路段,非主線資料,中港系統,臺中市,進口,週六,16984
2022,國3北向路段,非主線資料,中港系統,臺中市,進口,週六,14903
2022,國4西向路段,非主線資料,中港系統,臺中市,進口,週六,6083
2022,國3南向路段,非主線資料,中港系統,臺中市,出口,週日,15054
2022,國4東向路段,非主線資料,中港系統,臺中市,出口,週日,6055
2022,國3北向路段,非主線資料,中港系統,臺中市,出口,週日,6429
2022,國4西向路段,非主線資料,中港系統,臺中市,出口,週日,16563
2022,國3南向路段,非主線資料,中港系統,臺中市,進口,週日,7352
2022,國4東向路段,非主線資料,中港系統,臺中市,進口,週日,15983
2022,國3北向路段,非主線資料,中港系統,臺中市,進口,週日,15612
2022,國4西向路段,非主線資料,中港系統,臺中市,進口,週日,5652
2022,國3南向路段,非主線資料,中興,南投縣,出口,週2-4,10486
2022,國3北向路段,非主線資料,中興,南投縣,出口,週2-4,4921
2022,國3南向路段,非主線資料,中興,南投縣,進口,週2-4,4775
2022,國3北向路段,非主線資料,中興,南投縣,進口,週2-4,11741
2022,國3南向路段,非主線資料,中興,南投縣,出口,週六,8350
2022,國3北向路段,非主線資料,中興,南投縣,出口,週六,5054
2022,國3南向路段,非主線資料,中興,南投縣,進口,週六,5594
2022,國3北向路段,非主線資料,中興,南投縣,進口,週六,9684
2022,國3南向路段,非主線資料,中興,南投縣,出口,週日,8448
2022,國3北向路段,非主線資料,中興,南投縣,出口,週日,3948
2022,國3南向路段,非主線資料,中興,南投縣,進口,週日,4682
2022,國3北向路段,非主線資料,中興,南投縣,進口,週日,10169
2022,國3南向路段,非主線資料,中興系統,南投縣,出口,週2-4,12082
2022,國3北向路段,非主線資料,中興系統,南投縣,出口,週2-4,5714
2022,國3南向路段,非主線資料,中興系統,南投縣,進口,週2-4,5206
2022,國3北向路段,非主線資料,中興系統,南投縣,進口,週2-4,11777
2022,國3南向路段,非主線資料,中興系統,南投縣,出口,週六,13317
2022,國3北向路段,非主線資料,中興系統,南投縣,出口,週六,6312
2022,國3南向路段,非主線資料,中興系統,南投縣,進口,週六,6596
2022,國3北向路段,非主線資料,中興系統,南投縣,進口,週六,14687
2022,國3南向路段,非主線資料,中興系統,南投縣,出口,週日,13641
2022,國3北向路段,非主線資料,中興系統,南投縣,出口,週日,6503
2022,國3南向路段,非主線資料,中興系統,南投縣,進口,週日,6483
2022,國3北向路段,非主線資料,中興系統,南投縣,進口,週日,15193
2022,國3南向路段,非主線資料,九如,屏東縣,出口,週2-4,7874
2022,國3北向路段,非主線資料,九如,屏東縣,出口,週2-4,2932
2022,國3南向路段,非主線資料,九如,屏東縣,進口,週2-4,2693
2022,國3北向路段,非主線資料,九如,屏東縣,進口,週2-4,7451
2022,國3南向路段,非主線資料,九如,屏東縣,出口,週六,8862
2022,國3北向路段,非主線資料,九如,屏東縣,出口,週六,2975
2022,國3南向路段,非主線資料,九如,屏東縣,進口,週六,2823
2022,國3北向路段,非主線資料,九如,屏東縣,進口,週六,7958
2022,國3南向路段,非主線資料,九如,屏東縣,出口,週日,8624
2022,國3北向路段,非主線資料,九如,屏東縣,出口,週日,3023
2022,國3南向路段,非主線資料,九如,屏東縣,進口,週日,2681
2022,國3北向路段,非主線資料,九如,屏東縣,進口,週日,8447
2022,國1南向路段,非主線資料,五堵,新北市,出口,週2-4,7190
2022,國1北向路段,非主線資料,五堵,新北市,出口,週2-4,9511
2022,國1南向路段,非主線資料,五堵,新北市,進口,週2-4,8781
2022,國1北向路段,非主線資料,五堵,新北市,進口,週2-4,6688
2022,國1南向路段,非主線資料,五堵,新北市,出口,週六,5623
2022,國1北向路段,非主線資料,五堵,新北市,出口,週六,7600
2022,國1南向路段,非主線資料,五堵,新北市,進口,週六,7261
2022,國1北向路段,非主線資料,五堵,新北市,進口,週六,5132
2022,國1南向路段,非主線資料,五堵,新北市,出口,週日,5130
2022,國1北向路段,非主線資料,五堵,新北市,出口,週日,6568
2022,國1南向路段,非主線資料,五堵,新北市,進口,週日,5838
2022,國1北向路段,非主線資料,五堵,新北市,進口,週日,4348
2022,國1南向路段,非主線資料,五甲,高雄市,出口,週2-4,5582
2022,國1北向路段,非主線資料,五甲,高雄市,出口,週2-4,8651
2022,國1南向路段,非主線資料,五甲,高雄市,進口,週2-4,11327
2022,國1南向路段,非主線資料,五甲,高雄市,出口,週六,4934
2022,國1北向路段,非主線資料,五甲,高雄市,出口,週六,8166
2022,國1南向路段,非主線資料,五甲,高雄市,進口,週六,10377
2022,國1南向路段,非主線資料,五甲,高雄市,出口,週日,4079
2022,國1北向路段,非主線資料,五甲,高雄市,出口,週日,7205
2022,國1南向路段,非主線資料,五甲,高雄市,進口,週日,9487
2022,國1南向路段,非主線資料,五甲系統,高雄市,出口,週2-4,43668
2022,國1北向路段,非主線資料,五甲系統,高雄市,進口,週2-4,51245
2022,國1南向路段,非主線資料,五甲系統,高雄市,出口,週六,44950
2022,國1北向路段,非主線資料,五甲系統,高雄市,進口,週六,52332
2022,國1南向路段,非主線資料,五甲系統,高雄市,出口,週日,42273
2022,國1北向路段,非主線資料,五甲系統,高雄市,進口,週日,51925
2022,國1南向路段,非主線資料,五股,新北市,出口,週2-4,21242
2022,國1高架南向路段,非主線資料,五股,新北市,出口,週2-4,49646
2022,國1北向路段,非主線資料,五股,新北市,出口,週2-4,13061
2022,國1南向路段,非主線資料,五股,新北市,進口,週2-4,26885
2022,國1北向路段,非主線資料,五股,新北市,進口,週2-4,19921
2022,國1高架北向路段,非主線資料,五股,新北市,進口,週2-4,53519
2022,國1南向路段,非主線資料,五股,新北市,出口,週六,18546
2022,國1高架南向路段,非主線資料,五股,新北市,出口,週六,46660
2022,國1北向路段,非主線資料,五股,新北市,出口,週六,24329
2022,國1南向路段,非主線資料,五股,新北市,進口,週六,28911
2022,國1北向路段,非主線資料,五股,新北市,進口,週六,18502
2022,國1高架北向路段,非主線資料,五股,新北市,進口,週六,49770
2022,國1南向路段,非主線資料,五股,新北市,出口,週日,16568
2022,國1高架南向路段,非主線資料,五股,新北市,出口,週日,43026
2022,國1北向路段,非主線資料,五股,新北市,出口,週日,2086
2022,國1南向路段,非主線資料,五股,新北市,進口,週日,27919
2022,國1北向路段,非主線資料,五股,新北市,進口,週日,12887
2022,國1高架北向路段,非主線資料,五股,新北市,進口,週日,45401
2022,國1北向路段,非主線資料,五股轉接道,新北市,出口,週2-4,53519
2022,國1南向路段,非主線資料,五股轉接道,新北市,進口,週2-4,49646
2022,國1北向路段,非主線資料,五股轉接道,新北市,出口,週六,49770
2022,國1南向路段,非主線資料,五股轉接道,新北市,進口,週六,46660
2022,國1北向路段,非主線資料,五股轉接道,新北市,出口,週日,45401
2022,國1南向路段,非主線資料,五股轉接道,新北市,進口,週日,43026
2022,國1南向路段,非主線資料,仁德,臺南市,出口,週2-4,12217
2022,國1北向路段,非主線資料,仁德,臺南市,出口,週2-4,21783
2022,國1南向路段,非主線資料,仁德,臺南市,進口,週2-4,20429
2022,國1北向路段,非主線資料,仁德,臺南市,進口,週2-4,10029
2022,國1南向路段,非主線資料,仁德,臺南市,出口,週六,11891
2022,國1北向路段,非主線資料,仁德,臺南市,出口,週六,22290
2022,國1南向路段,非主線資料,仁德,臺南市,進口,週六,21947
2022,國1北向路段,非主線資料,仁德,臺南市,進口,週六,9524
2022,國1南向路段,非主線資料,仁德,臺南市,出口,週日,10688
2022,國1北向路段,非主線資料,仁德,臺南市,出口,週日,23796
2022,國1南向路段,非主線資料,仁德,臺南市,進口,週日,22118
2022,國1北向路段,非主線資料,仁德,臺南市,進口,週日,8859
2022,國1南向路段,非主線資料,仁德系統,臺南市,出口,週2-4,17952
2022,國1北向路段,非主線資料,仁德系統,臺南市,出口,週2-4,16657
2022,國1南向路段,非主線資料,仁德系統,臺南市,進口,週2-4,16808
2022,國1北向路段,非主線資料,仁德系統,臺南市,進口,週2-4,18661
2022,國1南向路段,非主線資料,仁德系統,臺南市,出口,週六,18037
2022,國1北向路段,非主線資料,仁德系統,臺南市,出口,週六,17346
2022,國1南向路段,非主線資料,仁德系統,臺南市,進口,週六,16103
2022,國1北向路段,非主線資料,仁德系統,臺南市,進口,週六,17377
2022,國1南向路段,非主線資料,仁德系統,臺南市,出口,週日,17431
2022,國1北向路段,非主線資料,仁德系統,臺南市,出口,週日,17455
2022,國1南向路段,非主線資料,仁德系統,臺南市,進口,週日,15900
2022,國1北向路段,非主線資料,仁德系統,臺南市,進口,週日,18246
2022,國10東向路段,非主線資料,仁武,高雄市,出口,週2-4,17562
2022,國10西向路段,非主線資料,仁武,高雄市,出口,週2-4,9769
2022,國10東向路段,非主線資料,仁武,高雄市,進口,週2-4,10544
2022,國10西向路段,非主線資料,仁武,高雄市,進口,週2-4,17503
2022,國10東向路段,非主線資料,仁武,高雄市,出口,週六,14525
2022,國10西向路段,非主線資料,仁武,高雄市,出口,週六,9180
2022,國10東向路段,非主線資料,仁武,高雄市,進口,週六,10839
2022,國10西向路段,非主線資料,仁武,高雄市,進口,週六,15072
2022,國10東向路段,非主線資料,仁武,高雄市,出口,週日,13376
2022,國10西向路段,非主線資料,仁武,高雄市,出口,週日,9742
2022,國10東向路段,非主線資料,仁武,高雄市,進口,週日,9223
2022,國10西向路段,非主線資料,仁武,高雄市,進口,週日,12691
2022,國1南向路段,非主線資料,內壢,桃園市,出口,週2-4,27194
2022,國1北向路段,非主線資料,內壢,桃園市,出口,週2-4,20336
2022,國1南向路段,非主線資料,內壢,桃園市,進口,週2-4,20017
2022,國1北向路段,非主線資料,內壢,桃園市,進口,週2-4,29185
2022,國1南向路段,非主線資料,內壢,桃園市,出口,週六,25717
2022,國1北向路段,非主線資料,內壢,桃園市,出口,週六,18123
2022,國1南向路段,非主線資料,內壢,桃園市,進口,週六,18179
2022,國1北向路段,非主線資料,內壢,桃園市,進口,週六,26996
2022,國1南向路段,非主線資料,內壢,桃園市,出口,週日,24276
2022,國1北向路段,非主線資料,內壢,桃園市,出口,週日,16690
2022,國1南向路段,非主線資料,內壢,桃園市,進口,週日,16067
2022,國1北向路段,非主線資料,內壢,桃園市,進口,週日,24821
2022,國1南向路段,非主線資料,內湖,臺北市,出口,週2-4,24356
2022,國1北向路段,非主線資料,內湖,臺北市,出口,週2-4,19768
2022,國1南向路段,非主線資料,內湖,臺北市,進口,週2-4,18777
2022,國1北向路段,非主線資料,內湖,臺北市,進口,週2-4,27496
2022,國1南向路段,非主線資料,內湖,臺北市,出口,週六,25746
2022,國1北向路段,非主線資料,內湖,臺北市,出口,週六,16318
2022,國1南向路段,非主線資料,內湖,臺北市,進口,週六,15207
2022,國1北向路段,非主線資料,內湖,臺北市,進口,週六,27442
2022,國1南向路段,非主線資料,內湖,臺北市,出口,週日,22457
2022,國1北向路段,非主線資料,內湖,臺北市,出口,週日,14025
2022,國1南向路段,非主線資料,內湖,臺北市,進口,週日,12732
2022,國1北向路段,非主線資料,內湖,臺北市,進口,週日,24504
2022,國1北向路段,非主線資料,八堵,基隆市,出口,週2-4,5750
2022,國1南向路段,非主線資料,八堵,基隆市,進口,週2-4,7326
2022,國1北向路段,非主線資料,八堵,基隆市,出口,週六,7070
2022,國1南向路段,非主線資料,八堵,基隆市,進口,週六,8953
2022,國1北向路段,非主線資料,八堵,基隆市,出口,週日,6237
2022,國1南向路段,非主線資料,八堵,基隆市,進口,週日,9650
2022,國6東向路段,非主線資料,北山,南投縣,出口,週2-4,739
2022,國6西向路段,非主線資料,北山,南投縣,進口,週2-4,709
2022,國6東向路段,非主線資料,北山,南投縣,出口,週六,1228
2022,國6西向路段,非主線資料,北山,南投縣,進口,週六,964
2022,國6東向路段,非主線資料,北山,南投縣,出口,週日,930
2022,國6西向路段,非主線資料,北山,南投縣,進口,週日,2194
2022,國1南向路段,非主線資料,北斗,彰化縣,出口,週2-4,11049
2022,國1北向路段,非主線資料,北斗,彰化縣,出口,週2-4,3597
2022,國1南向路段,非主線資料,北斗,彰化縣,進口,週2-4,3537
2022,國1北向路段,非主線資料,北斗,彰化縣,進口,週2-4,10800
2022,國1南向路段,非主線資料,北斗,彰化縣,出口,週六,10730
2022,國1北向路段,非主線資料,北斗,彰化縣,出口,週六,4176
2022,國1南向路段,非主線資料,北斗,彰化縣,進口,週六,4238
2022,國1北向路段,非主線資料,北斗,彰化縣,進口,週六,11114
2022,國1南向路段,非主線資料,北斗,彰化縣,出口,週日,9943
2022,國1北向路段,非主線資料,北斗,彰化縣,出口,週日,4447
2022,國1南向路段,非主線資料,北斗,彰化縣,進口,週日,4270
2022,國1北向路段,非主線資料,北斗,彰化縣,進口,週日,10098
2022,國1南向路段,非主線資料,南屯,臺中市,出口,週2-4,16020
2022,國1北向路段,非主線資料,南屯,臺中市,出口,週2-4,14535
2022,國1南向路段,非主線資料,南屯,臺中市,進口,週2-4,13196
2022,國1北向路段,非主線資料,南屯,臺中市,進口,週2-4,14606
2022,國1南向路段,非主線資料,南屯,臺中市,出口,週六,16328
2022,國1北向路段,非主線資料,南屯,臺中市,出口,週六,14313
2022,國1南向路段,非主線資料,南屯,臺中市,進口,週六,13176
2022,國1北向路段,非主線資料,南屯,臺中市,進口,週六,13379
2022,國1南向路段,非主線資料,南屯,臺中市,出口,週日,15326
2022,國1北向路段,非主線資料,南屯,臺中市,出口,週日,13865
2022,國1南向路段,非主線資料,南屯,臺中市,進口,週日,11506
2022,國1北向路段,非主線資料,南屯,臺中市,進口,週日,12660
2022,國3南向路段,非主線資料,南州,屏東縣,出口,週2-4,10226
2022,國3北向路段,非主線資料,南州,屏東縣,出口,週2-4,483
2022,國3南向路段,非主線資料,南州,屏東縣,進口,週2-4,451
2022,國3北向路段,非主線資料,南州,屏東縣,進口,週2-4,10175
2022,國3南向路段,非主線資料,南州,屏東縣,出口,週六,16744
2022,國3北向路段,非主線資料,南州,屏東縣,出口,週六,521
2022,國3南向路段,非主線資料,南州,屏東縣,進口,週六,488
2022,國3北向路段,非主線資料,南州,屏東縣,進口,週六,13017
2022,國3南向路段,非主線資料,南州,屏東縣,出口,週日,13632
2022,國3北向路段,非主線資料,南州,屏東縣,出口,週日,489
2022,國3南向路段,非主線資料,南州,屏東縣,進口,週日,416
2022,國3北向路段,非主線資料,南州,屏東縣,進口,週日,17300
2022,國3南向路段,非主線資料,南投,南投縣,出口,週2-4,11311
2022,國3北向路段,非主線資料,南投,南投縣,出口,週2-4,2801
2022,國3南向路段,非主線資料,南投,南投縣,進口,週2-4,2717
2022,國3北向路段,非主線資料,南投,南投縣,進口,週2-4,11385
2022,國3南向路段,非主線資料,南投,南投縣,出口,週六,9818
2022,國3北向路段,非主線資料,南投,南投縣,出口,週六,2829
2022,國3南向路段,非主線資料,南投,南投縣,進口,週六,2917
2022,國3北向路段,非主線資料,南投,南投縣,進口,週六,10295
2022,國3南向路段,非主線資料,南投,南投縣,出口,週日,9611
2022,國3北向路段,非主線資料,南投,南投縣,出口,週日,2828
2022,國3南向路段,非主線資料,南投,南投縣,進口,週日,2680
2022,國3北向路段,非主線資料,南投,南投縣,進口,週日,9703
2022,國3南向路段,非主線資料,南投服務區,南投縣,出口,週2-4,2322
2022,國3北向路段,非主線資料,南投服務區,南投縣,出口,週2-4,1204
2022,國3南向路段,非主線資料,南投服務區,南投縣,進口,週2-4,1121
2022,國3北向路段,非主線資料,南投服務區,南投縣,進口,週2-4,2403
2022,國3南向路段,非主線資料,南投服務區,南投縣,出口,週六,3429
2022,國3北向路段,非主線資料,南投服務區,南投縣,出口,週六,1622
2022,國3南向路段,非主線資料,南投服務區,南投縣,進口,週六,1450
2022,國3北向路段,非主線資料,南投服務區,南投縣,進口,週六,3213
2022,國3南向路段,非主線資料,南投服務區,南投縣,出口,週日,2865
2022,國3北向路段,非主線資料,南投服務區,南投縣,出口,週日,1729
2022,國3南向路段,非主線資料,南投服務區,南投縣,進口,週日,1654
2022,國3北向路段,非主線資料,南投服務區,南投縣,進口,週日,3425
2022,國2東向路段,非主線資料,南桃園,桃園市,出口,週2-4,32563
2022,國2西向路段,非主線資料,南桃園,桃園市,出口,週2-4,20162
2022,國2東向路段,非主線資料,南桃園,桃園市,進口,週2-4,19087
2022,國2西向路段,非主線資料,南桃園,桃園市,進口,週2-4,33527
2022,國2東向路段,非主線資料,南桃園,桃園市,出口,週六,25432
2022,國2西向路段,非主線資料,南桃園,桃園市,出口,週六,19245
2022,國2東向路段,非主線資料,南桃園,桃園市,進口,週六,18150
2022,國2西向路段,非主線資料,南桃園,桃園市,進口,週六,34869
2022,國2東向路段,非主線資料,南桃園,桃園市,出口,週日,27278
2022,國2西向路段,非主線資料,南桃園,桃園市,出口,週日,17482
2022,國2東向路段,非主線資料,南桃園,桃園市,進口,週日,15370
2022,國2西向路段,非主線資料,南桃園,桃園市,進口,週日,32289
2022,國3北向路段,非主線資料,南深路出口匝道,臺北市,出口,週2-4,3146
2022,國3北向路段,非主線資料,南深路出口匝道,臺北市,出口,週六,2296
2022,國3北向路段,非主線資料,南深路出口匝道,臺北市,出口,週日,2538
2022,國3南向路段,非主線資料,南港,臺北市,出口,週2-4,6493
2022,國3北向路段,非主線資料,南港,臺北市,出口,週2-4,18912
2022,國3南向路段,非主線資料,南港,臺北市,進口,週2-4,20400
2022,國3北向路段,非主線資料,南港,臺北市,進口,週2-4,7242
2022,國3南向路段,非主線資料,南港,臺北市,出口,週六,4626
2022,國3北向路段,非主線資料,南港,臺北市,出口,週六,15084
2022,國3南向路段,非主線資料,南港,臺北市,進口,週六,13968
2022,國3北向路段,非主線資料,南港,臺北市,進口,週六,6295
2022,國3南向路段,非主線資料,南港,臺北市,出口,週日,4535
2022,國3北向路段,非主線資料,南港,臺北市,出口,週日,15670
2022,國3南向路段,非主線資料,南港,臺北市,進口,週日,14408
2022,國3北向路段,非主線資料,南港,臺北市,進口,週日,4891
2022,國3南向路段,非主線資料,南港系統,臺北市,出口,週2-4,16975
2022,國3北向路段,非主線資料,南港系統,臺北市,出口,週2-4,10107
2022,國5北向路段,非主線資料,南港系統,臺北市,出口,週2-4,29688
2022,國3南向路段,非主線資料,南港系統,臺北市,進口,週2-4,12660
2022,國5南向路段,非主線資料,南港系統,臺北市,進口,週2-4,27213
2022,國3北向路段,非主線資料,南港系統,臺北市,進口,週2-4,17020
2022,國3南向路段,非主線資料,南港系統,臺北市,出口,週六,19964
2022,國3北向路段,非主線資料,南港系統,臺北市,出口,週六,16786
2022,國5北向路段,非主線資料,南港系統,臺北市,出口,週六,35289
2022,國3南向路段,非主線資料,南港系統,臺北市,進口,週六,16067
2022,國5南向路段,非主線資料,南港系統,臺北市,進口,週六,36755
2022,國3北向路段,非主線資料,南港系統,臺北市,進口,週六,19208
2022,國3南向路段,非主線資料,南港系統,臺北市,出口,週日,18833
2022,國3北向路段,非主線資料,南港系統,臺北市,出口,週日,13435
2022,國5北向路段,非主線資料,南港系統,臺北市,出口,週日,39871
2022,國3南向路段,非主線資料,南港系統,臺北市,進口,週日,18340
2022,國5南向路段,非主線資料,南港系統,臺北市,進口,週日,32326
2022,國3北向路段,非主線資料,南港系統,臺北市,進口,週日,21467
2022,國3南向路段,非主線資料,南雲,待核對,出口,週2-4,2046
2022,國3北向路段,非主線資料,南雲,待核對,出口,週2-4,1865
2022,國3南向路段,非主線資料,南雲,待核對,進口,週2-4,1932
2022,國3北向路段,非主線資料,南雲,待核對,進口,週2-4,2204
2022,國3南向路段,非主線資料,南雲,待核對,出口,週六,2751
2022,國3北向路段,非主線資料,南雲,待核對,出口,週六,2549
2022,國3南向路段,非主線資料,南雲,待核對,進口,週六,2373
2022,國3北向路段,非主線資料,南雲,待核對,進口,週六,2559
2022,國3南向路段,非主線資料,南雲,待核對,出口,週日,2321
2022,國3北向路段,非主線資料,南雲,待核對,出口,週日,2295
2022,國3南向路段,非主線資料,南雲,待核對,進口,週日,2587
2022,國3北向路段,非主線資料,南雲,待核對,進口,週日,2828
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週2-4,5862
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週2-4,3163
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週2-4,3010
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週2-4,5954
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週六,8696
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週六,4262
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週六,4112
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週六,8546
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週日,8274
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,出口,週日,4785
2022,國3南向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週日,4518
2022,國3北向路段,非主線資料,古坑(北)&古坑系統,雲林縣,進口,週日,9309
2022,國3北向路段,非主線資料,古坑(南),雲林縣,出口,週2-4,1141
2022,國3南向路段,非主線資料,古坑(南),雲林縣,進口,週2-4,1107
2022,國3北向路段,非主線資料,古坑(南),雲林縣,出口,週六,1852
2022,國3南向路段,非主線資料,古坑(南),雲林縣,進口,週六,1699
2022,國3北向路段,非主線資料,古坑(南),雲林縣,出口,週日,1885
2022,國3南向路段,非主線資料,古坑(南),雲林縣,進口,週日,1928
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,出口,週2-4,283
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,出口,週2-4,245
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,進口,週2-4,280
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,進口,週2-4,279
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,出口,週六,382
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,出口,週六,339
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,進口,週六,355
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,進口,週六,369
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,出口,週日,464
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,出口,週日,390
2022,國3南向路段,非主線資料,古坑服務區,雲林縣,進口,週日,461
2022,國3北向路段,非主線資料,古坑服務區,雲林縣,進口,週日,403
2022,國1南向路段,非主線資料,台中,臺中市,出口,週2-4,22592
2022,國1北向路段,非主線資料,台中,臺中市,出口,週2-4,16398
2022,國1南向路段,非主線資料,台中,臺中市,進口,週2-4,17222
2022,國1北向路段,非主線資料,台中,臺中市,進口,週2-4,24626
2022,國1南向路段,非主線資料,台中,臺中市,出口,週六,22258
2022,國1北向路段,非主線資料,台中,臺中市,出口,週六,16635
2022,國1南向路段,非主線資料,台中,臺中市,進口,週六,19316
2022,國1北向路段,非主線資料,台中,臺中市,進口,週六,24721
2022,國1南向路段,非主線資料,台中,臺中市,出口,週日,20653
2022,國1北向路段,非主線資料,台中,臺中市,出口,週日,16476
2022,國1南向路段,非主線資料,台中,臺中市,進口,週日,17604
2022,國1北向路段,非主線資料,台中,臺中市,進口,週日,24038
2022,國1南向路段,非主線資料,台中系統,臺中市,出口,週2-4,5211
2022,國4東向路段,非主線資料,台中系統,臺中市,出口,週2-4,19597
2022,國1北向路段,非主線資料,台中系統,臺中市,出口,週2-4,28042
2022,國4西向路段,非主線資料,台中系統,臺中市,出口,週2-4,13439
2022,國1南向路段,非主線資料,台中系統,臺中市,進口,週2-4,28553
2022,國4東向路段,非主線資料,台中系統,臺中市,進口,週2-4,13181
2022,國1北向路段,非主線資料,台中系統,臺中市,進口,週2-4,5269
2022,國4西向路段,非主線資料,台中系統,臺中市,進口,週2-4,20061
2022,國1南向路段,非主線資料,台中系統,臺中市,出口,週六,6666
2022,國4東向路段,非主線資料,台中系統,臺中市,出口,週六,18472
2022,國1北向路段,非主線資料,台中系統,臺中市,出口,週六,27248
2022,國4西向路段,非主線資料,台中系統,臺中市,出口,週六,14028
2022,國1南向路段,非主線資料,台中系統,臺中市,進口,週六,27302
2022,國4東向路段,非主線資料,台中系統,臺中市,進口,週六,15329
2022,國1北向路段,非主線資料,台中系統,臺中市,進口,週六,5830
2022,國4西向路段,非主線資料,台中系統,臺中市,進口,週六,20143
2022,國1南向路段,非主線資料,台中系統,臺中市,出口,週日,6123
2022,國4東向路段,非主線資料,台中系統,臺中市,出口,週日,16566
2022,國1北向路段,非主線資料,台中系統,臺中市,出口,週日,25669
2022,國4西向路段,非主線資料,台中系統,臺中市,出口,週日,14299
2022,國1南向路段,非主線資料,台中系統,臺中市,進口,週日,25392
2022,國4東向路段,非主線資料,台中系統,臺中市,進口,週日,13145
2022,國1北向路段,非主線資料,台中系統,臺中市,進口,週日,6500
2022,國4西向路段,非主線資料,台中系統,臺中市,進口,週日,18756
2022,國1南向路段,非主線資料,台北,臺北市,出口,週2-4,33721
2022,國1北向路段,非主線資料,台北,臺北市,出口,週2-4,18520
