年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數
2020,國6東向,非主線資料,舊正,南投縣,進口,週2-4,2217
2020,國6西向,非主線資料,舊正,南投縣,出口,週六,2698
2020,國6東向,非主線資料,舊正,南投縣,出口,週六,2503
2020,國6西向,非主線資料,舊正,南投縣,進口,週六,3303
2020,國6東向,非主線資料,舊正,南投縣,進口,週六,3931
2020,國6西向,非主線資料,舊正,南投縣,出口,週日,5560
2020,國6東向,非主線資料,舊正,南投縣,出口,週日,2538
2020,國6西向,非主線資料,舊正,南投縣,進口,週日,2650
2020,國6東向,非主線資料,舊正,南投縣,進口,週日,2924
2020,國3北向,非主線資料,苑裡,苗栗縣,出口,週2-4,7944
2020,國3南向,非主線資料,苑裡,苗栗縣,出口,週2-4,2365
2020,國3北向,非主線資料,苑裡,苗栗縣,進口,週2-4,2287
2020,國3南向,非主線資料,苑裡,苗栗縣,進口,週2-4,8140
2020,國3北向,非主線資料,苑裡,苗栗縣,出口,週六,7766
2020,國3南向,非主線資料,苑裡,苗栗縣,出口,週六,3256
2020,國3北向,非主線資料,苑裡,苗栗縣,進口,週六,2920
2020,國3南向,非主線資料,苑裡,苗栗縣,進口,週六,7784
2020,國3北向,非主線資料,苑裡,苗栗縣,出口,週日,7179
2020,國3南向,非主線資料,苑裡,苗栗縣,出口,週日,2657
2020,國3北向,非主線資料,苑裡,苗栗縣,進口,週日,3295
2020,國3南向,非主線資料,苑裡,苗栗縣,進口,週日,7601
2020,國1北向,非主線資料,苗栗,苗栗縣,出口,週2-4,5201
2020,國1南向,非主線資料,苗栗,苗栗縣,出口,週2-4,3164
2020,國1北向,非主線資料,苗栗,苗栗縣,進口,週2-4,3114
2020,國1南向,非主線資料,苗栗,苗栗縣,進口,週2-4,5312
2020,國1北向,非主線資料,苗栗,苗栗縣,出口,週六,6299
2020,國1南向,非主線資料,苗栗,苗栗縣,出口,週六,5549
2020,國1北向,非主線資料,苗栗,苗栗縣,進口,週六,4123
2020,國1南向,非主線資料,苗栗,苗栗縣,進口,週六,6176
2020,國1北向,非主線資料,苗栗,苗栗縣,出口,週日,6086
2020,國1南向,非主線資料,苗栗,苗栗縣,出口,週日,3743
2020,國1北向,非主線資料,苗栗,苗栗縣,進口,週日,4871
2020,國1南向,非主線資料,苗栗,苗栗縣,進口,週日,6246
2020,國3北向,非主線資料,茄苳,新竹市,出口,週2-4,4886
2020,國3南向,非主線資料,茄苳,新竹市,出口,週2-4,10778
2020,國3北向,非主線資料,茄苳,新竹市,進口,週2-4,9880
2020,國3南向,非主線資料,茄苳,新竹市,進口,週2-4,4722
2020,國3北向,非主線資料,茄苳,新竹市,出口,週六,5025
2020,國3南向,非主線資料,茄苳,新竹市,出口,週六,9241
2020,國3北向,非主線資料,茄苳,新竹市,進口,週六,9428
2020,國3南向,非主線資料,茄苳,新竹市,進口,週六,5731
2020,國3北向,非主線資料,茄苳,新竹市,出口,週日,5720
2020,國3南向,非主線資料,茄苳,新竹市,出口,週日,9272
2020,國3北向,非主線資料,茄苳,新竹市,進口,週日,8295
2020,國3南向,非主線資料,茄苳,新竹市,進口,週日,4771
2020,國3北向,非主線資料,草屯,南投縣,出口,週2-4,3376
2020,國3南向,非主線資料,草屯,南投縣,出口,週2-4,7551
2020,國3北向,非主線資料,草屯,南投縣,進口,週2-4,6924
2020,國3南向,非主線資料,草屯,南投縣,進口,週2-4,3122
2020,國3北向,非主線資料,草屯,南投縣,出口,週六,3540
2020,國3南向,非主線資料,草屯,南投縣,出口,週六,6953
2020,國3北向,非主線資料,草屯,南投縣,進口,週六,6844
2020,國3南向,非主線資料,草屯,南投縣,進口,週六,4111
2020,國3北向,非主線資料,草屯,南投縣,出口,週日,4263
2020,國3南向,非主線資料,草屯,南投縣,出口,週日,6800
2020,國3北向,非主線資料,草屯,南投縣,進口,週日,6425
2020,國3南向,非主線資料,草屯,南投縣,進口,週日,3214
2020,國3甲西向,非主線資料,萬芳,臺北市,出口,週2-4,19236
2020,國3甲東向,非主線資料,萬芳,臺北市,出口,週2-4,7535
2020,國3甲西向,非主線資料,萬芳,臺北市,進口,週2-4,7226
2020,國3甲東向,非主線資料,萬芳,臺北市,進口,週2-4,17163
2020,國3甲西向,非主線資料,萬芳,臺北市,出口,週六,18085
2020,國3甲東向,非主線資料,萬芳,臺北市,出口,週六,7681
2020,國3甲西向,非主線資料,萬芳,臺北市,進口,週六,7138
2020,國3甲東向,非主線資料,萬芳,臺北市,進口,週六,16732
2020,國3甲西向,非主線資料,萬芳,臺北市,出口,週日,17559
2020,國3甲東向,非主線資料,萬芳,臺北市,出口,週日,6473
2020,國3甲西向,非主線資料,萬芳,臺北市,進口,週日,6136
2020,國3甲東向,非主線資料,萬芳,臺北市,進口,週日,14932
2020,國5南向,非主線資料,蘇澳,宜蘭縣,出口,週2-4,10837
2020,國5北向,非主線資料,蘇澳,宜蘭縣,進口,週2-4,10629
2020,國5南向,非主線資料,蘇澳,宜蘭縣,出口,週六,14030
2020,國5北向,非主線資料,蘇澳,宜蘭縣,進口,週六,12005
2020,國5南向,非主線資料,蘇澳,宜蘭縣,出口,週日,10821
2020,國5北向,非主線資料,蘇澳,宜蘭縣,進口,週日,10653
2020,國1北向,非主線資料,虎尾,雲林縣,出口,週2-4,2234
2020,國1南向,非主線資料,虎尾,雲林縣,出口,週2-4,3730
2020,國1北向,非主線資料,虎尾,雲林縣,進口,週2-4,3201
2020,國1南向,非主線資料,虎尾,雲林縣,進口,週2-4,2271
2020,國1北向,非主線資料,虎尾,雲林縣,出口,週六,2421
2020,國1南向,非主線資料,虎尾,雲林縣,出口,週六,4172
2020,國1北向,非主線資料,虎尾,雲林縣,進口,週六,3427
2020,國1南向,非主線資料,虎尾,雲林縣,進口,週六,2396
2020,國1北向,非主線資料,虎尾,雲林縣,出口,週日,2476
2020,國1南向,非主線資料,虎尾,雲林縣,出口,週日,3671
2020,國1北向,非主線資料,虎尾,雲林縣,進口,週日,3328
2020,國1南向,非主線資料,虎尾,雲林縣,進口,週日,2438
2020,國3南向,非主線資料,西濱,苗栗縣,出口,週2-4,7147
2020,國3北向,非主線資料,西濱,苗栗縣,進口,週2-4,7099
2020,國3南向,非主線資料,西濱,苗栗縣,出口,週六,7485
2020,國3北向,非主線資料,西濱,苗栗縣,進口,週六,6868
2020,國3南向,非主線資料,西濱,苗栗縣,出口,週日,6463
2020,國3北向,非主線資料,西濱,苗栗縣,進口,週日,7035
2020,國1北向,非主線資料,西螺,雲林縣,出口,週2-4,4925
2020,國1南向,非主線資料,西螺,雲林縣,出口,週2-4,4607
2020,國1北向,非主線資料,西螺,雲林縣,進口,週2-4,4917
2020,國1南向,非主線資料,西螺,雲林縣,進口,週2-4,5315
2020,國1北向,非主線資料,西螺,雲林縣,出口,週六,5477
2020,國1南向,非主線資料,西螺,雲林縣,出口,週六,5834
2020,國1北向,非主線資料,西螺,雲林縣,進口,週六,5737
2020,國1南向,非主線資料,西螺,雲林縣,進口,週六,5999
2020,國1北向,非主線資料,西螺,雲林縣,出口,週日,5144
2020,國1南向,非主線資料,西螺,雲林縣,出口,週日,4590
2020,國1北向,非主線資料,西螺,雲林縣,進口,週日,5731
2020,國1南向,非主線資料,西螺,雲林縣,進口,週日,5657
2020,國1北向,非主線資料,豐原,臺中市,出口,週2-4,15722
2020,國1南向,非主線資料,豐原,臺中市,出口,週2-4,10719
2020,國1北向,非主線資料,豐原,臺中市,進口,週2-4,11591
2020,國1南向,非主線資料,豐原,臺中市,進口,週2-4,14927
2020,國1北向,非主線資料,豐原,臺中市,出口,週六,12358
2020,國1南向,非主線資料,豐原,臺中市,出口,週六,11270
2020,國1北向,非主線資料,豐原,臺中市,進口,週六,12450
2020,國1南向,非主線資料,豐原,臺中市,進口,週六,11750
2020,國1北向,非主線資料,豐原,臺中市,出口,週日,10181
2020,國1南向,非主線資料,豐原,臺中市,出口,週日,10297
2020,國1北向,非主線資料,豐原,臺中市,進口,週日,12300
2020,國1南向,非主線資料,豐原,臺中市,進口,週日,10209
2020,國4東向,非主線資料,豐原端,臺中市,出口,週2-4,0
2020,國4東向,非主線資料,豐原端,臺中市,出口,週六,0
2020,國4東向,非主線資料,豐原端,臺中市,出口,週日,0
2020,國1北向,非主線資料,路竹,高雄市,出口,週2-4,7462
2020,國1南向,非主線資料,路竹,高雄市,出口,週2-4,5901
2020,國1北向,非主線資料,路竹,高雄市,進口,週2-4,5873
2020,國1南向,非主線資料,路竹,高雄市,進口,週2-4,7390
2020,國1北向,非主線資料,路竹,高雄市,出口,週六,6455
2020,國1南向,非主線資料,路竹,高雄市,出口,週六,6849
2020,國1北向,非主線資料,路竹,高雄市,進口,週六,6347
2020,國1南向,非主線資料,路竹,高雄市,進口,週六,6750
2020,國1北向,非主線資料,路竹,高雄市,出口,週日,6048
2020,國1南向,非主線資料,路竹,高雄市,出口,週日,6530
2020,國1北向,非主線資料,路竹,高雄市,進口,週日,6155
2020,國1南向,非主線資料,路竹,高雄市,進口,週日,6323
2020,國3北向,非主線資料,通霄,苗栗縣,出口,週2-4,1733
2020,國3南向,非主線資料,通霄,苗栗縣,出口,週2-4,2403
2020,國3北向,非主線資料,通霄,苗栗縣,進口,週2-4,2521
2020,國3南向,非主線資料,通霄,苗栗縣,進口,週2-4,1856
2020,國3北向,非主線資料,通霄,苗栗縣,出口,週六,2884
2020,國3南向,非主線資料,通霄,苗栗縣,出口,週六,3541
2020,國3北向,非主線資料,通霄,苗栗縣,進口,週六,3227
2020,國3南向,非主線資料,通霄,苗栗縣,進口,週六,2735
2020,國3北向,非主線資料,通霄,苗栗縣,出口,週日,3202
2020,國3南向,非主線資料,通霄,苗栗縣,出口,週日,2847
2020,國3北向,非主線資料,通霄,苗栗縣,進口,週日,3855
2020,國3南向,非主線資料,通霄,苗栗縣,進口,週日,3187
2020,國10東向,非主線資料,里港,屏東縣,出口,週2-4,4154
