年月,年,月,行業別,用電量
2023年7月,2023,7,金融及保險業,147700.3
2023年7月,2023,7,不動產業,72055
2023年7月,2023,7,醫療保健及社會工作服務業,354805
2023年7月,2023,7,藝術、娛樂及休閒服務業,148405.1
2023年7月,2023,7,運輸用電,162440.1
2023年7月,2023,7,公路,22985.6
2023年7月,2023,7,鐵路,137183.7
2023年7月,2023,7,管線運輸,2270.7
2023年7月,2023,7,能源部門自用,1705256.3
2023年7月,2023,7,農業部門,311180.6
2023年8月,2023,8,全國用電量,25679012.5
2023年8月,2023,8,工業用電,13583139.4
2023年8月,2023,8,紡織成衣及服飾品製造業,361806
2023年8月,2023,8,紙漿、紙及紙製品製造業,285501
2023年8月,2023,8,化學材料及肥料製造業,2380468
2023年8月,2023,8,塑膠製品製造業,407606.3
2023年8月,2023,8,非金屬礦物製品製造業,477151.8
2023年8月,2023,8,基本金屬製造業,1551873.5
2023年8月,2023,8,金屬製品製造業,533211.9
2023年8月,2023,8,電子產品及電力設備製造業,5728511.1
2023年8月,2023,8,住宅用電,5334301.4
2023年8月,2023,8,服務業用電,4651729
2023年8月,2023,8,運輸及倉儲業,332525.1
2023年8月,2023,8,住宿及餐飲業,784551.4
2023年8月,2023,8,出版影音及資通訊業,345089.9
2023年8月,2023,8,金融及保險業,146612.7
2023年8月,2023,8,不動產業,72942.8
2023年8月,2023,8,醫療保健及社會工作服務業,355698.6
2023年8月,2023,8,藝術、娛樂及休閒服務業,150549.4
2023年8月,2023,8,運輸用電,170705.5
2023年8月,2023,8,公路,23810.1
2023年8月,2023,8,鐵路,144692.6
2023年8月,2023,8,管線運輸,2202.6
2023年8月,2023,8,能源部門自用,1627480.1
2023年8月,2023,8,農業部門,311656.7
2023年9月,2023,9,全國用電量,25809315.4
2023年9月,2023,9,工業用電,13147486.7
2023年9月,2023,9,紡織成衣及服飾品製造業,347789.7
2023年9月,2023,9,紙漿、紙及紙製品製造業,293994
2023年9月,2023,9,化學材料及肥料製造業,2354830.5
2023年9月,2023,9,塑膠製品製造業,390472.4
2023年9月,2023,9,非金屬礦物製品製造業,449817.8
2023年9月,2023,9,基本金屬製造業,1512144.3
2023年9月,2023,9,金屬製品製造業,509947.5
2023年9月,2023,9,電子產品及電力設備製造業,5498348.6
2023年9月,2023,9,住宅用電,5723338.9
2023年9月,2023,9,服務業用電,4866958.5
2023年9月,2023,9,運輸及倉儲業,344376.8
2023年9月,2023,9,住宿及餐飲業,826208.5
2023年9月,2023,9,出版影音及資通訊業,357646
2023年9月,2023,9,金融及保險業,154515.6
2023年9月,2023,9,不動產業,75382
2023年9月,2023,9,醫療保健及社會工作服務業,340295.7
2023年9月,2023,9,藝術、娛樂及休閒服務業,150952.6
2023年9月,2023,9,運輸用電,152587
2023年9月,2023,9,公路,24289.2
2023年9月,2023,9,鐵路,125958.4
2023年9月,2023,9,管線運輸,2339.4
2023年9月,2023,9,能源部門自用,1599743.2
2023年9月,2023,9,農業部門,319200.8
2023年10月,2023,10,全國用電量,24754947.9
2023年10月,2023,10,工業用電,13164181.3
2023年10月,2023,10,紡織成衣及服飾品製造業,336963.9
2023年10月,2023,10,紙漿、紙及紙製品製造業,303394.4
2023年10月,2023,10,化學材料及肥料製造業,2399851.4
2023年10月,2023,10,塑膠製品製造業,357675.2
2023年10月,2023,10,非金屬礦物製品製造業,467131.8
2023年10月,2023,10,基本金屬製造業,1538966.7
2023年10月,2023,10,金屬製品製造業,487587.5
2023年10月,2023,10,電子產品及電力設備製造業,5576793.2
2023年10月,2023,10,住宅用電,5202981.2
2023年10月,2023,10,服務業用電,4436950.2
2023年10月,2023,10,運輸及倉儲業,316147.7
2023年10月,2023,10,住宿及餐飲業,748340.1
2023年10月,2023,10,出版影音及資通訊業,344989.2
2023年10月,2023,10,金融及保險業,135026.7
2023年10月,2023,10,不動產業,65301.2
2023年10月,2023,10,醫療保健及社會工作服務業,317032
2023年10月,2023,10,藝術、娛樂及休閒服務業,137542.5
2023年10月,2023,10,運輸用電,156193.6
2023年10月,2023,10,公路,25195
2023年10月,2023,10,鐵路,128972.8
2023年10月,2023,10,管線運輸,2025.7
2023年10月,2023,10,能源部門自用,1498040.1
2023年10月,2023,10,農業部門,296601.2
2023年11月,2023,11,全國用電量,23205009.2
2023年11月,2023,11,工業用電,12550626.6
2023年11月,2023,11,紡織成衣及服飾品製造業,329375.8
2023年11月,2023,11,紙漿、紙及紙製品製造業,296882.7
2023年11月,2023,11,化學材料及肥料製造業,2311886.5
2023年11月,2023,11,塑膠製品製造業,385388.8
2023年11月,2023,11,非金屬礦物製品製造業,433719.2
2023年11月,2023,11,基本金屬製造業,1515713
2023年11月,2023,11,金屬製品製造業,496190.9
2023年11月,2023,11,電子產品及電力設備製造業,5126736.3
2023年11月,2023,11,住宅用電,4610995.4
2023年11月,2023,11,服務業用電,4156372.9
2023年11月,2023,11,運輸及倉儲業,278127.2
2023年11月,2023,11,住宿及餐飲業,700925.8
2023年11月,2023,11,出版影音及資通訊業,332465.6
2023年11月,2023,11,金融及保險業,127962.1
2023年11月,2023,11,不動產業,62137.6
2023年11月,2023,11,醫療保健及社會工作服務業,280558.2
2023年11月,2023,11,藝術、娛樂及休閒服務業,125553.9
2023年11月,2023,11,運輸用電,159154.1
2023年11月,2023,11,公路,25977.7
2023年11月,2023,11,鐵路,130882
2023年11月,2023,11,管線運輸,2294.3
2023年11月,2023,11,能源部門自用,1451084.4
2023年11月,2023,11,農業部門,276775.5
2023年12月,2023,12,全國用電量,22025076.3
2023年12月,2023,12,工業用電,12748694.8
2023年12月,2023,12,紡織成衣及服飾品製造業,328392.9
2023年12月,2023,12,紙漿、紙及紙製品製造業,295753.3
2023年12月,2023,12,化學材料及肥料製造業,2365119.1
2023年12月,2023,12,塑膠製品製造業,366328.2
2023年12月,2023,12,非金屬礦物製品製造業,444843.5
2023年12月,2023,12,基本金屬製造業,1630091.1
2023年12月,2023,12,金屬製品製造業,496057
2023年12月,2023,12,電子產品及電力設備製造業,5238746.4
2023年12月,2023,12,住宅用電,3697277.7
2023年12月,2023,12,服務業用電,3743514.2
2023年12月,2023,12,運輸及倉儲業,253529.1
2023年12月,2023,12,住宿及餐飲業,616506.1
2023年12月,2023,12,出版影音及資通訊業,322537.3
2023年12月,2023,12,金融及保險業,111486.8
2023年12月,2023,12,不動產業,52835.8
2023年12月,2023,12,醫療保健及社會工作服務業,261269.3
2023年12月,2023,12,藝術、娛樂及休閒服務業,113352.7
2023年12月,2023,12,運輸用電,167755.6
2023年12月,2023,12,公路,26948.8
2023年12月,2023,12,鐵路,138487.1
2023年12月,2023,12,管線運輸,2319.6
2023年12月,2023,12,能源部門自用,1405568.5
2023年12月,2023,12,農業部門,262265.2
2024年1月,2024,1,全國用電量,21953592.2
2024年1月,2024,1,工業用電,12706309.3
2024年1月,2024,1,紡織成衣及服飾品製造業,347394.5
2024年1月,2024,1,紙漿、紙及紙製品製造業,302119.4
2024年1月,2024,1,化學材料及肥料製造業,2329501.5
2024年1月,2024,1,塑膠製品製造業,371477.4
2024年1月,2024,1,非金屬礦物製品製造業,467396.2
2024年1月,2024,1,基本金屬製造業,1574551
2024年1月,2024,1,金屬製品製造業,508188.9
2024年1月,2024,1,電子產品及電力設備製造業,5198290.8
2024年1月,2024,1,住宅用電,3784689.2
2024年1月,2024,1,服務業用電,3692897.2
2024年1月,2024,1,運輸及倉儲業,253145.2
2024年1月,2024,1,住宿及餐飲業,606376.7
2024年1月,2024,1,出版影音及資通訊業,327434.9
2024年1月,2024,1,金融及保險業,108732.1
2024年1月,2024,1,不動產業,52909.1
2024年1月,2024,1,醫療保健及社會工作服務業,248391.9
2024年1月,2024,1,藝術、娛樂及休閒服務業,109229.6
2024年1月,2024,1,運輸用電,159050.8
2024年1月,2024,1,公路,27205
2024年1月,2024,1,鐵路,129733.1
2024年1月,2024,1,管線運輸,2112.6
2024年1月,2024,1,能源部門自用,1350511
2024年1月,2024,1,農業部門,260134.4
2024年2月,2024,2,全國用電量,19840810
2024年2月,2024,2,工業用電,11194616.3
2024年2月,2024,2,紡織成衣及服飾品製造業,278862.4
2024年2月,2024,2,紙漿、紙及紙製品製造業,237002.1
2024年2月,2024,2,化學材料及肥料製造業,2089595.7
2024年2月,2024,2,塑膠製品製造業,284852.6
2024年2月,2024,2,非金屬礦物製品製造業,387678
2024年2月,2024,2,基本金屬製造業,1392289.9
2024年2月,2024,2,金屬製品製造業,392703.1
2024年2月,2024,2,電子產品及電力設備製造業,4793795.8
2024年2月,2024,2,住宅用電,3704862.5
2024年2月,2024,2,服務業用電,3234568.3
2024年2月,2024,2,運輸及倉儲業,230593.6
2024年2月,2024,2,住宿及餐飲業,526182.2
2024年2月,2024,2,出版影音及資通訊業,291205.4
2024年2月,2024,2,金融及保險業,92636.1
2024年2月,2024,2,不動產業,44519.7
2024年2月,2024,2,醫療保健及社會工作服務業,228476.3
2024年2月,2024,2,藝術、娛樂及休閒服務業,97035.1
2024年2月,2024,2,運輸用電,152313.5
2024年2月,2024,2,公路,27455.7
2024年2月,2024,2,鐵路,122762.7
2024年2月,2024,2,管線運輸,2094.9
2024年2月,2024,2,能源部門自用,1321944.4
2024年2月,2024,2,農業部門,232504.7
2024年3月,2024,3,全國用電量,21967970.6
2024年3月,2024,3,工業用電,12781677.9
2024年3月,2024,3,紡織成衣及服飾品製造業,343820.7
2024年3月,2024,3,紙漿、紙及紙製品製造業,298210.5
2024年3月,2024,3,化學材料及肥料製造業,2331494.1
2024年3月,2024,3,塑膠製品製造業,356816.4
2024年3月,2024,3,非金屬礦物製品製造業,481365.6
2024年3月,2024,3,基本金屬製造業,1626019.6
2024年3月,2024,3,金屬製品製造業,493859.3
2024年3月,2024,3,電子產品及電力設備製造業,5283240.2
2024年3月,2024,3,住宅用電,3743956.9
2024年3月,2024,3,服務業用電,3546298.3
2024年3月,2024,3,運輸及倉儲業,251848.4
2024年3月,2024,3,住宿及餐飲業,560060.4
2024年3月,2024,3,出版影音及資通訊業,320597.5
2024年3月,2024,3,金融及保險業,101223.8
2024年3月,2024,3,不動產業,53791.5
2024年3月,2024,3,醫療保健及社會工作服務業,255042.1
2024年3月,2024,3,藝術、娛樂及休閒服務業,106918.2
2024年3月,2024,3,運輸用電,161357.6
2024年3月,2024,3,公路,28309.1
2024年3月,2024,3,鐵路,130745.6
2024年3月,2024,3,管線運輸,2302.8
2024年3月,2024,3,能源部門自用,1486710
2024年3月,2024,3,農業部門,247969.6
2024年4月,2024,4,全國用電量,21946739
2024年4月,2024,4,工業用電,12588793.4
2024年4月,2024,4,紡織成衣及服飾品製造業,340688.4
2024年4月,2024,4,紙漿、紙及紙製品製造業,254624.8
2024年4月,2024,4,化學材料及肥料製造業,2333182.4
2024年4月,2024,4,塑膠製品製造業,355407.9
2024年4月,2024,4,非金屬礦物製品製造業,412251.4
2024年4月,2024,4,基本金屬製造業,1526006.8
2024年4月,2024,4,金屬製品製造業,509377.3
2024年4月,2024,4,電子產品及電力設備製造業,5255618.5
2024年4月,2024,4,住宅用電,3651415.5
2024年4月,2024,4,服務業用電,3765651.2
2024年4月,2024,4,運輸及倉儲業,282051.8
2024年4月,2024,4,住宿及餐飲業,588778.3
2024年4月,2024,4,出版影音及資通訊業,316450.8
2024年4月,2024,4,金融及保險業,109902.1
2024年4月,2024,4,不動產業,67855.3
2024年4月,2024,4,醫療保健及社會工作服務業,281027.8
2024年4月,2024,4,藝術、娛樂及休閒服務業,116515.9
2024年4月,2024,4,運輸用電,159972.9
2024年4月,2024,4,公路,27935.3
2024年4月,2024,4,鐵路,129403.3
2024年4月,2024,4,管線運輸,2634.3
2024年4月,2024,4,能源部門自用,1519230.6
2024年4月,2024,4,農業部門,261675.1
2024年5月,2024,5,全國用電量,24136635.9
2024年5月,2024,5,工業用電,13698850.9
2024年5月,2024,5,紡織成衣及服飾品製造業,364113.7
2024年5月,2024,5,紙漿、紙及紙製品製造業,283249.5
2024年5月,2024,5,化學材料及肥料製造業,2576284.3
2024年5月,2024,5,塑膠製品製造業,389397
2024年5月,2024,5,非金屬礦物製品製造業,467201.3
2024年5月,2024,5,基本金屬製造業,1641944.5
2024年5月,2024,5,金屬製品製造業,565865.3
2024年5月,2024,5,電子產品及電力設備製造業,5650803
2024年5月,2024,5,住宅用電,4066859.2
2024年5月,2024,5,服務業用電,4363791.4
2024年5月,2024,5,運輸及倉儲業,327369.8
2024年5月,2024,5,住宿及餐飲業,714990.5
2024年5月,2024,5,出版影音及資通訊業,353399.5
2024年5月,2024,5,金融及保險業,128809
2024年5月,2024,5,不動產業,75186.7
2024年5月,2024,5,醫療保健及社會工作服務業,307311.2
2024年5月,2024,5,藝術、娛樂及休閒服務業,135819.7
2024年5月,2024,5,運輸用電,150410.9
2024年5月,2024,5,公路,29710.7
2024年5月,2024,5,鐵路,118125.1
2024年5月,2024,5,管線運輸,2575
2024年5月,2024,5,能源部門自用,1555137.7
2024年5月,2024,5,農業部門,301585.4
2024年6月,2024,6,全國用電量,23840448.9
2024年6月,2024,6,工業用電,13331053.1
2024年6月,2024,6,紡織成衣及服飾品製造業,345487.1
2024年6月,2024,6,紙漿、紙及紙製品製造業,274801.1
2024年6月,2024,6,化學材料及肥料製造業,2482422
2024年6月,2024,6,塑膠製品製造業,365559
2024年6月,2024,6,非金屬礦物製品製造業,477374.8
2024年6月,2024,6,基本金屬製造業,1543347.7
2024年6月,2024,6,金屬製品製造業,531620.2
2024年6月,2024,6,電子產品及電力設備製造業,5629420.9
2024年6月,2024,6,住宅用電,4297871.7
2024年6月,2024,6,服務業用電,4259213.8
2024年6月,2024,6,運輸及倉儲業,330719
2024年6月,2024,6,住宿及餐飲業,682129.1
2024年6月,2024,6,出版影音及資通訊業,329166.8
2024年6月,2024,6,金融及保險業,128109.9
2024年6月,2024,6,不動產業,75424.3
2024年6月,2024,6,醫療保健及社會工作服務業,319876.3
2024年6月,2024,6,藝術、娛樂及休閒服務業,134977.1
2024年6月,2024,6,運輸用電,150696.9
2024年6月,2024,6,公路,30977.1
2024年6月,2024,6,鐵路,117242.5
2024年6月,2024,6,管線運輸,2477.3
2024年6月,2024,6,能源部門自用,1525153.1
2024年6月,2024,6,農業部門,276460
2024年7月,2024,7,全國用電量,25677452
2024年7月,2024,7,工業用電,13876600.1
2024年7月,2024,7,紡織成衣及服飾品製造業,371144.7
2024年7月,2024,7,紙漿、紙及紙製品製造業,289458.7
2024年7月,2024,7,化學材料及肥料製造業,2546325.5
2024年7月,2024,7,塑膠製品製造業,390765.1
2024年7月,2024,7,非金屬礦物製品製造業,481369.5
2024年7月,2024,7,基本金屬製造業,1535264.8
2024年7月,2024,7,金屬製品製造業,572666.3
2024年7月,2024,7,電子產品及電力設備製造業,5851026.1
2024年7月,2024,7,住宅用電,4879269.4
2024年7月,2024,7,服務業用電,4816011.6
2024年7月,2024,7,運輸及倉儲業,367056.6
2024年7月,2024,7,住宿及餐飲業,806612.5
2024年7月,2024,7,出版影音及資通訊業,367685.2
2024年7月,2024,7,金融及保險業,151753.9
2024年7月,2024,7,不動產業,87967
2024年7月,2024,7,醫療保健及社會工作服務業,360001.6
2024年7月,2024,7,藝術、娛樂及休閒服務業,156658.2
2024年7月,2024,7,運輸用電,155926.4
2024年7月,2024,7,公路,32044.9
2024年7月,2024,7,鐵路,121365.1
2024年7月,2024,7,管線運輸,2516.2
2024年7月,2024,7,能源部門自用,1622416.5
2024年7月,2024,7,農業部門,327227.7
2024年8月,2024,8,全國用電量,26712914.7
2024年8月,2024,8,工業用電,13862774.5
2024年8月,2024,8,紡織成衣及服飾品製造業,383038.7
2024年8月,2024,8,紙漿、紙及紙製品製造業,288541.5
2024年8月,2024,8,化學材料及肥料製造業,2354605.8
2024年8月,2024,8,塑膠製品製造業,403480
2024年8月,2024,8,非金屬礦物製品製造業,468381
2024年8月,2024,8,基本金屬製造業,1556437.9
2024年8月,2024,8,金屬製品製造業,598353.8
2024年8月,2024,8,電子產品及電力設備製造業,5925640
2024年8月,2024,8,住宅用電,5824735.6
2024年8月,2024,8,服務業用電,4949055.8
2024年8月,2024,8,運輸及倉儲業,375536.3
2024年8月,2024,8,住宿及餐飲業,852073.2
2024年8月,2024,8,出版影音及資通訊業,373026.5
2024年8月,2024,8,金融及保險業,152863.8
2024年8月,2024,8,不動產業,88518.4
2024年8月,2024,8,醫療保健及社會工作服務業,361211.3
2024年8月,2024,8,藝術、娛樂及休閒服務業,164679
2024年8月,2024,8,運輸用電,163250.3
2024年8月,2024,8,公路,32361.1
2024年8月,2024,8,鐵路,128322.6
2024年8月,2024,8,管線運輸,2566.4
2024年8月,2024,8,能源部門自用,1571425.1
2024年8月,2024,8,農業部門,341673.2
2024年9月,2024,9,全國用電量,27003663.4
2024年9月,2024,9,工業用電,13432526.8
2024年9月,2024,9,紡織成衣及服飾品製造業,359005.8
2024年9月,2024,9,紙漿、紙及紙製品製造業,272076.7
2024年9月,2024,9,化學材料及肥料製造業,2408622.1
2024年9月,2024,9,塑膠製品製造業,370059.2
2024年9月,2024,9,非金屬礦物製品製造業,464794.2
2024年9月,2024,9,基本金屬製造業,1482764
2024年9月,2024,9,金屬製品製造業,558267.9
2024年9月,2024,9,電子產品及電力設備製造業,5729978.3
2024年9月,2024,9,住宅用電,6064894
2024年9月,2024,9,服務業用電,4970624
2024年9月,2024,9,運輸及倉儲業,365440.5
2024年9月,2024,9,住宿及餐飲業,842890.1
2024年9月,2024,9,出版影音及資通訊業,374364.6
2024年9月,2024,9,金融及保險業,150327.8
2024年9月,2024,9,不動產業,89680.8
2024年9月,2024,9,醫療保健及社會工作服務業,344312.9
2024年9月,2024,9,藝術、娛樂及休閒服務業,156225.8
2024年9月,2024,9,運輸用電,157258.4
2024年9月,2024,9,公路,33462.8
2024年9月,2024,9,鐵路,121496.8
2024年9月,2024,9,管線運輸,2298.7
2024年9月,2024,9,能源部門自用,2053613
2024年9月,2024,9,農業部門,324746.9
2024年10月,2024,10,全國用電量,25029547
2024年10月,2024,10,工業用電,13321602.4
2024年10月,2024,10,紡織成衣及服飾品製造業,344933
2024年10月,2024,10,紙漿、紙及紙製品製造業,279318.5
2024年10月,2024,10,化學材料及肥料製造業,2379938
2024年10月,2024,10,塑膠製品製造業,364268.6
2024年10月,2024,10,非金屬礦物製品製造業,449406.6
2024年10月,2024,10,基本金屬製造業,1492984.4
2024年10月,2024,10,金屬製品製造業,532651.2
2024年10月,2024,10,電子產品及電力設備製造業,5769760.6
2024年10月,2024,10,住宅用電,5218938.9
2024年10月,2024,10,服務業用電,4506116.6
2024年10月,2024,10,運輸及倉儲業,332883.6
2024年10月,2024,10,住宿及餐飲業,760235.6
2024年10月,2024,10,出版影音及資通訊業,359636
2024年10月,2024,10,金融及保險業,131684.9
2024年10月,2024,10,不動產業,78888
2024年10月,2024,10,醫療保健及社會工作服務業,321887.2
2024年10月,2024,10,藝術、娛樂及休閒服務業,142173.9
2024年10月,2024,10,運輸用電,153853.2
2024年10月,2024,10,公路,34262.6
2024年10月,2024,10,鐵路,117333.7
2024年10月,2024,10,管線運輸,2256.9
2024年10月,2024,10,能源部門自用,1530674.9
2024年10月,2024,10,農業部門,298360.7
2024年11月,2024,11,全國用電量,23827738.5
2024年11月,2024,11,工業用電,12923069.8
2024年11月,2024,11,紡織成衣及服飾品製造業,320654.4
2024年11月,2024,11,紙漿、紙及紙製品製造業,274943.8
2024年11月,2024,11,化學材料及肥料製造業,2323699.8
2024年11月,2024,11,塑膠製品製造業,373549.7
2024年11月,2024,11,非金屬礦物製品製造業,443355.1
2024年11月,2024,11,基本金屬製造業,1494046.9
2024年11月,2024,11,金屬製品製造業,545431.8
2024年11月,2024,11,電子產品及電力設備製造業,5477033.9
2024年11月,2024,11,住宅用電,4711770.8
2024年11月,2024,11,服務業用電,4281177.5
2024年11月,2024,11,運輸及倉儲業,294670.4
2024年11月,2024,11,住宿及餐飲業,733301.9
2024年11月,2024,11,出版影音及資通訊業,356656.1
2024年11月,2024,11,金融及保險業,122821
2024年11月,2024,11,不動產業,74438.5
2024年11月,2024,11,醫療保健及社會工作服務業,285660.3
2024年11月,2024,11,藝術、娛樂及休閒服務業,134030.4
2024年11月,2024,11,運輸用電,168728.7
2024年11月,2024,11,公路,34928.1
2024年11月,2024,11,鐵路,131345.9
2024年11月,2024,11,管線運輸,2454.7
2024年11月,2024,11,能源部門自用,1454062.9
2024年11月,2024,11,農業部門,288928.5
2024年12月,2024,12,全國用電量,21913788.2
2024年12月,2024,12,工業用電,12847530.9
2024年12月,2024,12,紡織成衣及服飾品製造業,335228.5
2024年12月,2024,12,紙漿、紙及紙製品製造業,284635.9
2024年12月,2024,12,化學材料及肥料製造業,2328597.4
2024年12月,2024,12,塑膠製品製造業,367751
2024年12月,2024,12,非金屬礦物製品製造業,478863.2
2024年12月,2024,12,基本金屬製造業,1543059.5
2024年12月,2024,12,金屬製品製造業,540004.2
2024年12月,2024,12,電子產品及電力設備製造業,5388446.6
2024年12月,2024,12,住宅用電,3492895.8
2024年12月,2024,12,服務業用電,3642008.3
2024年12月,2024,12,運輸及倉儲業,256364.4
2024年12月,2024,12,住宿及餐飲業,600955.4
2024年12月,2024,12,出版影音及資通訊業,335107.4
2024年12月,2024,12,金融及保險業,105183
2024年12月,2024,12,不動產業,63443.7
2024年12月,2024,12,醫療保健及社會工作服務業,251086.6
2024年12月,2024,12,藝術、娛樂及休閒服務業,112008.8
2024年12月,2024,12,運輸用電,175018.5
2024年12月,2024,12,公路,35690.6
2024年12月,2024,12,鐵路,136858.5
2024年12月,2024,12,管線運輸,2469.3
2024年12月,2024,12,能源部門自用,1513738.5
2024年12月,2024,12,農業部門,242595.9
2025年1月,2025,1,全國用電量,20822945.4
2025年1月,2025,1,工業用電,12159078.9
2025年1月,2025,1,紡織成衣及服飾品製造業,295025.7
2025年1月,2025,1,紙漿、紙及紙製品製造業,254472.7
2025年1月,2025,1,化學材料及肥料製造業,2272331
2025年1月,2025,1,塑膠製品製造業,314277.7
2025年1月,2025,1,非金屬礦物製品製造業,464000.1
2025年1月,2025,1,基本金屬製造業,1431335.3
2025年1月,2025,1,金屬製品製造業,459350.4
2025年1月,2025,1,電子產品及電力設備製造業,5222676.3
2025年1月,2025,1,住宅用電,3531865
2025年1月,2025,1,服務業用電,3387093.9
2025年1月,2025,1,運輸及倉儲業,235998.4
2025年1月,2025,1,住宿及餐飲業,538565.2
2025年1月,2025,1,出版影音及資通訊業,331999.4
2025年1月,2025,1,金融及保險業,97598.2
2025年1月,2025,1,不動產業,57943.3
2025年1月,2025,1,醫療保健及社會工作服務業,232474.7
2025年1月,2025,1,藝術、娛樂及休閒服務業,99508.4
2025年1月,2025,1,運輸用電,172645.2
2025年1月,2025,1,公路,36400.2
2025年1月,2025,1,鐵路,133682.4
2025年1月,2025,1,管線運輸,2562.5
2025年1月,2025,1,能源部門自用,1347344.8
2025年1月,2025,1,農業部門,224917.4
2025年2月,2025,2,全國用電量,19883959.5
2025年2月,2025,2,工業用電,11400848.3
2025年2月,2025,2,紡織成衣及服飾品製造業,284615
2025年2月,2025,2,紙漿、紙及紙製品製造業,243529.7
2025年2月,2025,2,化學材料及肥料製造業,2068316.7
2025年2月,2025,2,塑膠製品製造業,319037.1
2025年2月,2025,2,非金屬礦物製品製造業,375211.9
2025年2月,2025,2,基本金屬製造業,1323566.1
2025年2月,2025,2,金屬製品製造業,469298.7
2025年2月,2025,2,電子產品及電力設備製造業,4927067.5
2025年2月,2025,2,住宅用電,3756686.4
2025年2月,2025,2,服務業用電,3151775.1
2025年2月,2025,2,運輸及倉儲業,217525.7
2025年2月,2025,2,住宿及餐飲業,510407.1
2025年2月,2025,2,出版影音及資通訊業,313493.5
2025年2月,2025,2,金融及保險業,86285.9
2025年2月,2025,2,不動產業,51984.7
2025年2月,2025,2,醫療保健及社會工作服務業,217472.2
2025年2月,2025,2,藝術、娛樂及休閒服務業,95436.6
2025年2月,2025,2,運輸用電,157401.6
2025年2月,2025,2,公路,37151.1
2025年2月,2025,2,鐵路,118048.4
2025年2月,2025,2,管線運輸,2202
2025年2月,2025,2,能源部門自用,1188779.1
2025年2月,2025,2,農業部門,228468.9
2025年3月,2025,3,全國用電量,21982319.1
2025年3月,2025,3,工業用電,12911464.9
2025年3月,2025,3,紡織成衣及服飾品製造業,321520.8
2025年3月,2025,3,紙漿、紙及紙製品製造業,267947.2
2025年3月,2025,3,化學材料及肥料製造業,2309380.7
2025年3月,2025,3,塑膠製品製造業,358690.8
2025年3月,2025,3,非金屬礦物製品製造業,469301.4
2025年3月,2025,3,基本金屬製造業,1510775.7
2025年3月,2025,3,金屬製品製造業,524506.2
2025年3月,2025,3,電子產品及電力設備製造業,5594608.9
2025年3月,2025,3,住宅用電,3854175.7
2025年3月,2025,3,服務業用電,3475204.7
2025年3月,2025,3,運輸及倉儲業,243219.8
2025年3月,2025,3,住宿及餐飲業,535201.3
2025年3月,2025,3,出版影音及資通訊業,340425
2025年3月,2025,3,金融及保險業,99744.4
2025年3月,2025,3,不動產業,60424.4
2025年3月,2025,3,醫療保健及社會工作服務業,250164.1
2025年3月,2025,3,藝術、娛樂及休閒服務業,104770.1
2025年3月,2025,3,運輸用電,172666.9
2025年3月,2025,3,公路,37531.9
2025年3月,2025,3,鐵路,132250.3
2025年3月,2025,3,管線運輸,2884.6
2025年3月,2025,3,能源部門自用,1343119
2025年3月,2025,3,農業部門,225687.7
2025年4月,2025,4,全國用電量,21755672.9
2025年4月,2025,4,工業用電,12842434.7
2025年4月,2025,4,紡織成衣及服飾品製造業,308519.2
2025年4月,2025,4,紙漿、紙及紙製品製造業,262560.5
2025年4月,2025,4,化學材料及肥料製造業,2285062
2025年4月,2025,4,塑膠製品製造業,349285.6
2025年4月,2025,4,非金屬礦物製品製造業,468427.6
2025年4月,2025,4,基本金屬製造業,1519229.2
2025年4月,2025,4,金屬製品製造業,522332.5
2025年4月,2025,4,電子產品及電力設備製造業,5549566.7
2025年4月,2025,4,住宅用電,3578716.2
2025年4月,2025,4,服務業用電,3613555.5
2025年4月,2025,4,運輸及倉儲業,259607.4
2025年4月,2025,4,住宿及餐飲業,563839.2
2025年4月,2025,4,出版影音及資通訊業,339225.7
2025年4月,2025,4,金融及保險業,104325.3
2025年4月,2025,4,不動產業,61777.2
2025年4月,2025,4,醫療保健及社會工作服務業,263965.7
2025年4月,2025,4,藝術、娛樂及休閒服務業,112404.1
2025年4月,2025,4,運輸用電,173057.7
2025年4月,2025,4,公路,37471.8
2025年4月,2025,4,鐵路,133230.8
2025年4月,2025,4,管線運輸,2354.9
2025年4月,2025,4,能源部門自用,1301633.2
2025年4月,2025,4,農業部門,246275.4
2025年5月,2025,5,全國用電量,23416323.2
2025年5月,2025,5,工業用電,13570472.6
2025年5月,2025,5,紡織成衣及服飾品製造業,312485.4
2025年5月,2025,5,紙漿、紙及紙製品製造業,279088
2025年5月,2025,5,化學材料及肥料製造業,2431345.9
2025年5月,2025,5,塑膠製品製造業,371535.8
2025年5月,2025,5,非金屬礦物製品製造業,480203.9
2025年5月,2025,5,基本金屬製造業,1550543.7
2025年5月,2025,5,金屬製品製造業,539960.9
2025年5月,2025,5,電子產品及電力設備製造業,5896668.5
2025年5月,2025,5,住宅用電,3765235.3
2025年5月,2025,5,服務業用電,4219966.9
2025年5月,2025,5,運輸及倉儲業,320072.6
2025年5月,2025,5,住宿及餐飲業,664007.3
2025年5月,2025,5,出版影音及資通訊業,371617.9
2025年5月,2025,5,金融及保險業,123066.6
2025年5月,2025,5,不動產業,73908.1
2025年5月,2025,5,醫療保健及社會工作服務業,307296.5
2025年5月,2025,5,藝術、娛樂及休閒服務業,132199.4
2025年5月,2025,5,運輸用電,161519.8
2025年5月,2025,5,公路,38227.5
2025年5月,2025,5,鐵路,120855.3
