年,月,年月,居住地,年齡層,性別,旅客數,年月KEY
2019,8,2019-08-01,非洲地區(Africa),30-39歲,男,0,201908
2019,8,2019-08-01,美洲地區(Americas),30-39歲,男,3513,201908
2019,8,2019-08-01,大洋洲地區(Oceania),30-39歲,男,1297,201908
2019,8,2019-08-01,歐洲地區(Europe),30-39歲,男,1874,201908
2019,8,2019-08-01,其他未列明(Unknow),30-39歲,男,15,201908
2019,9,2019-09-01,亞洲地區(Asia),30-39歲,男,133506,201909
2019,9,2019-09-01,非洲地區(Africa),30-39歲,男,0,201909
2019,9,2019-09-01,美洲地區(Americas),30-39歲,男,5009,201909
2019,9,2019-09-01,大洋洲地區(Oceania),30-39歲,男,1583,201909
2019,9,2019-09-01,歐洲地區(Europe),30-39歲,男,3577,201909
2019,9,2019-09-01,其他未列明(Unknow),30-39歲,男,149,201909
2019,10,2019-10-01,亞洲地區(Asia),30-39歲,男,147707,201910
2019,10,2019-10-01,非洲地區(Africa),30-39歲,男,0,201910
2019,10,2019-10-01,美洲地區(Americas),30-39歲,男,5105,201910
2019,10,2019-10-01,大洋洲地區(Oceania),30-39歲,男,1769,201910
2019,10,2019-10-01,歐洲地區(Europe),30-39歲,男,3342,201910
2019,10,2019-10-01,其他未列明(Unknow),30-39歲,男,205,201910
2019,11,2019-11-01,亞洲地區(Asia),30-39歲,男,128407,201911
2019,11,2019-11-01,非洲地區(Africa),30-39歲,男,0,201911
2019,11,2019-11-01,美洲地區(Americas),30-39歲,男,4080,201911
2019,11,2019-11-01,大洋洲地區(Oceania),30-39歲,男,1512,201911
2019,11,2019-11-01,歐洲地區(Europe),30-39歲,男,2706,201911
2019,11,2019-11-01,其他未列明(Unknow),30-39歲,男,597,201911
2019,12,2019-12-01,亞洲地區(Asia),30-39歲,男,125464,201912
2019,12,2019-12-01,非洲地區(Africa),30-39歲,男,0,201912
2019,12,2019-12-01,美洲地區(Americas),30-39歲,男,3955,201912
2019,12,2019-12-01,大洋洲地區(Oceania),30-39歲,男,1480,201912
2019,12,2019-12-01,歐洲地區(Europe),30-39歲,男,2085,201912
2019,12,2019-12-01,其他未列明(Unknow),30-39歲,男,302,201912
2020,1,2020-01-01,亞洲地區(Asia),30-39歲,男,114129,202001
2020,1,2020-01-01,非洲地區(Africa),30-39歲,男,0,202001
2020,1,2020-01-01,美洲地區(Americas),30-39歲,男,5792,202001
2020,1,2020-01-01,大洋洲地區(Oceania),30-39歲,男,1748,202001
2020,1,2020-01-01,歐洲地區(Europe),30-39歲,男,2537,202001
2020,1,2020-01-01,其他未列明(Unknow),30-39歲,男,245,202001
2020,2,2020-02-01,亞洲地區(Asia),30-39歲,男,54620,202002
2020,2,2020-02-01,非洲地區(Africa),30-39歲,男,0,202002
2020,2,2020-02-01,美洲地區(Americas),30-39歲,男,3871,202002
2020,2,2020-02-01,大洋洲地區(Oceania),30-39歲,男,1772,202002
2020,2,2020-02-01,歐洲地區(Europe),30-39歲,男,2043,202002
2020,2,2020-02-01,其他未列明(Unknow),30-39歲,男,92,202002
2020,3,2020-03-01,亞洲地區(Asia),30-39歲,男,10775,202003
2020,3,2020-03-01,非洲地區(Africa),30-39歲,男,0,202003
2020,3,2020-03-01,美洲地區(Americas),30-39歲,男,1108,202003
2020,3,2020-03-01,大洋洲地區(Oceania),30-39歲,男,478,202003
2020,3,2020-03-01,歐洲地區(Europe),30-39歲,男,377,202003
2020,3,2020-03-01,其他未列明(Unknow),30-39歲,男,17,202003
2020,4,2020-04-01,亞洲地區(Asia),30-39歲,男,1357,202004
2020,4,2020-04-01,非洲地區(Africa),30-39歲,男,0,202004
2020,4,2020-04-01,美洲地區(Americas),30-39歲,男,62,202004
2020,4,2020-04-01,大洋洲地區(Oceania),30-39歲,男,15,202004
2020,4,2020-04-01,歐洲地區(Europe),30-39歲,男,6,202004
2020,4,2020-04-01,其他未列明(Unknow),30-39歲,男,9,202004
2020,5,2020-05-01,亞洲地區(Asia),30-39歲,男,1891,202005
2020,5,2020-05-01,非洲地區(Africa),30-39歲,男,0,202005
2020,5,2020-05-01,美洲地區(Americas),30-39歲,男,133,202005
2020,5,2020-05-01,大洋洲地區(Oceania),30-39歲,男,5,202005
2020,5,2020-05-01,歐洲地區(Europe),30-39歲,男,27,202005
2020,5,2020-05-01,其他未列明(Unknow),30-39歲,男,40,202005
2020,6,2020-06-01,亞洲地區(Asia),30-39歲,男,1872,202006
2020,6,2020-06-01,非洲地區(Africa),30-39歲,男,0,202006
2020,6,2020-06-01,美洲地區(Americas),30-39歲,男,184,202006
2020,6,2020-06-01,大洋洲地區(Oceania),30-39歲,男,20,202006
2020,6,2020-06-01,歐洲地區(Europe),30-39歲,男,58,202006
2020,6,2020-06-01,其他未列明(Unknow),30-39歲,男,25,202006
2020,7,2020-07-01,亞洲地區(Asia),30-39歲,男,2323,202007
2020,7,2020-07-01,非洲地區(Africa),30-39歲,男,0,202007
2020,7,2020-07-01,美洲地區(Americas),30-39歲,男,267,202007
2020,7,2020-07-01,大洋洲地區(Oceania),30-39歲,男,10,202007
2020,7,2020-07-01,歐洲地區(Europe),30-39歲,男,94,202007
2020,7,2020-07-01,其他未列明(Unknow),30-39歲,男,21,202007
2020,8,2020-08-01,亞洲地區(Asia),30-39歲,男,2857,202008
2020,8,2020-08-01,非洲地區(Africa),30-39歲,男,2,202008
2020,8,2020-08-01,美洲地區(Americas),30-39歲,男,367,202008
2020,8,2020-08-01,大洋洲地區(Oceania),30-39歲,男,11,202008
2020,8,2020-08-01,歐洲地區(Europe),30-39歲,男,129,202008
2020,8,2020-08-01,其他未列明(Unknow),30-39歲,男,29,202008
2020,9,2020-09-01,亞洲地區(Asia),30-39歲,男,2729,202009
2020,9,2020-09-01,非洲地區(Africa),30-39歲,男,2,202009
2020,9,2020-09-01,美洲地區(Americas),30-39歲,男,344,202009
2020,9,2020-09-01,大洋洲地區(Oceania),30-39歲,男,13,202009
2020,9,2020-09-01,歐洲地區(Europe),30-39歲,男,147,202009
2020,9,2020-09-01,其他未列明(Unknow),30-39歲,男,37,202009
2020,10,2020-10-01,亞洲地區(Asia),30-39歲,男,3302,202010
2020,10,2020-10-01,非洲地區(Africa),30-39歲,男,0,202010
2020,10,2020-10-01,美洲地區(Americas),30-39歲,男,336,202010
2020,10,2020-10-01,大洋洲地區(Oceania),30-39歲,男,14,202010
2020,10,2020-10-01,歐洲地區(Europe),30-39歲,男,98,202010
2020,10,2020-10-01,其他未列明(Unknow),30-39歲,男,23,202010
2020,11,2020-11-01,亞洲地區(Asia),30-39歲,男,2655,202011
2020,11,2020-11-01,非洲地區(Africa),30-39歲,男,1,202011
2020,11,2020-11-01,美洲地區(Americas),30-39歲,男,328,202011
2020,11,2020-11-01,大洋洲地區(Oceania),30-39歲,男,12,202011
2020,11,2020-11-01,歐洲地區(Europe),30-39歲,男,49,202011
2020,11,2020-11-01,其他未列明(Unknow),30-39歲,男,13,202011
2020,12,2020-12-01,亞洲地區(Asia),30-39歲,男,2008,202012
2020,12,2020-12-01,非洲地區(Africa),30-39歲,男,1,202012
2020,12,2020-12-01,美洲地區(Americas),30-39歲,男,354,202012
2020,12,2020-12-01,大洋洲地區(Oceania),30-39歲,男,15,202012
2020,12,2020-12-01,歐洲地區(Europe),30-39歲,男,36,202012
2020,12,2020-12-01,其他未列明(Unknow),30-39歲,男,25,202012
2021,1,2021-01-01,亞洲地區(Asia),30-39歲,男,1524,202101
2021,1,2021-01-01,非洲地區(Africa),30-39歲,男,0,202101
2021,1,2021-01-01,美洲地區(Americas),30-39歲,男,735,202101
2021,1,2021-01-01,大洋洲地區(Oceania),30-39歲,男,17,202101
2021,1,2021-01-01,歐洲地區(Europe),30-39歲,男,85,202101
2021,1,2021-01-01,其他未列明(Unknow),30-39歲,男,10,202101
2021,2,2021-02-01,亞洲地區(Asia),30-39歲,男,4614,202102
2021,2,2021-02-01,非洲地區(Africa),30-39歲,男,0,202102
2021,2,2021-02-01,美洲地區(Americas),30-39歲,男,468,202102
2021,2,2021-02-01,大洋洲地區(Oceania),30-39歲,男,17,202102
2021,2,2021-02-01,歐洲地區(Europe),30-39歲,男,55,202102
2021,2,2021-02-01,其他未列明(Unknow),30-39歲,男,9,202102
2021,3,2021-03-01,亞洲地區(Asia),30-39歲,男,3810,202103
2021,3,2021-03-01,非洲地區(Africa),30-39歲,男,1,202103
2021,3,2021-03-01,美洲地區(Americas),30-39歲,男,479,202103
2021,3,2021-03-01,大洋洲地區(Oceania),30-39歲,男,41,202103
2021,3,2021-03-01,歐洲地區(Europe),30-39歲,男,60,202103
2021,3,2021-03-01,其他未列明(Unknow),30-39歲,男,14,202103
2021,4,2021-04-01,亞洲地區(Asia),30-39歲,男,2568,202104
2021,4,2021-04-01,非洲地區(Africa),30-39歲,男,0,202104
2021,4,2021-04-01,美洲地區(Americas),30-39歲,男,395,202104
2021,4,2021-04-01,大洋洲地區(Oceania),30-39歲,男,40,202104
2021,4,2021-04-01,歐洲地區(Europe),30-39歲,男,34,202104
2021,4,2021-04-01,其他未列明(Unknow),30-39歲,男,9,202104
2021,5,2021-05-01,亞洲地區(Asia),30-39歲,男,1960,202105
2021,5,2021-05-01,非洲地區(Africa),30-39歲,男,0,202105
2021,5,2021-05-01,美洲地區(Americas),30-39歲,男,418,202105
2021,5,2021-05-01,大洋洲地區(Oceania),30-39歲,男,16,202105
2021,5,2021-05-01,歐洲地區(Europe),30-39歲,男,38,202105
2021,5,2021-05-01,其他未列明(Unknow),30-39歲,男,17,202105
2021,6,2021-06-01,亞洲地區(Asia),30-39歲,男,1642,202106
2021,6,2021-06-01,非洲地區(Africa),30-39歲,男,0,202106
2021,6,2021-06-01,美洲地區(Americas),30-39歲,男,855,202106
2021,6,2021-06-01,大洋洲地區(Oceania),30-39歲,男,11,202106
2021,6,2021-06-01,歐洲地區(Europe),30-39歲,男,40,202106
2021,6,2021-06-01,其他未列明(Unknow),30-39歲,男,8,202106
2021,7,2021-07-01,亞洲地區(Asia),30-39歲,男,1841,202107
2021,7,2021-07-01,非洲地區(Africa),30-39歲,男,1,202107
2021,7,2021-07-01,美洲地區(Americas),30-39歲,男,823,202107
2021,7,2021-07-01,大洋洲地區(Oceania),30-39歲,男,13,202107
2021,7,2021-07-01,歐洲地區(Europe),30-39歲,男,39,202107
2021,7,2021-07-01,其他未列明(Unknow),30-39歲,男,30,202107
2021,8,2021-08-01,亞洲地區(Asia),30-39歲,男,1876,202108
2021,8,2021-08-01,非洲地區(Africa),30-39歲,男,1,202108
2021,8,2021-08-01,美洲地區(Americas),30-39歲,男,846,202108
2021,8,2021-08-01,大洋洲地區(Oceania),30-39歲,男,81,202108
2021,8,2021-08-01,歐洲地區(Europe),30-39歲,男,61,202108
2021,8,2021-08-01,其他未列明(Unknow),30-39歲,男,17,202108
2021,9,2021-09-01,亞洲地區(Asia),30-39歲,男,1966,202109
2021,9,2021-09-01,非洲地區(Africa),30-39歲,男,1,202109
2021,9,2021-09-01,美洲地區(Americas),30-39歲,男,532,202109
2021,9,2021-09-01,大洋洲地區(Oceania),30-39歲,男,116,202109
2021,9,2021-09-01,歐洲地區(Europe),30-39歲,男,70,202109
2021,9,2021-09-01,其他未列明(Unknow),30-39歲,男,15,202109
2021,10,2021-10-01,亞洲地區(Asia),30-39歲,男,2370,202110
2021,10,2021-10-01,非洲地區(Africa),30-39歲,男,1,202110
2021,10,2021-10-01,美洲地區(Americas),30-39歲,男,589,202110
2021,10,2021-10-01,大洋洲地區(Oceania),30-39歲,男,91,202110
2021,10,2021-10-01,歐洲地區(Europe),30-39歲,男,54,202110
2021,10,2021-10-01,其他未列明(Unknow),30-39歲,男,17,202110
2021,11,2021-11-01,亞洲地區(Asia),30-39歲,男,2115,202111
2021,11,2021-11-01,非洲地區(Africa),30-39歲,男,4,202111
2021,11,2021-11-01,美洲地區(Americas),30-39歲,男,417,202111
2021,11,2021-11-01,大洋洲地區(Oceania),30-39歲,男,8,202111
2021,11,2021-11-01,歐洲地區(Europe),30-39歲,男,46,202111
2021,11,2021-11-01,其他未列明(Unknow),30-39歲,男,32,202111
2021,12,2021-12-01,亞洲地區(Asia),30-39歲,男,2050,202112
2021,12,2021-12-01,非洲地區(Africa),30-39歲,男,1,202112
2021,12,2021-12-01,美洲地區(Americas),30-39歲,男,449,202112
2021,12,2021-12-01,大洋洲地區(Oceania),30-39歲,男,76,202112
2021,12,2021-12-01,歐洲地區(Europe),30-39歲,男,40,202112
2021,12,2021-12-01,其他未列明(Unknow),30-39歲,男,15,202112
2022,1,2022-01-01,亞洲地區(Asia),30-39歲,男,1682,202201
2022,1,2022-01-01,非洲地區(Africa),30-39歲,男,1,202201
2022,1,2022-01-01,美洲地區(Americas),30-39歲,男,795,202201
2022,1,2022-01-01,大洋洲地區(Oceania),30-39歲,男,39,202201
2022,1,2022-01-01,歐洲地區(Europe),30-39歲,男,49,202201
2022,1,2022-01-01,其他未列明(Unknow),30-39歲,男,23,202201
2022,2,2022-02-01,亞洲地區(Asia),30-39歲,男,6459,202202
2022,2,2022-02-01,非洲地區(Africa),30-39歲,男,0,202202
2022,2,2022-02-01,美洲地區(Americas),30-39歲,男,724,202202
2022,2,2022-02-01,大洋洲地區(Oceania),30-39歲,男,53,202202
2022,2,2022-02-01,歐洲地區(Europe),30-39歲,男,120,202202
2022,2,2022-02-01,其他未列明(Unknow),30-39歲,男,17,202202
2022,3,2022-03-01,亞洲地區(Asia),30-39歲,男,4086,202203
2022,3,2022-03-01,非洲地區(Africa),30-39歲,男,1,202203
2022,3,2022-03-01,美洲地區(Americas),30-39歲,男,756,202203
2022,3,2022-03-01,大洋洲地區(Oceania),30-39歲,男,86,202203
2022,3,2022-03-01,歐洲地區(Europe),30-39歲,男,127,202203
2022,3,2022-03-01,其他未列明(Unknow),30-39歲,男,22,202203
2022,4,2022-04-01,亞洲地區(Asia),30-39歲,男,3524,202204
2022,4,2022-04-01,非洲地區(Africa),30-39歲,男,1,202204
2022,4,2022-04-01,美洲地區(Americas),30-39歲,男,745,202204
2022,4,2022-04-01,大洋洲地區(Oceania),30-39歲,男,73,202204
2022,4,2022-04-01,歐洲地區(Europe),30-39歲,男,130,202204
2022,4,2022-04-01,其他未列明(Unknow),30-39歲,男,15,202204
2022,5,2022-05-01,亞洲地區(Asia),30-39歲,男,3517,202205
2022,5,2022-05-01,非洲地區(Africa),30-39歲,男,0,202205
2022,5,2022-05-01,美洲地區(Americas),30-39歲,男,884,202205
2022,5,2022-05-01,大洋洲地區(Oceania),30-39歲,男,93,202205
2022,5,2022-05-01,歐洲地區(Europe),30-39歲,男,190,202205
2022,5,2022-05-01,其他未列明(Unknow),30-39歲,男,13,202205
2022,6,2022-06-01,亞洲地區(Asia),30-39歲,男,4386,202206
2022,6,2022-06-01,非洲地區(Africa),30-39歲,男,0,202206
2022,6,2022-06-01,美洲地區(Americas),30-39歲,男,1184,202206
2022,6,2022-06-01,大洋洲地區(Oceania),30-39歲,男,105,202206
2022,6,2022-06-01,歐洲地區(Europe),30-39歲,男,276,202206
2022,6,2022-06-01,其他未列明(Unknow),30-39歲,男,22,202206
2022,7,2022-07-01,亞洲地區(Asia),30-39歲,男,6008,202207
2022,7,2022-07-01,非洲地區(Africa),30-39歲,男,3,202207
2022,7,2022-07-01,美洲地區(Americas),30-39歲,男,1473,202207
2022,7,2022-07-01,大洋洲地區(Oceania),30-39歲,男,150,202207
2022,7,2022-07-01,歐洲地區(Europe),30-39歲,男,321,202207
2022,7,2022-07-01,其他未列明(Unknow),30-39歲,男,14,202207
2022,8,2022-08-01,亞洲地區(Asia),30-39歲,男,7707,202208
2022,8,2022-08-01,非洲地區(Africa),30-39歲,男,0,202208
2022,8,2022-08-01,美洲地區(Americas),30-39歲,男,1565,202208
2022,8,2022-08-01,大洋洲地區(Oceania),30-39歲,男,230,202208
2022,8,2022-08-01,歐洲地區(Europe),30-39歲,男,405,202208
2022,8,2022-08-01,其他未列明(Unknow),30-39歲,男,17,202208
2022,9,2022-09-01,亞洲地區(Asia),30-39歲,男,9318,202209
2022,9,2022-09-01,非洲地區(Africa),30-39歲,男,2,202209
2022,9,2022-09-01,美洲地區(Americas),30-39歲,男,1868,202209
2022,9,2022-09-01,大洋洲地區(Oceania),30-39歲,男,272,202209
2022,9,2022-09-01,歐洲地區(Europe),30-39歲,男,859,202209
2022,9,2022-09-01,其他未列明(Unknow),30-39歲,男,23,202209
2022,10,2022-10-01,亞洲地區(Asia),30-39歲,男,16445,202210
2022,10,2022-10-01,非洲地區(Africa),30-39歲,男,1,202210
2022,10,2022-10-01,美洲地區(Americas),30-39歲,男,2149,202210
2022,10,2022-10-01,大洋洲地區(Oceania),30-39歲,男,393,202210
2022,10,2022-10-01,歐洲地區(Europe),30-39歲,男,894,202210
2022,10,2022-10-01,其他未列明(Unknow),30-39歲,男,7,202210
2022,11,2022-11-01,亞洲地區(Asia),30-39歲,男,27526,202211
2022,11,2022-11-01,非洲地區(Africa),30-39歲,男,3,202211
2022,11,2022-11-01,美洲地區(Americas),30-39歲,男,2099,202211
2022,11,2022-11-01,大洋洲地區(Oceania),30-39歲,男,558,202211
2022,11,2022-11-01,歐洲地區(Europe),30-39歲,男,1253,202211
2022,11,2022-11-01,其他未列明(Unknow),30-39歲,男,22,202211
2022,12,2022-12-01,亞洲地區(Asia),30-39歲,男,41116,202212
2022,12,2022-12-01,非洲地區(Africa),30-39歲,男,7,202212
2022,12,2022-12-01,美洲地區(Americas),30-39歲,男,2416,202212
2022,12,2022-12-01,大洋洲地區(Oceania),30-39歲,男,685,202212
2022,12,2022-12-01,歐洲地區(Europe),30-39歲,男,1207,202212
2022,12,2022-12-01,其他未列明(Unknow),30-39歲,男,23,202212
2023,1,2023-01-01,亞洲地區(Asia),30-39歲,男,55012,202301
2023,1,2023-01-01,非洲地區(Africa),30-39歲,男,13,202301
2023,1,2023-01-01,美洲地區(Americas),30-39歲,男,3911,202301
2023,1,2023-01-01,大洋洲地區(Oceania),30-39歲,男,1075,202301
2023,1,2023-01-01,歐洲地區(Europe),30-39歲,男,1811,202301
2023,1,2023-01-01,其他未列明(Unknow),30-39歲,男,36,202301
2023,2,2023-02-01,亞洲地區(Asia),30-39歲,男,65661,202302
2023,2,2023-02-01,非洲地區(Africa),30-39歲,男,5,202302
2023,2,2023-02-01,美洲地區(Americas),30-39歲,男,2664,202302
2023,2,2023-02-01,大洋洲地區(Oceania),30-39歲,男,1428,202302
2023,2,2023-02-01,歐洲地區(Europe),30-39歲,男,1797,202302
2023,2,2023-02-01,其他未列明(Unknow),30-39歲,男,37,202302
2023,3,2023-03-01,亞洲地區(Asia),30-39歲,男,72041,202303
2023,3,2023-03-01,非洲地區(Africa),30-39歲,男,4,202303
2023,3,2023-03-01,美洲地區(Americas),30-39歲,男,2896,202303
2023,3,2023-03-01,大洋洲地區(Oceania),30-39歲,男,1325,202303
2023,3,2023-03-01,歐洲地區(Europe),30-39歲,男,2692,202303
2023,3,2023-03-01,其他未列明(Unknow),30-39歲,男,35,202303
2023,4,2023-04-01,亞洲地區(Asia),30-39歲,男,75545,202304
2023,4,2023-04-01,非洲地區(Africa),30-39歲,男,3,202304
2023,4,2023-04-01,美洲地區(Americas),30-39歲,男,2711,202304
2023,4,2023-04-01,大洋洲地區(Oceania),30-39歲,男,1227,202304
2023,4,2023-04-01,歐洲地區(Europe),30-39歲,男,2246,202304
2023,4,2023-04-01,其他未列明(Unknow),30-39歲,男,57,202304
2023,5,2023-05-01,亞洲地區(Asia),30-39歲,男,78242,202305
2023,5,2023-05-01,非洲地區(Africa),30-39歲,男,2,202305
2023,5,2023-05-01,美洲地區(Americas),30-39歲,男,3077,202305
2023,5,2023-05-01,大洋洲地區(Oceania),30-39歲,男,927,202305
2023,5,2023-05-01,歐洲地區(Europe),30-39歲,男,2487,202305
2023,5,2023-05-01,其他未列明(Unknow),30-39歲,男,176,202305
2023,6,2023-06-01,亞洲地區(Asia),30-39歲,男,88128,202306
2023,6,2023-06-01,非洲地區(Africa),30-39歲,男,3,202306
2023,6,2023-06-01,美洲地區(Americas),30-39歲,男,3150,202306
2023,6,2023-06-01,大洋洲地區(Oceania),30-39歲,男,1032,202306
2023,6,2023-06-01,歐洲地區(Europe),30-39歲,男,2986,202306
2023,6,2023-06-01,其他未列明(Unknow),30-39歲,男,242,202306
2023,7,2023-07-01,亞洲地區(Asia),30-39歲,男,69250,202307
2023,7,2023-07-01,非洲地區(Africa),30-39歲,男,3,202307
2023,7,2023-07-01,美洲地區(Americas),30-39歲,男,2904,202307
2023,7,2023-07-01,大洋洲地區(Oceania),30-39歲,男,793,202307
2023,7,2023-07-01,歐洲地區(Europe),30-39歲,男,1465,202307
2023,7,2023-07-01,其他未列明(Unknow),30-39歲,男,77,202307
2023,8,2023-08-01,亞洲地區(Asia),30-39歲,男,76624,202308
2023,8,2023-08-01,非洲地區(Africa),30-39歲,男,2,202308
2023,8,2023-08-01,美洲地區(Americas),30-39歲,男,2547,202308
2023,8,2023-08-01,大洋洲地區(Oceania),30-39歲,男,898,202308
2023,8,2023-08-01,歐洲地區(Europe),30-39歲,男,1542,202308
2023,8,2023-08-01,其他未列明(Unknow),30-39歲,男,155,202308
2023,9,2023-09-01,亞洲地區(Asia),30-39歲,男,99362,202309
2023,9,2023-09-01,非洲地區(Africa),30-39歲,男,7,202309
2023,9,2023-09-01,美洲地區(Americas),30-39歲,男,3483,202309
2023,9,2023-09-01,大洋洲地區(Oceania),30-39歲,男,1155,202309
2023,9,2023-09-01,歐洲地區(Europe),30-39歲,男,3249,202309
2023,9,2023-09-01,其他未列明(Unknow),30-39歲,男,166,202309
2023,10,2023-10-01,亞洲地區(Asia),30-39歲,男,113164,202310
2023,10,2023-10-01,非洲地區(Africa),30-39歲,男,8,202310
2023,10,2023-10-01,美洲地區(Americas),30-39歲,男,3803,202310
2023,10,2023-10-01,大洋洲地區(Oceania),30-39歲,男,1498,202310
2023,10,2023-10-01,歐洲地區(Europe),30-39歲,男,3072,202310
2023,10,2023-10-01,其他未列明(Unknow),30-39歲,男,38,202310
2023,11,2023-11-01,亞洲地區(Asia),30-39歲,男,98201,202311
2023,11,2023-11-01,非洲地區(Africa),30-39歲,男,1,202311
2023,11,2023-11-01,美洲地區(Americas),30-39歲,男,2880,202311
2023,11,2023-11-01,大洋洲地區(Oceania),30-39歲,男,1144,202311
2023,11,2023-11-01,歐洲地區(Europe),30-39歲,男,2458,202311
2023,11,2023-11-01,其他未列明(Unknow),30-39歲,男,22,202311
2023,12,2023-12-01,亞洲地區(Asia),30-39歲,男,106219,202312
2023,12,2023-12-01,非洲地區(Africa),30-39歲,男,3,202312
2023,12,2023-12-01,美洲地區(Americas),30-39歲,男,2997,202312
2023,12,2023-12-01,大洋洲地區(Oceania),30-39歲,男,1100,202312
2023,12,2023-12-01,歐洲地區(Europe),30-39歲,男,2100,202312
2023,12,2023-12-01,其他未列明(Unknow),30-39歲,男,57,202312
2024,1,2024-01-01,亞洲地區(Asia),30-39歲,男,95212,202401
2024,1,2024-01-01,非洲地區(Africa),30-39歲,男,13,202401
2024,1,2024-01-01,美洲地區(Americas),30-39歲,男,4227,202401
2024,1,2024-01-01,大洋洲地區(Oceania),30-39歲,男,1069,202401
2024,1,2024-01-01,歐洲地區(Europe),30-39歲,男,2144,202401
2024,1,2024-01-01,其他未列明(Unknow),30-39歲,男,28,202401
2024,2,2024-02-01,亞洲地區(Asia),30-39歲,男,119784,202402
2024,2,2024-02-01,非洲地區(Africa),30-39歲,男,4,202402
2024,2,2024-02-01,美洲地區(Americas),30-39歲,男,3971,202402
2024,2,2024-02-01,大洋洲地區(Oceania),30-39歲,男,1687,202402
2024,2,2024-02-01,歐洲地區(Europe),30-39歲,男,2770,202402
2024,2,2024-02-01,其他未列明(Unknow),30-39歲,男,27,202402
2024,3,2024-03-01,亞洲地區(Asia),30-39歲,男,123663,202403
2024,3,2024-03-01,非洲地區(Africa),30-39歲,男,7,202403
2024,3,2024-03-01,美洲地區(Americas),30-39歲,男,3807,202403
2024,3,2024-03-01,大洋洲地區(Oceania),30-39歲,男,1391,202403
2024,3,2024-03-01,歐洲地區(Europe),30-39歲,男,3209,202403
2024,3,2024-03-01,其他未列明(Unknow),30-39歲,男,18,202403
2024,4,2024-04-01,亞洲地區(Asia),30-39歲,男,117523,202404
2024,4,2024-04-01,非洲地區(Africa),30-39歲,男,3,202404
2024,4,2024-04-01,美洲地區(Americas),30-39歲,男,3569,202404
2024,4,2024-04-01,大洋洲地區(Oceania),30-39歲,男,1265,202404
2024,4,2024-04-01,歐洲地區(Europe),30-39歲,男,2755,202404
2024,4,2024-04-01,其他未列明(Unknow),30-39歲,男,25,202404
2024,5,2024-05-01,亞洲地區(Asia),30-39歲,男,117555,202405
2024,5,2024-05-01,非洲地區(Africa),30-39歲,男,2,202405
2024,5,2024-05-01,美洲地區(Americas),30-39歲,男,3633,202405
2024,5,2024-05-01,大洋洲地區(Oceania),30-39歲,男,1143,202405
2024,5,2024-05-01,歐洲地區(Europe),30-39歲,男,2622,202405
2024,5,2024-05-01,其他未列明(Unknow),30-39歲,男,20,202405
2024,6,2024-06-01,亞洲地區(Asia),30-39歲,男,115661,202406
2024,6,2024-06-01,非洲地區(Africa),30-39歲,男,4,202406
2024,6,2024-06-01,美洲地區(Americas),30-39歲,男,3238,202406
2024,6,2024-06-01,大洋洲地區(Oceania),30-39歲,男,1071,202406
2024,6,2024-06-01,歐洲地區(Europe),30-39歲,男,2571,202406
2024,6,2024-06-01,其他未列明(Unknow),30-39歲,男,19,202406
2024,7,2024-07-01,亞洲地區(Asia),30-39歲,男,91195,202407
2024,7,2024-07-01,非洲地區(Africa),30-39歲,男,0,202407
2024,7,2024-07-01,美洲地區(Americas),30-39歲,男,3233,202407
2024,7,2024-07-01,大洋洲地區(Oceania),30-39歲,男,795,202407
2024,7,2024-07-01,歐洲地區(Europe),30-39歲,男,1519,202407
2024,7,2024-07-01,其他未列明(Unknow),30-39歲,男,21,202407
2024,8,2024-08-01,亞洲地區(Asia),30-39歲,男,101283,202408
2024,8,2024-08-01,非洲地區(Africa),30-39歲,男,1,202408
2024,8,2024-08-01,美洲地區(Americas),30-39歲,男,3204,202408
2024,8,2024-08-01,大洋洲地區(Oceania),30-39歲,男,963,202408
2024,8,2024-08-01,歐洲地區(Europe),30-39歲,男,1462,202408
2024,8,2024-08-01,其他未列明(Unknow),30-39歲,男,20,202408
2024,9,2024-09-01,亞洲地區(Asia),30-39歲,男,125214,202409
2024,9,2024-09-01,非洲地區(Africa),30-39歲,男,0,202409
2024,9,2024-09-01,美洲地區(Americas),30-39歲,男,3665,202409
2024,9,2024-09-01,大洋洲地區(Oceania),30-39歲,男,1094,202409
2024,9,2024-09-01,歐洲地區(Europe),30-39歲,男,2826,202409
2024,9,2024-09-01,其他未列明(Unknow),30-39歲,男,32,202409
2024,10,2024-10-01,亞洲地區(Asia),30-39歲,男,129851,202410
2024,10,2024-10-01,非洲地區(Africa),30-39歲,男,4,202410
2024,10,2024-10-01,美洲地區(Americas),30-39歲,男,3672,202410
2024,10,2024-10-01,大洋洲地區(Oceania),30-39歲,男,1104,202410
2024,10,2024-10-01,歐洲地區(Europe),30-39歲,男,2625,202410
2024,10,2024-10-01,其他未列明(Unknow),30-39歲,男,186,202410
2024,11,2024-11-01,亞洲地區(Asia),30-39歲,男,122344,202411
2024,11,2024-11-01,非洲地區(Africa),30-39歲,男,6,202411
2024,11,2024-11-01,美洲地區(Americas),30-39歲,男,3393,202411
2024,11,2024-11-01,大洋洲地區(Oceania),30-39歲,男,1150,202411
2024,11,2024-11-01,歐洲地區(Europe),30-39歲,男,2490,202411
2024,11,2024-11-01,其他未列明(Unknow),30-39歲,男,99,202411
