年,月,年月,居住地,年齡層,性別,旅客數,年月KEY
2022,12,2022-12-01,其他未列明(Unknow),20-29歲,男,31,202212
2023,1,2023-01-01,亞洲地區(Asia),20-29歲,男,38271,202301
2023,1,2023-01-01,非洲地區(Africa),20-29歲,男,2,202301
2023,1,2023-01-01,美洲地區(Americas),20-29歲,男,4406,202301
2023,1,2023-01-01,大洋洲地區(Oceania),20-29歲,男,816,202301
2023,1,2023-01-01,歐洲地區(Europe),20-29歲,男,1491,202301
2023,1,2023-01-01,其他未列明(Unknow),20-29歲,男,19,202301
2023,2,2023-02-01,亞洲地區(Asia),20-29歲,男,37901,202302
2023,2,2023-02-01,非洲地區(Africa),20-29歲,男,2,202302
2023,2,2023-02-01,美洲地區(Americas),20-29歲,男,1505,202302
2023,2,2023-02-01,大洋洲地區(Oceania),20-29歲,男,1429,202302
2023,2,2023-02-01,歐洲地區(Europe),20-29歲,男,813,202302
2023,2,2023-02-01,其他未列明(Unknow),20-29歲,男,25,202302
2023,3,2023-03-01,亞洲地區(Asia),20-29歲,男,38728,202303
2023,3,2023-03-01,非洲地區(Africa),20-29歲,男,3,202303
2023,3,2023-03-01,美洲地區(Americas),20-29歲,男,1541,202303
2023,3,2023-03-01,大洋洲地區(Oceania),20-29歲,男,806,202303
2023,3,2023-03-01,歐洲地區(Europe),20-29歲,男,1021,202303
2023,3,2023-03-01,其他未列明(Unknow),20-29歲,男,48,202303
2023,4,2023-04-01,亞洲地區(Asia),20-29歲,男,39844,202304
2023,4,2023-04-01,非洲地區(Africa),20-29歲,男,1,202304
2023,4,2023-04-01,美洲地區(Americas),20-29歲,男,1282,202304
2023,4,2023-04-01,大洋洲地區(Oceania),20-29歲,男,650,202304
2023,4,2023-04-01,歐洲地區(Europe),20-29歲,男,906,202304
2023,4,2023-04-01,其他未列明(Unknow),20-29歲,男,55,202304
2023,5,2023-05-01,亞洲地區(Asia),20-29歲,男,42284,202305
2023,5,2023-05-01,非洲地區(Africa),20-29歲,男,2,202305
2023,5,2023-05-01,美洲地區(Americas),20-29歲,男,1822,202305
2023,5,2023-05-01,大洋洲地區(Oceania),20-29歲,男,708,202305
2023,5,2023-05-01,歐洲地區(Europe),20-29歲,男,1014,202305
2023,5,2023-05-01,其他未列明(Unknow),20-29歲,男,120,202305
2023,6,2023-06-01,亞洲地區(Asia),20-29歲,男,64371,202306
2023,6,2023-06-01,非洲地區(Africa),20-29歲,男,2,202306
2023,6,2023-06-01,美洲地區(Americas),20-29歲,男,2714,202306
2023,6,2023-06-01,大洋洲地區(Oceania),20-29歲,男,1030,202306
2023,6,2023-06-01,歐洲地區(Europe),20-29歲,男,1508,202306
2023,6,2023-06-01,其他未列明(Unknow),20-29歲,男,220,202306
2023,7,2023-07-01,亞洲地區(Asia),20-29歲,男,53712,202307
2023,7,2023-07-01,非洲地區(Africa),20-29歲,男,3,202307
2023,7,2023-07-01,美洲地區(Americas),20-29歲,男,2807,202307
2023,7,2023-07-01,大洋洲地區(Oceania),20-29歲,男,1067,202307
2023,7,2023-07-01,歐洲地區(Europe),20-29歲,男,1468,202307
2023,7,2023-07-01,其他未列明(Unknow),20-29歲,男,76,202307
2023,8,2023-08-01,亞洲地區(Asia),20-29歲,男,62684,202308
2023,8,2023-08-01,非洲地區(Africa),20-29歲,男,3,202308
2023,8,2023-08-01,美洲地區(Americas),20-29歲,男,4827,202308
2023,8,2023-08-01,大洋洲地區(Oceania),20-29歲,男,996,202308
2023,8,2023-08-01,歐洲地區(Europe),20-29歲,男,1557,202308
2023,8,2023-08-01,其他未列明(Unknow),20-29歲,男,124,202308
2023,9,2023-09-01,亞洲地區(Asia),20-29歲,男,64338,202309
2023,9,2023-09-01,非洲地區(Africa),20-29歲,男,3,202309
2023,9,2023-09-01,美洲地區(Americas),20-29歲,男,3072,202309
2023,9,2023-09-01,大洋洲地區(Oceania),20-29歲,男,836,202309
2023,9,2023-09-01,歐洲地區(Europe),20-29歲,男,1929,202309
2023,9,2023-09-01,其他未列明(Unknow),20-29歲,男,135,202309
2023,10,2023-10-01,亞洲地區(Asia),20-29歲,男,62242,202310
2023,10,2023-10-01,非洲地區(Africa),20-29歲,男,0,202310
2023,10,2023-10-01,美洲地區(Americas),20-29歲,男,2108,202310
2023,10,2023-10-01,大洋洲地區(Oceania),20-29歲,男,910,202310
2023,10,2023-10-01,歐洲地區(Europe),20-29歲,男,1279,202310
2023,10,2023-10-01,其他未列明(Unknow),20-29歲,男,41,202310
2023,11,2023-11-01,亞洲地區(Asia),20-29歲,男,53364,202311
2023,11,2023-11-01,非洲地區(Africa),20-29歲,男,1,202311
2023,11,2023-11-01,美洲地區(Americas),20-29歲,男,1522,202311
2023,11,2023-11-01,大洋洲地區(Oceania),20-29歲,男,724,202311
2023,11,2023-11-01,歐洲地區(Europe),20-29歲,男,1067,202311
2023,11,2023-11-01,其他未列明(Unknow),20-29歲,男,16,202311
2023,12,2023-12-01,亞洲地區(Asia),20-29歲,男,62488,202312
2023,12,2023-12-01,非洲地區(Africa),20-29歲,男,0,202312
2023,12,2023-12-01,美洲地區(Americas),20-29歲,男,2021,202312
2023,12,2023-12-01,大洋洲地區(Oceania),20-29歲,男,727,202312
2023,12,2023-12-01,歐洲地區(Europe),20-29歲,男,1112,202312
2023,12,2023-12-01,其他未列明(Unknow),20-29歲,男,36,202312
2024,1,2024-01-01,亞洲地區(Asia),20-29歲,男,68065,202401
2024,1,2024-01-01,非洲地區(Africa),20-29歲,男,6,202401
2024,1,2024-01-01,美洲地區(Americas),20-29歲,男,5002,202401
2024,1,2024-01-01,大洋洲地區(Oceania),20-29歲,男,982,202401
2024,1,2024-01-01,歐洲地區(Europe),20-29歲,男,1716,202401
2024,1,2024-01-01,其他未列明(Unknow),20-29歲,男,19,202401
2024,2,2024-02-01,亞洲地區(Asia),20-29歲,男,79279,202402
2024,2,2024-02-01,非洲地區(Africa),20-29歲,男,2,202402
2024,2,2024-02-01,美洲地區(Americas),20-29歲,男,2326,202402
2024,2,2024-02-01,大洋洲地區(Oceania),20-29歲,男,1840,202402
2024,2,2024-02-01,歐洲地區(Europe),20-29歲,男,1625,202402
2024,2,2024-02-01,其他未列明(Unknow),20-29歲,男,20,202402
2024,3,2024-03-01,亞洲地區(Asia),20-29歲,男,70081,202403
2024,3,2024-03-01,非洲地區(Africa),20-29歲,男,4,202403
2024,3,2024-03-01,美洲地區(Americas),20-29歲,男,1905,202403
2024,3,2024-03-01,大洋洲地區(Oceania),20-29歲,男,931,202403
2024,3,2024-03-01,歐洲地區(Europe),20-29歲,男,1191,202403
2024,3,2024-03-01,其他未列明(Unknow),20-29歲,男,23,202403
2024,4,2024-04-01,亞洲地區(Asia),20-29歲,男,64445,202404
2024,4,2024-04-01,非洲地區(Africa),20-29歲,男,0,202404
2024,4,2024-04-01,美洲地區(Americas),20-29歲,男,1825,202404
2024,4,2024-04-01,大洋洲地區(Oceania),20-29歲,男,792,202404
2024,4,2024-04-01,歐洲地區(Europe),20-29歲,男,1100,202404
2024,4,2024-04-01,其他未列明(Unknow),20-29歲,男,16,202404
2024,5,2024-05-01,亞洲地區(Asia),20-29歲,男,66409,202405
2024,5,2024-05-01,非洲地區(Africa),20-29歲,男,2,202405
2024,5,2024-05-01,美洲地區(Americas),20-29歲,男,2217,202405
2024,5,2024-05-01,大洋洲地區(Oceania),20-29歲,男,766,202405
2024,5,2024-05-01,歐洲地區(Europe),20-29歲,男,1064,202405
2024,5,2024-05-01,其他未列明(Unknow),20-29歲,男,32,202405
2024,6,2024-06-01,亞洲地區(Asia),20-29歲,男,87942,202406
2024,6,2024-06-01,非洲地區(Africa),20-29歲,男,5,202406
2024,6,2024-06-01,美洲地區(Americas),20-29歲,男,2920,202406
2024,6,2024-06-01,大洋洲地區(Oceania),20-29歲,男,1055,202406
2024,6,2024-06-01,歐洲地區(Europe),20-29歲,男,1591,202406
2024,6,2024-06-01,其他未列明(Unknow),20-29歲,男,14,202406
2024,7,2024-07-01,亞洲地區(Asia),20-29歲,男,72428,202407
2024,7,2024-07-01,非洲地區(Africa),20-29歲,男,0,202407
2024,7,2024-07-01,美洲地區(Americas),20-29歲,男,3251,202407
2024,7,2024-07-01,大洋洲地區(Oceania),20-29歲,男,1244,202407
2024,7,2024-07-01,歐洲地區(Europe),20-29歲,男,1433,202407
2024,7,2024-07-01,其他未列明(Unknow),20-29歲,男,14,202407
2024,8,2024-08-01,亞洲地區(Asia),20-29歲,男,85030,202408
2024,8,2024-08-01,非洲地區(Africa),20-29歲,男,3,202408
2024,8,2024-08-01,美洲地區(Americas),20-29歲,男,5440,202408
2024,8,2024-08-01,大洋洲地區(Oceania),20-29歲,男,975,202408
2024,8,2024-08-01,歐洲地區(Europe),20-29歲,男,1557,202408
2024,8,2024-08-01,其他未列明(Unknow),20-29歲,男,23,202408
2024,9,2024-09-01,亞洲地區(Asia),20-29歲,男,83146,202409
2024,9,2024-09-01,非洲地區(Africa),20-29歲,男,2,202409
2024,9,2024-09-01,美洲地區(Americas),20-29歲,男,2964,202409
2024,9,2024-09-01,大洋洲地區(Oceania),20-29歲,男,835,202409
2024,9,2024-09-01,歐洲地區(Europe),20-29歲,男,1991,202409
2024,9,2024-09-01,其他未列明(Unknow),20-29歲,男,25,202409
2024,10,2024-10-01,亞洲地區(Asia),20-29歲,男,72652,202410
2024,10,2024-10-01,非洲地區(Africa),20-29歲,男,0,202410
2024,10,2024-10-01,美洲地區(Americas),20-29歲,男,1889,202410
2024,10,2024-10-01,大洋洲地區(Oceania),20-29歲,男,854,202410
2024,10,2024-10-01,歐洲地區(Europe),20-29歲,男,1188,202410
2024,10,2024-10-01,其他未列明(Unknow),20-29歲,男,147,202410
2024,11,2024-11-01,亞洲地區(Asia),20-29歲,男,70259,202411
2024,11,2024-11-01,非洲地區(Africa),20-29歲,男,0,202411
2024,11,2024-11-01,美洲地區(Americas),20-29歲,男,1706,202411
2024,11,2024-11-01,大洋洲地區(Oceania),20-29歲,男,784,202411
2024,11,2024-11-01,歐洲地區(Europe),20-29歲,男,1091,202411
2024,11,2024-11-01,其他未列明(Unknow),20-29歲,男,75,202411
2024,12,2024-12-01,亞洲地區(Asia),20-29歲,男,82527,202412
2024,12,2024-12-01,非洲地區(Africa),20-29歲,男,0,202412
2024,12,2024-12-01,美洲地區(Americas),20-29歲,男,2329,202412
2024,12,2024-12-01,大洋洲地區(Oceania),20-29歲,男,778,202412
2024,12,2024-12-01,歐洲地區(Europe),20-29歲,男,1206,202412
2024,12,2024-12-01,其他未列明(Unknow),20-29歲,男,34,202412
2025,1,2025-01-01,亞洲地區(Asia),20-29歲,男,91054,202501
2025,1,2025-01-01,非洲地區(Africa),20-29歲,男,4,202501
2025,1,2025-01-01,美洲地區(Americas),20-29歲,男,5899,202501
2025,1,2025-01-01,大洋洲地區(Oceania),20-29歲,男,943,202501
2025,1,2025-01-01,歐洲地區(Europe),20-29歲,男,2066,202501
2025,1,2025-01-01,其他未列明(Unknow),20-29歲,男,29,202501
2025,2,2025-02-01,亞洲地區(Asia),20-29歲,男,83728,202502
2025,2,2025-02-01,非洲地區(Africa),20-29歲,男,1,202502
2025,2,2025-02-01,美洲地區(Americas),20-29歲,男,2187,202502
2025,2,2025-02-01,大洋洲地區(Oceania),20-29歲,男,1731,202502
2025,2,2025-02-01,歐洲地區(Europe),20-29歲,男,1330,202502
2025,2,2025-02-01,其他未列明(Unknow),20-29歲,男,25,202502
2025,3,2025-03-01,亞洲地區(Asia),20-29歲,男,77007,202503
2025,3,2025-03-01,非洲地區(Africa),20-29歲,男,4,202503
2025,3,2025-03-01,美洲地區(Americas),20-29歲,男,2232,202503
2025,3,2025-03-01,大洋洲地區(Oceania),20-29歲,男,1015,202503
2025,3,2025-03-01,歐洲地區(Europe),20-29歲,男,1269,202503
2025,3,2025-03-01,其他未列明(Unknow),20-29歲,男,49,202503
2025,4,2025-04-01,亞洲地區(Asia),20-29歲,男,68137,202504
2025,4,2025-04-01,非洲地區(Africa),20-29歲,男,2,202504
2025,4,2025-04-01,美洲地區(Americas),20-29歲,男,1891,202504
2025,4,2025-04-01,大洋洲地區(Oceania),20-29歲,男,757,202504
2025,4,2025-04-01,歐洲地區(Europe),20-29歲,男,971,202504
2025,4,2025-04-01,其他未列明(Unknow),20-29歲,男,22,202504
2025,5,2025-05-01,亞洲地區(Asia),20-29歲,男,76285,202505
2025,5,2025-05-01,非洲地區(Africa),20-29歲,男,0,202505
2025,5,2025-05-01,美洲地區(Americas),20-29歲,男,2239,202505
2025,5,2025-05-01,大洋洲地區(Oceania),20-29歲,男,832,202505
2025,5,2025-05-01,歐洲地區(Europe),20-29歲,男,1145,202505
2025,5,2025-05-01,其他未列明(Unknow),20-29歲,男,29,202505
2025,6,2025-06-01,亞洲地區(Asia),20-29歲,男,93580,202506
2025,6,2025-06-01,非洲地區(Africa),20-29歲,男,4,202506
2025,6,2025-06-01,美洲地區(Americas),20-29歲,男,3074,202506
2025,6,2025-06-01,大洋洲地區(Oceania),20-29歲,男,1121,202506
2025,6,2025-06-01,歐洲地區(Europe),20-29歲,男,1542,202506
2025,6,2025-06-01,其他未列明(Unknow),20-29歲,男,30,202506
2025,7,2025-07-01,亞洲地區(Asia),20-29歲,男,81858,202507
2025,7,2025-07-01,非洲地區(Africa),20-29歲,男,3,202507
2025,7,2025-07-01,美洲地區(Americas),20-29歲,男,3013,202507
2025,7,2025-07-01,大洋洲地區(Oceania),20-29歲,男,1214,202507
2025,7,2025-07-01,歐洲地區(Europe),20-29歲,男,1334,202507
2025,7,2025-07-01,其他未列明(Unknow),20-29歲,男,50,202507
2025,8,2025-08-01,亞洲地區(Asia),20-29歲,男,95798,202508
2025,8,2025-08-01,非洲地區(Africa),20-29歲,男,1,202508
2025,8,2025-08-01,美洲地區(Americas),20-29歲,男,5502,202508
2025,8,2025-08-01,大洋洲地區(Oceania),20-29歲,男,1221,202508
2025,8,2025-08-01,歐洲地區(Europe),20-29歲,男,1494,202508
2025,8,2025-08-01,其他未列明(Unknow),20-29歲,男,33,202508
2025,9,2025-09-01,亞洲地區(Asia),20-29歲,男,91256,202509
2025,9,2025-09-01,非洲地區(Africa),20-29歲,男,4,202509
2025,9,2025-09-01,美洲地區(Americas),20-29歲,男,3298,202509
2025,9,2025-09-01,大洋洲地區(Oceania),20-29歲,男,1135,202509
2025,9,2025-09-01,歐洲地區(Europe),20-29歲,男,1728,202509
2025,9,2025-09-01,其他未列明(Unknow),20-29歲,男,25,202509
2025,10,2025-10-01,亞洲地區(Asia),20-29歲,男,91546,202510
2025,10,2025-10-01,非洲地區(Africa),20-29歲,男,6,202510
2025,10,2025-10-01,美洲地區(Americas),20-29歲,男,2382,202510
2025,10,2025-10-01,大洋洲地區(Oceania),20-29歲,男,954,202510
2025,10,2025-10-01,歐洲地區(Europe),20-29歲,男,1260,202510
2025,10,2025-10-01,其他未列明(Unknow),20-29歲,男,17,202510
2025,11,2025-11-01,亞洲地區(Asia),20-29歲,男,79188,202511
2025,11,2025-11-01,非洲地區(Africa),20-29歲,男,6,202511
2025,11,2025-11-01,美洲地區(Americas),20-29歲,男,1740,202511
2025,11,2025-11-01,大洋洲地區(Oceania),20-29歲,男,864,202511
2025,11,2025-11-01,歐洲地區(Europe),20-29歲,男,1014,202511
2025,11,2025-11-01,其他未列明(Unknow),20-29歲,男,76,202511
2025,12,2025-12-01,亞洲地區(Asia),20-29歲,男,98003,202512
2025,12,2025-12-01,非洲地區(Africa),20-29歲,男,7,202512
2025,12,2025-12-01,美洲地區(Americas),20-29歲,男,2517,202512
2025,12,2025-12-01,大洋洲地區(Oceania),20-29歲,男,906,202512
2025,12,2025-12-01,歐洲地區(Europe),20-29歲,男,1390,202512
2025,12,2025-12-01,其他未列明(Unknow),20-29歲,男,33,202512
2026,1,2026-01-01,亞洲地區(Asia),20-29歲,男,104951,202601
2026,1,2026-01-01,非洲地區(Africa),20-29歲,男,2,202601
2026,1,2026-01-01,美洲地區(Americas),20-29歲,男,5546,202601
2026,1,2026-01-01,大洋洲地區(Oceania),20-29歲,男,1030,202601
2026,1,2026-01-01,歐洲地區(Europe),20-29歲,男,1794,202601
2026,1,2026-01-01,其他未列明(Unknow),20-29歲,男,33,202601
2019,1,2019-01-01,亞洲地區(Asia),20-29歲,女,97880,201901
2019,1,2019-01-01,非洲地區(Africa),20-29歲,女,0,201901
2019,1,2019-01-01,美洲地區(Americas),20-29歲,女,6317,201901
2019,1,2019-01-01,大洋洲地區(Oceania),20-29歲,女,1537,201901
2019,1,2019-01-01,歐洲地區(Europe),20-29歲,女,2693,201901
2019,1,2019-01-01,其他未列明(Unknow),20-29歲,女,0,201901
2019,2,2019-02-01,亞洲地區(Asia),20-29歲,女,120015,201902
2019,2,2019-02-01,非洲地區(Africa),20-29歲,女,0,201902
2019,2,2019-02-01,美洲地區(Americas),20-29歲,女,3745,201902
2019,2,2019-02-01,大洋洲地區(Oceania),20-29歲,女,2836,201902
2019,2,2019-02-01,歐洲地區(Europe),20-29歲,女,2462,201902
2019,2,2019-02-01,其他未列明(Unknow),20-29歲,女,150,201902
2019,3,2019-03-01,亞洲地區(Asia),20-29歲,女,114201,201903
2019,3,2019-03-01,非洲地區(Africa),20-29歲,女,0,201903
2019,3,2019-03-01,美洲地區(Americas),20-29歲,女,3400,201903
2019,3,2019-03-01,大洋洲地區(Oceania),20-29歲,女,1838,201903
2019,3,2019-03-01,歐洲地區(Europe),20-29歲,女,2594,201903
2019,3,2019-03-01,其他未列明(Unknow),20-29歲,女,764,201903
2019,4,2019-04-01,亞洲地區(Asia),20-29歲,女,101434,201904
2019,4,2019-04-01,非洲地區(Africa),20-29歲,女,0,201904
2019,4,2019-04-01,美洲地區(Americas),20-29歲,女,2654,201904
2019,4,2019-04-01,大洋洲地區(Oceania),20-29歲,女,1633,201904
2019,4,2019-04-01,歐洲地區(Europe),20-29歲,女,2199,201904
2019,4,2019-04-01,其他未列明(Unknow),20-29歲,女,350,201904
2019,5,2019-05-01,亞洲地區(Asia),20-29歲,女,102721,201905
2019,5,2019-05-01,非洲地區(Africa),20-29歲,女,0,201905
2019,5,2019-05-01,美洲地區(Americas),20-29歲,女,3776,201905
2019,5,2019-05-01,大洋洲地區(Oceania),20-29歲,女,1739,201905
2019,5,2019-05-01,歐洲地區(Europe),20-29歲,女,2244,201905
2019,5,2019-05-01,其他未列明(Unknow),20-29歲,女,212,201905
2019,6,2019-06-01,亞洲地區(Asia),20-29歲,女,124480,201906
2019,6,2019-06-01,非洲地區(Africa),20-29歲,女,0,201906
2019,6,2019-06-01,美洲地區(Americas),20-29歲,女,4242,201906
2019,6,2019-06-01,大洋洲地區(Oceania),20-29歲,女,2194,201906
2019,6,2019-06-01,歐洲地區(Europe),20-29歲,女,2435,201906
2019,6,2019-06-01,其他未列明(Unknow),20-29歲,女,435,201906
2019,7,2019-07-01,亞洲地區(Asia),20-29歲,女,103372,201907
2019,7,2019-07-01,非洲地區(Africa),20-29歲,女,0,201907
2019,7,2019-07-01,美洲地區(Americas),20-29歲,女,3735,201907
2019,7,2019-07-01,大洋洲地區(Oceania),20-29歲,女,1851,201907
2019,7,2019-07-01,歐洲地區(Europe),20-29歲,女,2477,201907
2019,7,2019-07-01,其他未列明(Unknow),20-29歲,女,596,201907
2019,8,2019-08-01,亞洲地區(Asia),20-29歲,女,111957,201908
2019,8,2019-08-01,非洲地區(Africa),20-29歲,女,0,201908
2019,8,2019-08-01,美洲地區(Americas),20-29歲,女,5523,201908
2019,8,2019-08-01,大洋洲地區(Oceania),20-29歲,女,2385,201908
2019,8,2019-08-01,歐洲地區(Europe),20-29歲,女,3243,201908
2019,8,2019-08-01,其他未列明(Unknow),20-29歲,女,4,201908
2019,9,2019-09-01,亞洲地區(Asia),20-29歲,女,115437,201909
2019,9,2019-09-01,非洲地區(Africa),20-29歲,女,0,201909
2019,9,2019-09-01,美洲地區(Americas),20-29歲,女,5202,201909
2019,9,2019-09-01,大洋洲地區(Oceania),20-29歲,女,2409,201909
2019,9,2019-09-01,歐洲地區(Europe),20-29歲,女,3709,201909
2019,9,2019-09-01,其他未列明(Unknow),20-29歲,女,139,201909
2019,10,2019-10-01,亞洲地區(Asia),20-29歲,女,116783,201910
2019,10,2019-10-01,非洲地區(Africa),20-29歲,女,0,201910
2019,10,2019-10-01,美洲地區(Americas),20-29歲,女,4001,201910
2019,10,2019-10-01,大洋洲地區(Oceania),20-29歲,女,2326,201910
2019,10,2019-10-01,歐洲地區(Europe),20-29歲,女,2681,201910
2019,10,2019-10-01,其他未列明(Unknow),20-29歲,女,195,201910
2019,11,2019-11-01,亞洲地區(Asia),20-29歲,女,96035,201911
2019,11,2019-11-01,非洲地區(Africa),20-29歲,女,0,201911
2019,11,2019-11-01,美洲地區(Americas),20-29歲,女,2743,201911
2019,11,2019-11-01,大洋洲地區(Oceania),20-29歲,女,1848,201911
2019,11,2019-11-01,歐洲地區(Europe),20-29歲,女,2095,201911
2019,11,2019-11-01,其他未列明(Unknow),20-29歲,女,387,201911
2019,12,2019-12-01,亞洲地區(Asia),20-29歲,女,101825,201912
2019,12,2019-12-01,非洲地區(Africa),20-29歲,女,0,201912
2019,12,2019-12-01,美洲地區(Americas),20-29歲,女,3733,201912
2019,12,2019-12-01,大洋洲地區(Oceania),20-29歲,女,2009,201912
2019,12,2019-12-01,歐洲地區(Europe),20-29歲,女,2136,201912
2019,12,2019-12-01,其他未列明(Unknow),20-29歲,女,213,201912
2020,1,2020-01-01,亞洲地區(Asia),20-29歲,女,105811,202001
2020,1,2020-01-01,非洲地區(Africa),20-29歲,女,0,202001
2020,1,2020-01-01,美洲地區(Americas),20-29歲,女,7609,202001
2020,1,2020-01-01,大洋洲地區(Oceania),20-29歲,女,1911,202001
2020,1,2020-01-01,歐洲地區(Europe),20-29歲,女,3327,202001
2020,1,2020-01-01,其他未列明(Unknow),20-29歲,女,240,202001
2020,2,2020-02-01,亞洲地區(Asia),20-29歲,女,53149,202002
2020,2,2020-02-01,非洲地區(Africa),20-29歲,女,0,202002
2020,2,2020-02-01,美洲地區(Americas),20-29歲,女,3282,202002
2020,2,2020-02-01,大洋洲地區(Oceania),20-29歲,女,3312,202002
2020,2,2020-02-01,歐洲地區(Europe),20-29歲,女,2165,202002
2020,2,2020-02-01,其他未列明(Unknow),20-29歲,女,113,202002
2020,3,2020-03-01,亞洲地區(Asia),20-29歲,女,5935,202003
2020,3,2020-03-01,非洲地區(Africa),20-29歲,女,0,202003
2020,3,2020-03-01,美洲地區(Americas),20-29歲,女,871,202003
2020,3,2020-03-01,大洋洲地區(Oceania),20-29歲,女,737,202003
2020,3,2020-03-01,歐洲地區(Europe),20-29歲,女,451,202003
2020,3,2020-03-01,其他未列明(Unknow),20-29歲,女,1,202003
2020,4,2020-04-01,亞洲地區(Asia),20-29歲,女,589,202004
2020,4,2020-04-01,非洲地區(Africa),20-29歲,女,0,202004
