年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數,年月KEY,日期格式
2019,國10東向,非主線資料,仁武,高雄市,出口,週六,18194.0,201901,2019-01-01
2019,國10西向,非主線資料,仁武,高雄市,進口,週六,17051.0,201901,2019-01-01
2019,國10西向,非主線資料,仁武,高雄市,出口,週六,7878.0,201901,2019-01-01
2019,國10東向,非主線資料,仁武,高雄市,進口,週日,10808.0,201901,2019-01-01
2019,國10東向,非主線資料,仁武,高雄市,出口,週日,15287.0,201901,2019-01-01
2019,國10西向,非主線資料,仁武,高雄市,進口,週日,14608.0,201901,2019-01-01
2019,國10西向,非主線資料,仁武,高雄市,出口,週日,7785.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週2-4,14358.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口2-大園,週2-4,6458.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,出口,週2-4,29750.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,進口,週2-4,30935.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,出口,週2-4,21590.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週六,12014.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口2-大園,週六,7205.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,出口,週六,27786.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,進口,週六,29121.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,出口,週六,19233.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口1-中壢,週日,9913.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,進口2-大園,週日,6542.0,201901,2019-01-01
2019,國1南向,非主線資料,內壢,桃園市,出口,週日,25107.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,進口,週日,26246.0,201901,2019-01-01
2019,國1北向,非主線資料,內壢,桃園市,出口,週日,17769.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,進口,週2-4,20479.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口1-南京,週2-4,18912.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口2-成功,週2-4,9228.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口1-成功,週2-4,10415.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口2-南京,週2-4,20082.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,出口,週2-4,19897.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,進口,週六,16884.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口1-南京,週六,20409.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口2-成功,週六,8518.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口1-成功,週六,9391.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口2-南京,週六,21435.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,出口,週六,16743.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,進口,週日,13950.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口1-南京,週日,18171.0,201901,2019-01-01
2019,國1南向,非主線資料,內湖,臺北市,出口2-成功,週日,7482.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口1-成功,週日,8052.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,進口2-南京,週日,19521.0,201901,2019-01-01
2019,國1北向,非主線資料,內湖,臺北市,出口,週日,15128.0,201901,2019-01-01
2019,國1南向,非主線資料,八堵,基隆市,進口,週2-4,7656.0,201901,2019-01-01
2019,國1北向,非主線資料,八堵,基隆市,出口,週2-4,6868.0,201901,2019-01-01
2019,國1南向,非主線資料,八堵,基隆市,進口,週六,9965.0,201901,2019-01-01
2019,國1北向,非主線資料,八堵,基隆市,出口,週六,8070.0,201901,2019-01-01
2019,國1南向,非主線資料,八堵,基隆市,進口,週日,11293.0,201901,2019-01-01
2019,國1北向,非主線資料,八堵,基隆市,出口,週日,7218.0,201901,2019-01-01
2019,國6東向,非主線資料,北山,南投縣,出口,週2-4,371.0,201901,2019-01-01
2019,國6西向,非主線資料,北山,南投縣,進口,週2-4,487.0,201901,2019-01-01
2019,國6東向,非主線資料,北山,南投縣,出口,週六,888.0,201901,2019-01-01
2019,國6西向,非主線資料,北山,南投縣,進口,週六,623.0,201901,2019-01-01
2019,國6東向,非主線資料,北山,南投縣,出口,週日,634.0,201901,2019-01-01
2019,國6西向,非主線資料,北山,南投縣,進口,週日,1301.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,進口,週2-4,4065.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,出口,週2-4,11036.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,進口,週2-4,10553.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,出口,週2-4,3914.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,進口,週六,4734.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,出口,週六,12170.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,進口,週六,10896.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,出口,週六,4469.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,進口,週日,4640.0,201901,2019-01-01
2019,國1南向,非主線資料,北斗,彰化縣,出口,週日,10471.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,進口,週日,9696.0,201901,2019-01-01
2019,國1北向,非主線資料,北斗,彰化縣,出口,週日,5218.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,進口,週2-4,13011.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,出口,週2-4,16558.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,進口,週2-4,15024.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,出口,週2-4,14446.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,進口,週六,14181.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,出口,週六,17102.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,進口,週六,14603.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,出口,週六,14829.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,進口,週日,11913.0,201901,2019-01-01
2019,國1南向,非主線資料,南屯,臺中市,出口,週日,15143.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,進口,週日,13224.0,201901,2019-01-01
2019,國1北向,非主線資料,南屯,臺中市,出口,週日,14225.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,進口,週2-4,439.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,出口,週2-4,10573.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,進口,週2-4,10181.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,出口,週2-4,446.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,進口,週六,450.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,出口,週六,16146.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,進口,週六,12386.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,出口,週六,532.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,進口,週日,470.0,201901,2019-01-01
2019,國3南向,非主線資料,南州,屏東縣,出口,週日,13838.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,進口,週日,16316.0,201901,2019-01-01
2019,國3北向,非主線資料,南州,屏東縣,出口,週日,501.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,進口,週2-4,2934.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,出口,週2-4,10617.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,進口,週2-4,10878.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,出口,週2-4,3106.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,進口,週六,3192.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,出口,週六,10713.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,進口,週六,10432.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,出口,週六,3073.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,進口,週日,2914.0,201901,2019-01-01
2019,國3南向,非主線資料,南投,南投縣,出口,週日,9519.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,進口,週日,10037.0,201901,2019-01-01
2019,國3北向,非主線資料,南投,南投縣,出口,週日,3486.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,進口,週2-4,18709.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,出口,週2-4,36396.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,進口,週2-4,39069.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,出口,週2-4,19380.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,進口,週六,18261.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,出口,週六,35106.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,進口,週六,38483.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,出口,週六,17984.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,進口,週日,15474.0,201901,2019-01-01
2019,國2東向,非主線資料,南桃園,桃園市,出口,週日,32093.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,進口,週日,34419.0,201901,2019-01-01
2019,國2西向,非主線資料,南桃園,桃園市,出口,週日,17277.0,201901,2019-01-01
2019,國3北向,非主線資料,南深路,臺北市,出口,週2-4,3045.0,201901,2019-01-01
2019,國3北向,非主線資料,南深路,臺北市,出口,週六,2746.0,201901,2019-01-01
2019,國3北向,非主線資料,南深路,臺北市,出口,週日,2540.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,進口,週2-4,21407.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,出口,週2-4,6260.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,進口,週2-4,6233.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,出口,週2-4,18370.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,進口,週六,17471.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,出口,週六,5135.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,進口,週六,5330.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,出口,週六,14808.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,進口,週日,15177.0,201901,2019-01-01
2019,國3南向,非主線資料,南港,臺北市,出口,週日,4984.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,進口,週日,4717.0,201901,2019-01-01
2019,國3北向,非主線資料,南港,臺北市,出口,週日,15029.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,進口,週2-4,11020.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,出口,週2-4,15423.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,進口,週2-4,14993.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,出口,週2-4,8867.0,201901,2019-01-01
2019,國5南向,非主線資料,南港系統,臺北市,進口,週2-4,24278.0,201901,2019-01-01
2019,國5北向,非主線資料,南港系統,臺北市,出口,週2-4,26239.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,進口,週六,16081.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,出口,週六,21567.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,進口,週六,18298.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,出口,週六,15102.0,201901,2019-01-01
2019,國5南向,非主線資料,南港系統,臺北市,進口,週六,36241.0,201901,2019-01-01
2019,國5北向,非主線資料,南港系統,臺北市,出口,週六,34827.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,進口,週日,18813.0,201901,2019-01-01
2019,國3南向,非主線資料,南港系統,臺北市,出口,週日,18703.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,進口,週日,20345.0,201901,2019-01-01
2019,國3北向,非主線資料,南港系統,臺北市,出口,週日,12785.0,201901,2019-01-01
2019,國5南向,非主線資料,南港系統,臺北市,進口,週日,31186.0,201901,2019-01-01
2019,國5北向,非主線資料,南港系統,臺北市,出口,週日,39678.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,進口,週2-4,1889.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,出口,週2-4,1943.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,進口,週2-4,2252.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,出口,週2-4,1826.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,進口,週六,2540.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,出口,週六,2675.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,進口,週六,2507.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,出口,週六,2655.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,進口,週日,2682.0,201901,2019-01-01
2019,國3南向,非主線資料,南雲,待核對,出口,週日,2184.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,進口,週日,2721.0,201901,2019-01-01
2019,國3北向,非主線資料,南雲,待核對,出口,週日,2544.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,進口,週2-4,1036.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,出口,週2-4,221.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,進口,週2-4,194.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,出口,週2-4,1052.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,進口,週六,1462.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,出口,週六,391.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,進口,週六,281.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,出口,週六,1587.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,進口,週日,1631.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑,雲林縣,出口,週日,331.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,進口,週日,357.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑,雲林縣,出口,週日,1739.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,進口,週2-4,2628.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,出口,週2-4,5262.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,進口,週2-4,5226.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,出口,週2-4,2721.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,進口,週六,3993.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,出口,週六,7248.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,進口,週六,6627.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,出口,週六,3828.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,進口,週日,3942.0,201901,2019-01-01
2019,國3南向,非主線資料,古坑系統,雲林縣,出口,週日,7155.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,進口,週日,8881.0,201901,2019-01-01
2019,國3北向,非主線資料,古坑系統,雲林縣,出口,週日,4101.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,進口,週2-4,17123.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,出口,週2-4,24588.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,進口,週2-4,25302.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,出口,週2-4,16002.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,進口,週六,20442.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,出口,週六,26058.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,進口,週六,26830.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,出口,週六,17636.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,進口,週日,18093.0,201901,2019-01-01
2019,國1南向,非主線資料,台中,臺中市,出口,週日,22523.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,進口,週日,25186.0,201901,2019-01-01
2019,國1北向,非主線資料,台中,臺中市,出口,週日,17245.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,進口,週2-4,27832.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,出口,週2-4,3518.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,進口,週2-4,4244.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,出口,週2-4,27855.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,進口,週2-4,13380.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,出口,週2-4,18435.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,進口,週2-4,17637.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,出口,週2-4,13504.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,進口,週六,26826.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,出口,週六,4344.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,進口,週六,4772.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,出口,週六,28555.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,進口,週六,14439.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,出口,週六,17488.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,進口,週六,19239.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,出口,週六,12628.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,進口,週日,25604.0,201901,2019-01-01
2019,國1南向,非主線資料,台中系統,臺中市,出口,週日,4391.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,進口,週日,5475.0,201901,2019-01-01
2019,國1北向,非主線資料,台中系統,臺中市,出口,週日,26406.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,進口,週日,12961.0,201901,2019-01-01
2019,國4東向,非主線資料,台中系統,臺中市,出口,週日,16327.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,進口,週日,18027.0,201901,2019-01-01
2019,國4西向,非主線資料,台中系統,臺中市,出口,週日,14320.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,進口,週2-4,22171.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口1-士林,週2-4,32186.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口2-台北市區,週2-4,5966.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,進口,週2-4,27539.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,出口,週2-4,20394.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,進口,週六,22634.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口1-士林,週六,31882.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口2-台北市區,週六,5944.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,進口,週六,32906.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,出口,週六,24353.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,進口,週日,20197.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口1-士林,週日,29831.0,201901,2019-01-01
2019,國1南向,非主線資料,台北,臺北市,出口2-台北市區,週日,5274.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,進口,週日,30705.0,201901,2019-01-01
2019,國1北向,非主線資料,台北,臺北市,出口,週日,22071.0,201901,2019-01-01
2019,國3甲東向,非主線資料,台北端,臺北市,進口,週2-4,23531.0,201901,2019-01-01
2019,國3甲西向,非主線資料,台北端,臺北市,出口,週2-4,23062.0,201901,2019-01-01
2019,國3甲東向,非主線資料,台北端,臺北市,進口,週六,24579.0,201901,2019-01-01
2019,國3甲西向,非主線資料,台北端,臺北市,出口,週六,22513.0,201901,2019-01-01
2019,國3甲東向,非主線資料,台北端,臺北市,進口,週日,21089.0,201901,2019-01-01
2019,國3甲西向,非主線資料,台北端,臺北市,出口,週日,21630.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,進口,週2-4,21312.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,出口,週2-4,12962.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,進口,週2-4,12253.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,出口,週2-4,21527.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,進口,週六,23636.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,出口,週六,12422.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,進口,週六,12131.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,出口,週六,22953.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,進口,週日,22059.0,201901,2019-01-01
2019,國1南向,非主線資料,台南,臺南市,出口,週日,11309.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,進口,週日,11218.0,201901,2019-01-01
2019,國1北向,非主線資料,台南,臺南市,出口,週日,23341.0,201901,2019-01-01
2019,國8東向,非主線資料,台南端,臺南市,進口,週2-4,11477.0,201901,2019-01-01
2019,國8西向,非主線資料,台南端,臺南市,出口,週2-4,10507.0,201901,2019-01-01
2019,國8東向,非主線資料,台南端,臺南市,進口,週六,11654.0,201901,2019-01-01
2019,國8西向,非主線資料,台南端,臺南市,出口,週六,11174.0,201901,2019-01-01
2019,國8東向,非主線資料,台南端,臺南市,進口,週日,11469.0,201901,2019-01-01
2019,國8西向,非主線資料,台南端,臺南市,出口,週日,10519.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,進口,週2-4,22458.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,出口,週2-4,6323.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,進口,週2-4,6462.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,出口,週2-4,20214.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,進口,週2-4,14871.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,出口,週2-4,13699.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,進口,週2-4,13074.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,出口,週2-4,13421.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,進口,週六,21739.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,出口,週六,8270.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,進口,週六,7481.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,出口,週六,19890.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,進口,週六,16055.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,出口,週六,13732.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,進口,週六,12942.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,出口,週六,15313.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,進口,週日,20251.0,201901,2019-01-01
2019,國1南向,非主線資料,台南系統,臺南市,出口,週日,7148.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,進口,週日,6432.0,201901,2019-01-01
2019,國1北向,非主線資料,台南系統,臺南市,出口,週日,18339.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,進口,週日,16004.0,201901,2019-01-01
2019,國8東向,非主線資料,台南系統,臺南市,出口,週日,12413.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,進口,週日,9435.0,201901,2019-01-01
2019,國8西向,非主線資料,台南系統,臺南市,出口,週日,14223.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,進口,週2-4,2088.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,出口,週2-4,7043.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,進口,週2-4,7095.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,出口,週2-4,1971.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,進口,週六,2484.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,出口,週六,9808.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,進口,週六,8812.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,出口,週六,2284.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,進口,週日,2400.0,201901,2019-01-01
2019,國3南向,非主線資料,名間,南投縣,出口,週日,8727.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,進口,週日,9983.0,201901,2019-01-01
2019,國3北向,非主線資料,名間,南投縣,出口,週日,2972.0,201901,2019-01-01
2019,國4東向,非主線資料,后豐,臺中市,出口,週2-4,10848.0,201901,2019-01-01
2019,國4西向,非主線資料,后豐,臺中市,進口,週2-4,11206.0,201901,2019-01-01
2019,國4東向,非主線資料,后豐,臺中市,出口,週六,11500.0,201901,2019-01-01
2019,國4西向,非主線資料,后豐,臺中市,進口,週六,10735.0,201901,2019-01-01
2019,國4東向,非主線資料,后豐,臺中市,出口,週日,10534.0,201901,2019-01-01
2019,國4西向,非主線資料,后豐,臺中市,進口,週日,12597.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,進口,週2-4,9778.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,出口,週2-4,1824.0,201901,2019-01-01
2019,國1北向,非主線資料,后里,臺中市,進口,週2-4,1903.0,201901,2019-01-01
2019,國1北向,非主線資料,后里,臺中市,出口,週2-4,11077.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,進口,週六,9786.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,出口,週六,2909.0,201901,2019-01-01
2019,國1北向,非主線資料,后里,臺中市,進口,週六,2689.0,201901,2019-01-01
2019,國1北向,非主線資料,后里,臺中市,出口,週六,10968.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,進口,週日,8808.0,201901,2019-01-01
2019,國1南向,非主線資料,后里,臺中市,出口,週日,2558.0,201901,2019-01-01
2019,國1北向,非主線資料,后里,臺中市,進口,週日,2942.0,201901,2019-01-01
