年,路線方向,路段,交流道,縣市,進出口,週類別,交通輛數,年月KEY,日期格式
2023,國3南向路段,非主線資料,草屯,南投縣,進口,週六,3962.0,202301,2023-01-01
2023,國3北向路段,非主線資料,草屯,南投縣,進口,週六,6998.0,202301,2023-01-01
2023,國3南向路段,非主線資料,草屯,南投縣,出口,週六,6858.0,202301,2023-01-01
2023,國3北向路段,非主線資料,草屯,南投縣,出口,週六,3346.0,202301,2023-01-01
2023,國3南向路段,非主線資料,草屯,南投縣,進口,週日,3046.0,202301,2023-01-01
2023,國3北向路段,非主線資料,草屯,南投縣,進口,週日,6305.0,202301,2023-01-01
2023,國3南向路段,非主線資料,草屯,南投縣,出口,週日,6328.0,202301,2023-01-01
2023,國3北向路段,非主線資料,草屯,南投縣,出口,週日,3675.0,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週2-4,,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週2-4,,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週2-4,,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週2-4,,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週六,16460.0,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週六,7140.0,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週六,7735.0,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週六,17723.0,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,進口,週日,14275.0,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,進口,週日,5876.0,202301,2023-01-01
2023,國3甲東向路段,非主線資料,萬芳,臺北市,出口,週日,6378.0,202301,2023-01-01
2023,國3甲西向路段,非主線資料,萬芳,臺北市,出口,週日,16606.0,202301,2023-01-01
2023,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週2-4,,202301,2023-01-01
2023,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週2-4,,202301,2023-01-01
2023,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週六,11908.0,202301,2023-01-01
2023,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週六,14124.0,202301,2023-01-01
2023,國5北向路段,非主線資料,蘇澳,宜蘭縣,進口,週日,9934.0,202301,2023-01-01
2023,國5南向路段,非主線資料,蘇澳,宜蘭縣,出口,週日,11295.0,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,進口,週六,2802.0,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,進口,週六,4023.0,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,出口,週六,4886.0,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,出口,週六,2834.0,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,進口,週日,2708.0,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,進口,週日,3893.0,202301,2023-01-01
2023,國1南向路段,非主線資料,虎尾,雲林縣,出口,週日,4326.0,202301,2023-01-01
2023,國1北向路段,非主線資料,虎尾,雲林縣,出口,週日,2673.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週六,664.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週六,279.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週六,426.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週六,472.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,進口,週日,524.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,進口,週日,426.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西湖服務區,苗栗縣,出口,週日,355.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西湖服務區,苗栗縣,出口,週日,674.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西濱,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,西濱,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,西濱,苗栗縣,進口,週六,6826.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西濱,苗栗縣,出口,週六,7262.0,202301,2023-01-01
2023,國3北向路段,非主線資料,西濱,苗栗縣,進口,週日,6708.0,202301,2023-01-01
2023,國3南向路段,非主線資料,西濱,苗栗縣,出口,週日,6114.0,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,進口,週六,6292.0,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,進口,週六,5575.0,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,出口,週六,5472.0,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,出口,週六,5671.0,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,進口,週日,5833.0,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,進口,週日,5462.0,202301,2023-01-01
2023,國1南向路段,非主線資料,西螺,雲林縣,出口,週日,4343.0,202301,2023-01-01
2023,國1北向路段,非主線資料,西螺,雲林縣,出口,週日,5269.0,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,進口,週2-4,,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,進口,週2-4,,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,出口,週2-4,,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,出口,週2-4,,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,進口,週六,8703.0,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,進口,週六,11071.0,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,出口,週六,12057.0,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,出口,週六,9400.0,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,進口,週日,8218.0,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,進口,週日,11769.0,202301,2023-01-01
2023,國4東向路段,非主線資料,豐勢,臺中市,出口,週日,9951.0,202301,2023-01-01
2023,國4西向路段,非主線資料,豐勢,臺中市,出口,週日,8596.0,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,進口,週六,10756.0,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,進口,週六,10962.0,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,出口,週六,10583.0,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,出口,週六,10734.0,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,進口,週日,9056.0,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,進口,週日,10479.0,202301,2023-01-01
2023,國1南向路段,非主線資料,豐原,臺中市,出口,週日,9094.0,202301,2023-01-01
2023,國1北向路段,非主線資料,豐原,臺中市,出口,週日,8424.0,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,進口,週六,7152.0,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,進口,週六,6045.0,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,出口,週六,6101.0,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,出口,週六,6847.0,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,進口,週日,6689.0,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,進口,週日,5750.0,202301,2023-01-01
2023,國1南向路段,非主線資料,路竹,高雄市,出口,週日,6025.0,202301,2023-01-01
2023,國1北向路段,非主線資料,路竹,高雄市,出口,週日,6326.0,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,進口,週六,3209.0,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,進口,週六,3769.0,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,出口,週六,4518.0,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,出口,週六,3223.0,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,進口,週日,3490.0,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,進口,週日,4386.0,202301,2023-01-01
2023,國3南向路段,非主線資料,通霄,苗栗縣,出口,週日,3494.0,202301,2023-01-01
2023,國3北向路段,非主線資料,通霄,苗栗縣,出口,週日,3326.0,202301,2023-01-01
2023,國10西向路段,非主線資料,里港,屏東縣,進口,週2-4,,202301,2023-01-01
2023,國10東向路段,非主線資料,里港,屏東縣,出口,週2-4,,202301,2023-01-01
2023,國10西向路段,非主線資料,里港,屏東縣,進口,週六,4950.0,202301,2023-01-01
2023,國10東向路段,非主線資料,里港,屏東縣,出口,週六,5819.0,202301,2023-01-01
2023,國10西向路段,非主線資料,里港,屏東縣,進口,週日,3578.0,202301,2023-01-01
2023,國10東向路段,非主線資料,里港,屏東縣,出口,週日,3213.0,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,進口,週六,3656.0,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,進口,週六,2144.0,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,出口,週六,2242.0,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,出口,週六,4341.0,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,進口,週日,4261.0,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,進口,週日,2213.0,202301,2023-01-01
2023,國1南向路段,非主線資料,銅鑼,苗栗縣,出口,週日,1763.0,202301,2023-01-01
2023,國1北向路段,非主線資料,銅鑼,苗栗縣,出口,週日,3502.0,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,進口,週六,4851.0,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,進口,週六,4804.0,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,出口,週六,5042.0,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,出口,週六,4697.0,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,進口,週日,4309.0,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,進口,週日,5366.0,202301,2023-01-01
2023,國3南向路段,非主線資料,長治,屏東縣,出口,週日,4678.0,202301,2023-01-01
2023,國3北向路段,非主線資料,長治,屏東縣,出口,週日,4182.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,進口,週六,9462.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,進口,週六,10566.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,出口,週六,10060.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,出口,週六,7819.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,進口,週日,8792.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,進口,週日,10168.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟,臺南市,出口,週日,10691.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟,臺南市,出口,週日,9880.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,進口,週六,328.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,進口,週六,364.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,出口,週六,378.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,出口,週六,305.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,進口,週日,264.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,進口,週日,416.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關廟服務區,臺南市,出口,週日,282.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關廟服務區,臺南市,出口,週日,354.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,進口,週六,3137.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,進口,週六,4062.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,出口,週六,4682.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,出口,週六,3168.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,進口,週日,2890.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,進口,週日,4022.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西,新竹縣,出口,週日,4248.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西,新竹縣,出口,週日,3234.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,進口,週六,997.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,進口,週六,1032.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,出口,週六,1062.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,出口,週六,972.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,進口,週日,900.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,進口,週日,1415.0,202301,2023-01-01
2023,國3南向路段,非主線資料,關西服務區,新竹縣,出口,週日,962.0,202301,2023-01-01
2023,國3北向路段,非主線資料,關西服務區,新竹縣,出口,週日,1359.0,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,進口,週六,9090.0,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,進口,週六,11672.0,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,出口,週六,12326.0,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,出口,週六,9217.0,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,進口,週日,8301.0,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,進口,週日,12036.0,202301,2023-01-01
2023,國1南向路段,非主線資料,雲林系統,雲林縣,出口,週日,10778.0,202301,2023-01-01
2023,國1北向路段,非主線資料,雲林系統,雲林縣,出口,週日,8996.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,進口,週六,38185.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,進口,週六,13278.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,出口,週六,12760.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,出口,週六,34110.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,進口,週日,35406.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,進口,週日,12164.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰,待核對,出口,週日,11081.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰,待核對,出口,週日,37573.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,進口,週2-4,,202301,2023-01-01
2023,國6東向路段,非主線資料,霧峰系統,待核對,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,出口,週2-4,,202301,2023-01-01
2023,國6西向路段,非主線資料,霧峰系統,待核對,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,進口,週六,6130.0,202301,2023-01-01
2023,國6東向路段,非主線資料,霧峰系統,待核對,進口,週六,28817.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,進口,週六,18536.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,出口,週六,21427.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,出口,週六,7389.0,202301,2023-01-01
2023,國6西向路段,非主線資料,霧峰系統,待核對,出口,週六,24667.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,進口,週日,7390.0,202301,2023-01-01
2023,國6東向路段,非主線資料,霧峰系統,待核對,進口,週日,23238.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,進口,週日,20938.0,202301,2023-01-01
2023,國3南向路段,非主線資料,霧峰系統,待核對,出口,週日,17573.0,202301,2023-01-01
2023,國3北向路段,非主線資料,霧峰系統,待核對,出口,週日,5704.0,202301,2023-01-01
2023,國6西向路段,非主線資料,霧峰系統,待核對,出口,週日,28329.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,進口,週六,7396.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,進口,週六,15467.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,出口,週六,15832.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,出口,週六,7076.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,進口,週日,6718.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,進口,週日,14457.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭份,苗栗縣,出口,週日,13232.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭份,苗栗縣,出口,週日,6866.0,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,進口,週2-4,,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,進口,週2-4,,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,出口,週2-4,,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,出口,週2-4,,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,進口,週六,5188.0,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,進口,週六,10469.0,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,出口,週六,11401.0,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,出口,週六,5113.0,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,進口,週日,2529.0,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,進口,週日,13720.0,202301,2023-01-01
2023,國5南向路段,非主線資料,頭城,宜蘭縣,出口,週日,8402.0,202301,2023-01-01
2023,國5北向路段,非主線資料,頭城,宜蘭縣,出口,週日,2298.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,進口,週六,1051.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,進口,週六,5943.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,出口,週六,6454.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,出口,週六,1272.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,進口,週日,1026.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,進口,週日,6482.0,202301,2023-01-01
2023,國1南向路段,非主線資料,頭屋,苗栗縣,出口,週日,5301.0,202301,2023-01-01
2023,國1北向路段,非主線資料,頭屋,苗栗縣,出口,週日,1252.0,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,進口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,進口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,出口,週2-4,,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,出口,週2-4,,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,進口,週六,4772.0,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,進口,週六,8214.0,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,出口,週六,7874.0,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,出口,週六,3796.0,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,進口,週日,3398.0,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,進口,週日,7250.0,202301,2023-01-01
2023,國3南向路段,非主線資料,香山,新竹市,出口,週日,6768.0,202301,2023-01-01
2023,國3北向路段,非主線資料,香山,新竹市,出口,週日,3862.0,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,進口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,進口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,出口,週2-4,,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,出口,週2-4,,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,進口,週六,269.0,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,進口,週六,266.0,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,出口,週六,360.0,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,出口,週六,286.0,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,進口,週日,211.0,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,進口,週日,197.0,202301,2023-01-01
2023,國1南向路段,非主線資料,高公局,新竹市,出口,週日,270.0,202301,2023-01-01
2023,國1北向路段,非主線資料,高公局,新竹市,出口,週日,200.0,202301,2023-01-01
2023,國3南向路段,非主線資料,高原,桃園市,進口,週2-4,,202301,2023-01-01
