年月,年,月,行業別,用電量,年月KEY
2021-01-01,2021,1,藝術、娛樂及休閒服務業,103231.1015625,202101
2021-01-01,2021,1,運輸用電,131925.59375,202101
2021-01-01,2021,1,公路,10070.7001953125,202101
2021-01-01,2021,1,鐵路,119246.296875,202101
2021-01-01,2021,1,管線運輸,2608.5,202101
2021-01-01,2021,1,能源部門自用,1491366.125,202101
2021-01-01,2021,1,農業部門,246100.5,202101
2021-02-01,2021,2,全國用電量,19576618.0,202102
2021-02-01,2021,2,工業用電,11265256.0,202102
2021-02-01,2021,2,紡織成衣及服飾品製造業,343827.3125,202102
2021-02-01,2021,2,紙漿、紙及紙製品製造業,265004.40625,202102
2021-02-01,2021,2,化學材料及肥料製造業,2472404.0,202102
2021-02-01,2021,2,塑膠製品製造業,387435.1875,202102
2021-02-01,2021,2,非金屬礦物製品製造業,398099.40625,202102
2021-02-01,2021,2,基本金屬製造業,1401893.875,202102
2021-02-01,2021,2,金屬製品製造業,487146.1875,202102
2021-02-01,2021,2,電子產品及電力設備製造業,4181902.75,202102
2021-02-01,2021,2,住宅用電,3599355.5,202102
2021-02-01,2021,2,服務業用電,2998605.5,202102
2021-02-01,2021,2,運輸及倉儲業,214324.40625,202102
2021-02-01,2021,2,住宿及餐飲業,484274.3125,202102
2021-02-01,2021,2,出版影音及資通訊業,263882.59375,202102
2021-02-01,2021,2,金融及保險業,92387.1015625,202102
2021-02-01,2021,2,不動產業,48065.0,202102
2021-02-01,2021,2,醫療保健及社會工作服務業,213856.09375,202102
2021-02-01,2021,2,藝術、娛樂及休閒服務業,94318.203125,202102
2021-02-01,2021,2,運輸用電,124264.3984375,202102
2021-02-01,2021,2,公路,9923.400390625,202102
2021-02-01,2021,2,鐵路,111831.0,202102
2021-02-01,2021,2,管線運輸,2509.89990234375,202102
2021-02-01,2021,2,能源部門自用,1356334.0,202102
2021-02-01,2021,2,農業部門,232803.40625,202102
2021-03-01,2021,3,全國用電量,22567342.0,202103
2021-03-01,2021,3,工業用電,13330913.0,202103
2021-03-01,2021,3,紡織成衣及服飾品製造業,436028.3125,202103
2021-03-01,2021,3,紙漿、紙及紙製品製造業,319948.09375,202103
2021-03-01,2021,3,化學材料及肥料製造業,2758523.5,202103
2021-03-01,2021,3,塑膠製品製造業,506372.3125,202103
2021-03-01,2021,3,非金屬礦物製品製造業,489224.6875,202103
2021-03-01,2021,3,基本金屬製造業,1688862.25,202103
2021-03-01,2021,3,金屬製品製造業,628898.625,202103
2021-03-01,2021,3,電子產品及電力設備製造業,4794309.5,202103
2021-03-01,2021,3,住宅用電,3766586.25,202103
2021-03-01,2021,3,服務業用電,3541645.0,202103
2021-03-01,2021,3,運輸及倉儲業,248797.59375,202103
2021-03-01,2021,3,住宿及餐飲業,560037.625,202103
2021-03-01,2021,3,出版影音及資通訊業,308582.6875,202103
2021-03-01,2021,3,金融及保險業,110878.5,202103
2021-03-01,2021,3,不動產業,57050.30078125,202103
2021-03-01,2021,3,醫療保健及社會工作服務業,256451.796875,202103
2021-03-01,2021,3,藝術、娛樂及休閒服務業,111091.203125,202103
2021-03-01,2021,3,運輸用電,136424.703125,202103
2021-03-01,2021,3,公路,10509.5,202103
2021-03-01,2021,3,鐵路,123136.1015625,202103
2021-03-01,2021,3,管線運輸,2779.0,202103
2021-03-01,2021,3,能源部門自用,1527707.25,202103
2021-03-01,2021,3,農業部門,264066.6875,202103
2021-04-01,2021,4,全國用電量,21861496.0,202104
2021-04-01,2021,4,工業用電,12939856.0,202104
2021-04-01,2021,4,紡織成衣及服飾品製造業,425513.0,202104
2021-04-01,2021,4,紙漿、紙及紙製品製造業,294259.8125,202104
2021-04-01,2021,4,化學材料及肥料製造業,2729072.75,202104
2021-04-01,2021,4,塑膠製品製造業,477386.40625,202104
2021-04-01,2021,4,非金屬礦物製品製造業,479370.6875,202104
2021-04-01,2021,4,基本金屬製造業,1627175.875,202104
2021-04-01,2021,4,金屬製品製造業,617174.875,202104
2021-04-01,2021,4,電子產品及電力設備製造業,4683809.0,202104
2021-04-01,2021,4,住宅用電,3522039.25,202104
2021-04-01,2021,4,服務業用電,3483670.0,202104
2021-04-01,2021,4,運輸及倉儲業,253298.703125,202104
2021-04-01,2021,4,住宿及餐飲業,552103.625,202104
2021-04-01,2021,4,出版影音及資通訊業,290954.59375,202104
2021-04-01,2021,4,金融及保險業,107688.703125,202104
2021-04-01,2021,4,不動產業,55062.3984375,202104
2021-04-01,2021,4,醫療保健及社會工作服務業,259893.40625,202104
2021-04-01,2021,4,藝術、娛樂及休閒服務業,112443.3984375,202104
2021-04-01,2021,4,運輸用電,135415.90625,202104
2021-04-01,2021,4,公路,10652.900390625,202104
2021-04-01,2021,4,鐵路,122194.6015625,202104
2021-04-01,2021,4,管線運輸,2568.300048828125,202104
2021-04-01,2021,4,能源部門自用,1525521.75,202104
2021-04-01,2021,4,農業部門,254992.5,202104
2021-05-01,2021,5,全國用電量,23563702.0,202105
2021-05-01,2021,5,工業用電,13950765.0,202105
2021-05-01,2021,5,紡織成衣及服飾品製造業,467724.40625,202105
2021-05-01,2021,5,紙漿、紙及紙製品製造業,320474.40625,202105
2021-05-01,2021,5,化學材料及肥料製造業,2862955.0,202105
2021-05-01,2021,5,塑膠製品製造業,504238.1875,202105
2021-05-01,2021,5,非金屬礦物製品製造業,509413.09375,202105
2021-05-01,2021,5,基本金屬製造業,1713873.5,202105
2021-05-01,2021,5,金屬製品製造業,657729.3125,202105
2021-05-01,2021,5,電子產品及電力設備製造業,5201759.0,202105
2021-05-01,2021,5,住宅用電,3559758.5,202105
2021-05-01,2021,5,服務業用電,3915749.5,202105
2021-05-01,2021,5,運輸及倉儲業,293911.0,202105
2021-05-01,2021,5,住宿及餐飲業,606854.625,202105
2021-05-01,2021,5,出版影音及資通訊業,319649.09375,202105
2021-05-01,2021,5,金融及保險業,128608.8984375,202105
2021-05-01,2021,5,不動產業,63306.19921875,202105
2021-05-01,2021,5,醫療保健及社會工作服務業,311901.1875,202105
2021-05-01,2021,5,藝術、娛樂及休閒服務業,115415.3984375,202105
2021-05-01,2021,5,運輸用電,131352.09375,202105
2021-05-01,2021,5,公路,10948.2001953125,202105
2021-05-01,2021,5,鐵路,117739.0,202105
2021-05-01,2021,5,管線運輸,2664.800048828125,202105
2021-05-01,2021,5,能源部門自用,1727974.125,202105
2021-05-01,2021,5,農業部門,278102.0,202105
2021-06-01,2021,6,全國用電量,24006022.0,202106
2021-06-01,2021,6,工業用電,13794679.0,202106
2021-06-01,2021,6,紡織成衣及服飾品製造業,449118.0,202106
2021-06-01,2021,6,紙漿、紙及紙製品製造業,313970.0,202106
2021-06-01,2021,6,化學材料及肥料製造業,2857189.5,202106
2021-06-01,2021,6,塑膠製品製造業,496751.59375,202106
2021-06-01,2021,6,非金屬礦物製品製造業,484667.8125,202106
2021-06-01,2021,6,基本金屬製造業,1672395.75,202106
2021-06-01,2021,6,金屬製品製造業,661918.875,202106
2021-06-01,2021,6,電子產品及電力設備製造業,5146990.5,202106
2021-06-01,2021,6,住宅用電,4389408.0,202106
2021-06-01,2021,6,服務業用電,3757482.5,202106
2021-06-01,2021,6,運輸及倉儲業,294113.5,202106
2021-06-01,2021,6,住宿及餐飲業,545716.375,202106
2021-06-01,2021,6,出版影音及資通訊業,306841.90625,202106
2021-06-01,2021,6,金融及保險業,129911.796875,202106
2021-06-01,2021,6,不動產業,58916.0,202106
2021-06-01,2021,6,醫療保健及社會工作服務業,312840.1875,202106
2021-06-01,2021,6,藝術、娛樂及休閒服務業,84252.6015625,202106
2021-06-01,2021,6,運輸用電,107007.1015625,202106
2021-06-01,2021,6,公路,10600.2998046875,202106
2021-06-01,2021,6,鐵路,94009.8984375,202106
2021-06-01,2021,6,管線運輸,2396.89990234375,202106
2021-06-01,2021,6,能源部門自用,1662607.75,202106
2021-06-01,2021,6,農業部門,294838.5,202106
2021-07-01,2021,7,全國用電量,25657646.0,202107
2021-07-01,2021,7,工業用電,14431785.0,202107
2021-07-01,2021,7,紡織成衣及服飾品製造業,470703.5,202107
2021-07-01,2021,7,紙漿、紙及紙製品製造業,325013.1875,202107
2021-07-01,2021,7,化學材料及肥料製造業,2964458.5,202107
2021-07-01,2021,7,塑膠製品製造業,519142.40625,202107
2021-07-01,2021,7,非金屬礦物製品製造業,511225.09375,202107
2021-07-01,2021,7,基本金屬製造業,1689032.125,202107
2021-07-01,2021,7,金屬製品製造業,687923.1875,202107
2021-07-01,2021,7,電子產品及電力設備製造業,5440005.5,202107
2021-07-01,2021,7,住宅用電,5153130.0,202107
2021-07-01,2021,7,服務業用電,3957071.0,202107
2021-07-01,2021,7,運輸及倉儲業,318532.09375,202107
2021-07-01,2021,7,住宿及餐飲業,549462.3125,202107
2021-07-01,2021,7,出版影音及資通訊業,331173.1875,202107
2021-07-01,2021,7,金融及保險業,144629.203125,202107
2021-07-01,2021,7,不動產業,68590.703125,202107
2021-07-01,2021,7,醫療保健及社會工作服務業,339491.59375,202107
2021-07-01,2021,7,藝術、娛樂及休閒服務業,79448.296875,202107
2021-07-01,2021,7,運輸用電,112832.296875,202107
2021-07-01,2021,7,公路,10830.2001953125,202107
2021-07-01,2021,7,鐵路,99562.5,202107
2021-07-01,2021,7,管線運輸,2439.5,202107
2021-07-01,2021,7,能源部門自用,1713979.5,202107
2021-07-01,2021,7,農業部門,288849.1875,202107
2021-08-01,2021,8,全國用電量,25698070.0,202108
2021-08-01,2021,8,工業用電,14275161.0,202108
2021-08-01,2021,8,紡織成衣及服飾品製造業,463842.0,202108
2021-08-01,2021,8,紙漿、紙及紙製品製造業,320004.09375,202108
2021-08-01,2021,8,化學材料及肥料製造業,2932736.5,202108
2021-08-01,2021,8,塑膠製品製造業,506742.1875,202108
2021-08-01,2021,8,非金屬礦物製品製造業,489191.3125,202108
2021-08-01,2021,8,基本金屬製造業,1689525.5,202108
2021-08-01,2021,8,金屬製品製造業,686140.375,202108
2021-08-01,2021,8,電子產品及電力設備製造業,5409239.0,202108
2021-08-01,2021,8,住宅用電,5313241.0,202108
2021-08-01,2021,8,服務業用電,4016276.75,202108
2021-08-01,2021,8,運輸及倉儲業,318975.90625,202108
2021-08-01,2021,8,住宿及餐飲業,574307.375,202108
2021-08-01,2021,8,出版影音及資通訊業,331520.90625,202108
2021-08-01,2021,8,金融及保險業,143562.203125,202108
2021-08-01,2021,8,不動產業,69523.0,202108
2021-08-01,2021,8,醫療保健及社會工作服務業,336634.90625,202108
2021-08-01,2021,8,藝術、娛樂及休閒服務業,89954.8984375,202108
2021-08-01,2021,8,運輸用電,128066.203125,202108
2021-08-01,2021,8,公路,11316.900390625,202108
2021-08-01,2021,8,鐵路,114282.8984375,202108
2021-08-01,2021,8,管線運輸,2466.199951171875,202108
2021-08-01,2021,8,能源部門自用,1670840.125,202108
2021-08-01,2021,8,農業部門,294483.59375,202108
2021-09-01,2021,9,全國用電量,25769078.0,202109
2021-09-01,2021,9,工業用電,13813301.0,202109
2021-09-01,2021,9,紡織成衣及服飾品製造業,448593.1875,202109
2021-09-01,2021,9,紙漿、紙及紙製品製造業,308329.6875,202109
2021-09-01,2021,9,化學材料及肥料製造業,2740043.5,202109
2021-09-01,2021,9,塑膠製品製造業,486800.40625,202109
2021-09-01,2021,9,非金屬礦物製品製造業,476047.09375,202109
2021-09-01,2021,9,基本金屬製造業,1630018.125,202109
2021-09-01,2021,9,金屬製品製造業,671906.375,202109
2021-09-01,2021,9,電子產品及電力設備製造業,5274027.5,202109
2021-09-01,2021,9,住宅用電,5503505.0,202109
2021-09-01,2021,9,服務業用電,4391210.5,202109
2021-09-01,2021,9,運輸及倉儲業,319070.3125,202109
2021-09-01,2021,9,住宿及餐飲業,662525.6875,202109
2021-09-01,2021,9,出版影音及資通訊業,345382.5,202109
2021-09-01,2021,9,金融及保險業,152340.59375,202109
2021-09-01,2021,9,不動產業,76076.703125,202109
2021-09-01,2021,9,醫療保健及社會工作服務業,335094.0,202109
2021-09-01,2021,9,藝術、娛樂及休閒服務業,102948.1015625,202109
2021-09-01,2021,9,運輸用電,130792.8984375,202109
2021-09-01,2021,9,公路,11925.0,202109
2021-09-01,2021,9,鐵路,116476.5,202109
2021-09-01,2021,9,管線運輸,2391.300048828125,202109
2021-09-01,2021,9,能源部門自用,1626234.75,202109
2021-09-01,2021,9,農業部門,304033.3125,202109
2021-10-01,2021,10,全國用電量,25938934.0,202110
2021-10-01,2021,10,工業用電,14086159.0,202110
2021-10-01,2021,10,紡織成衣及服飾品製造業,450321.3125,202110
2021-10-01,2021,10,紙漿、紙及紙製品製造業,318587.1875,202110
2021-10-01,2021,10,化學材料及肥料製造業,2884574.75,202110
2021-10-01,2021,10,塑膠製品製造業,488735.8125,202110
2021-10-01,2021,10,非金屬礦物製品製造業,491710.5,202110
2021-10-01,2021,10,基本金屬製造業,1708059.75,202110
2021-10-01,2021,10,金屬製品製造業,669776.375,202110
2021-10-01,2021,10,電子產品及電力設備製造業,5339875.5,202110
2021-10-01,2021,10,住宅用電,5419271.5,202110
2021-10-01,2021,10,服務業用電,4341483.0,202110
2021-10-01,2021,10,運輸及倉儲業,312135.1875,202110
2021-10-01,2021,10,住宿及餐飲業,692210.875,202110
2021-10-01,2021,10,出版影音及資通訊業,343606.09375,202110
2021-10-01,2021,10,金融及保險業,140055.703125,202110
2021-10-01,2021,10,不動產業,71818.3984375,202110
2021-10-01,2021,10,醫療保健及社會工作服務業,318598.3125,202110
2021-10-01,2021,10,藝術、娛樂及休閒服務業,110307.5,202110
2021-10-01,2021,10,運輸用電,132301.296875,202110
2021-10-01,2021,10,公路,12181.2001953125,202110
2021-10-01,2021,10,鐵路,117695.6015625,202110
2021-10-01,2021,10,管線運輸,2424.39990234375,202110
2021-10-01,2021,10,能源部門自用,1642522.75,202110
2021-10-01,2021,10,農業部門,317196.6875,202110
2021-11-01,2021,11,全國用電量,24167058.0,202111
2021-11-01,2021,11,工業用電,13392518.0,202111
2021-11-01,2021,11,紡織成衣及服飾品製造業,429858.3125,202111
2021-11-01,2021,11,紙漿、紙及紙製品製造業,311829.1875,202111
2021-11-01,2021,11,化學材料及肥料製造業,2778121.75,202111
2021-11-01,2021,11,塑膠製品製造業,467157.5,202111
2021-11-01,2021,11,非金屬礦物製品製造業,481615.90625,202111
2021-11-01,2021,11,基本金屬製造業,1638540.5,202111
2021-11-01,2021,11,金屬製品製造業,636861.375,202111
2021-11-01,2021,11,電子產品及電力設備製造業,5017649.0,202111
2021-11-01,2021,11,住宅用電,4923093.5,202111
2021-11-01,2021,11,服務業用電,3977918.0,202111
2021-11-01,2021,11,運輸及倉儲業,272976.90625,202111
2021-11-01,2021,11,住宿及餐飲業,636316.625,202111
2021-11-01,2021,11,出版影音及資通訊業,324594.40625,202111
2021-11-01,2021,11,金融及保險業,128590.703125,202111
2021-11-01,2021,11,不動產業,66895.796875,202111
2021-11-01,2021,11,醫療保健及社會工作服務業,270181.5,202111
2021-11-01,2021,11,藝術、娛樂及休閒服務業,108995.5,202111
2021-11-01,2021,11,運輸用電,129726.796875,202111
2021-11-01,2021,11,公路,12603.7998046875,202111
2021-11-01,2021,11,鐵路,115016.0,202111
2021-11-01,2021,11,管線運輸,2106.800048828125,202111
2021-11-01,2021,11,能源部門自用,1467960.875,202111
2021-11-01,2021,11,農業部門,275840.3125,202111
2021-12-01,2021,12,全國用電量,22765362.0,202112
2021-12-01,2021,12,工業用電,13508040.0,202112
2021-12-01,2021,12,紡織成衣及服飾品製造業,432674.40625,202112
2021-12-01,2021,12,紙漿、紙及紙製品製造業,314078.40625,202112
2021-12-01,2021,12,化學材料及肥料製造業,2789674.5,202112
2021-12-01,2021,12,塑膠製品製造業,466345.1875,202112
2021-12-01,2021,12,非金屬礦物製品製造業,507958.3125,202112
2021-12-01,2021,12,基本金屬製造業,1679361.75,202112
2021-12-01,2021,12,金屬製品製造業,635663.8125,202112
2021-12-01,2021,12,電子產品及電力設備製造業,5088908.5,202112
2021-12-01,2021,12,住宅用電,3843362.5,202112
2021-12-01,2021,12,服務業用電,3618519.25,202112
2021-12-01,2021,12,運輸及倉儲業,255664.703125,202112
2021-12-01,2021,12,住宿及餐飲業,567185.0,202112
2021-12-01,2021,12,出版影音及資通訊業,317675.40625,202112
2021-12-01,2021,12,金融及保險業,111466.5,202112
2021-12-01,2021,12,不動產業,57276.19921875,202112
2021-12-01,2021,12,醫療保健及社會工作服務業,251450.796875,202112
2021-12-01,2021,12,藝術、娛樂及休閒服務業,106597.1015625,202112
2021-12-01,2021,12,運輸用電,134085.40625,202112
2021-12-01,2021,12,公路,13019.7001953125,202112
2021-12-01,2021,12,鐵路,119004.203125,202112
2021-12-01,2021,12,管線運輸,2061.300048828125,202112
2021-12-01,2021,12,能源部門自用,1404619.5,202112
2021-12-01,2021,12,農業部門,256735.0,202112
2022-01-01,2022,1,全國用電量,21910524.0,202201
2022-01-01,2022,1,工業用電,13030020.0,202201
2022-01-01,2022,1,紡織成衣及服飾品製造業,415212.0,202201
2022-01-01,2022,1,紙漿、紙及紙製品製造業,301056.90625,202201
2022-01-01,2022,1,化學材料及肥料製造業,2677146.75,202201
2022-01-01,2022,1,塑膠製品製造業,454736.1875,202201
2022-01-01,2022,1,非金屬礦物製品製造業,484682.6875,202201
2022-01-01,2022,1,基本金屬製造業,1582467.125,202201
2022-01-01,2022,1,金屬製品製造業,587207.875,202201
2022-01-01,2022,1,電子產品及電力設備製造業,4930305.0,202201
2022-01-01,2022,1,住宅用電,3543734.0,202201
2022-01-01,2022,1,服務業用電,3516979.0,202201
2022-01-01,2022,1,運輸及倉儲業,249874.40625,202201
2022-01-01,2022,1,住宿及餐飲業,545683.0,202201
2022-01-01,2022,1,出版影音及資通訊業,322243.3125,202201
2022-01-01,2022,1,金融及保險業,106552.203125,202201
2022-01-01,2022,1,不動產業,56053.69921875,202201
2022-01-01,2022,1,醫療保健及社會工作服務業,240918.296875,202201
2022-01-01,2022,1,藝術、娛樂及休閒服務業,102828.1015625,202201
2022-01-01,2022,1,運輸用電,133468.703125,202201
2022-01-01,2022,1,公路,13104.099609375,202201
2022-01-01,2022,1,鐵路,118032.8984375,202201
2022-01-01,2022,1,管線運輸,2331.5,202201
2022-01-01,2022,1,能源部門自用,1441962.0,202201
2022-01-01,2022,1,農業部門,244360.203125,202201
2022-02-01,2022,2,全國用電量,20139364.0,202202
2022-02-01,2022,2,工業用電,11535729.0,202202
2022-02-01,2022,2,紡織成衣及服飾品製造業,352424.5,202202
2022-02-01,2022,2,紙漿、紙及紙製品製造業,259785.703125,202202
2022-02-01,2022,2,化學材料及肥料製造業,2366279.5,202202
2022-02-01,2022,2,塑膠製品製造業,387128.5,202202
2022-02-01,2022,2,非金屬礦物製品製造業,398997.40625,202202
2022-02-01,2022,2,基本金屬製造業,1409083.0,202202
2022-02-01,2022,2,金屬製品製造業,509758.40625,202202
2022-02-01,2022,2,電子產品及電力設備製造業,4492105.5,202202
2022-02-01,2022,2,住宅用電,3724085.5,202202
2022-02-01,2022,2,服務業用電,3159068.0,202202
2022-02-01,2022,2,運輸及倉儲業,216723.59375,202202
2022-02-01,2022,2,住宿及餐飲業,506462.40625,202202
2022-02-01,2022,2,出版影音及資通訊業,294600.09375,202202
2022-02-01,2022,2,金融及保險業,89704.0,202202
2022-02-01,2022,2,不動產業,47490.80078125,202202
2022-02-01,2022,2,醫療保健及社會工作服務業,212806.40625,202202
2022-02-01,2022,2,藝術、娛樂及休閒服務業,95802.8984375,202202
2022-02-01,2022,2,運輸用電,128596.703125,202202
2022-02-01,2022,2,公路,13487.099609375,202202
2022-02-01,2022,2,鐵路,113178.3984375,202202
2022-02-01,2022,2,管線運輸,1931.0999755859375,202202
2022-02-01,2022,2,能源部門自用,1350610.5,202202
2022-02-01,2022,2,農業部門,241274.296875,202202
2022-03-01,2022,3,全國用電量,22808924.0,202203
2022-03-01,2022,3,工業用電,13304432.0,202203
2022-03-01,2022,3,紡織成衣及服飾品製造業,435277.0,202203
2022-03-01,2022,3,紙漿、紙及紙製品製造業,317147.0,202203
2022-03-01,2022,3,化學材料及肥料製造業,2594154.5,202203
2022-03-01,2022,3,塑膠製品製造業,486111.90625,202203
2022-03-01,2022,3,非金屬礦物製品製造業,482175.59375,202203
2022-03-01,2022,3,基本金屬製造業,1641047.75,202203
2022-03-01,2022,3,金屬製品製造業,624850.625,202203
2022-03-01,2022,3,電子產品及電力設備製造業,5068971.5,202203
2022-03-01,2022,3,住宅用電,3990279.5,202203
2022-03-01,2022,3,服務業用電,3618415.0,202203
2022-03-01,2022,3,運輸及倉儲業,264807.3125,202203
2022-03-01,2022,3,住宿及餐飲業,545751.125,202203
2022-03-01,2022,3,出版影音及資通訊業,322271.0,202203
2022-03-01,2022,3,金融及保險業,107709.0,202203
2022-03-01,2022,3,不動產業,57219.80078125,202203
2022-03-01,2022,3,醫療保健及社會工作服務業,260262.296875,202203
2022-03-01,2022,3,藝術、娛樂及休閒服務業,108199.203125,202203
2022-03-01,2022,3,運輸用電,132222.59375,202203
2022-03-01,2022,3,公路,14339.7001953125,202203
2022-03-01,2022,3,鐵路,115940.3984375,202203
2022-03-01,2022,3,管線運輸,1942.4000244140625,202203
2022-03-01,2022,3,能源部門自用,1520195.75,202203
2022-03-01,2022,3,農業部門,243378.90625,202203
2022-04-01,2022,4,全國用電量,21624774.0,202204
2022-04-01,2022,4,工業用電,12977974.0,202204
2022-04-01,2022,4,紡織成衣及服飾品製造業,401229.1875,202204
2022-04-01,2022,4,紙漿、紙及紙製品製造業,289286.8125,202204
2022-04-01,2022,4,化學材料及肥料製造業,2576184.5,202204
2022-04-01,2022,4,塑膠製品製造業,453230.6875,202204
2022-04-01,2022,4,非金屬礦物製品製造業,463000.3125,202204
2022-04-01,2022,4,基本金屬製造業,1587163.25,202204
2022-04-01,2022,4,金屬製品製造業,585460.5,202204
2022-04-01,2022,4,電子產品及電力設備製造業,5069553.5,202204
2022-04-01,2022,4,住宅用電,3398198.5,202204
2022-04-01,2022,4,服務業用電,3371647.0,202204
2022-04-01,2022,4,運輸及倉儲業,250274.796875,202204
2022-04-01,2022,4,住宿及餐飲業,498770.40625,202204
2022-04-01,2022,4,出版影音及資通訊業,293116.1875,202204
2022-04-01,2022,4,金融及保險業,99989.5,202204
2022-04-01,2022,4,不動產業,52299.3984375,202204
2022-04-01,2022,4,醫療保健及社會工作服務業,260057.796875,202204
2022-04-01,2022,4,藝術、娛樂及休閒服務業,103612.5,202204
2022-04-01,2022,4,運輸用電,136561.703125,202204
2022-04-01,2022,4,公路,14643.099609375,202204
2022-04-01,2022,4,鐵路,119701.3984375,202204
2022-04-01,2022,4,管線運輸,2217.10009765625,202204
2022-04-01,2022,4,能源部門自用,1522489.25,202204
2022-04-01,2022,4,農業部門,217903.90625,202204
2022-05-01,2022,5,全國用電量,22697426.0,202205
2022-05-01,2022,5,工業用電,13659586.0,202205
2022-05-01,2022,5,紡織成衣及服飾品製造業,406006.8125,202205
2022-05-01,2022,5,紙漿、紙及紙製品製造業,313931.8125,202205
2022-05-01,2022,5,化學材料及肥料製造業,2704837.25,202205
2022-05-01,2022,5,塑膠製品製造業,469930.09375,202205
2022-05-01,2022,5,非金屬礦物製品製造業,492415.40625,202205
2022-05-01,2022,5,基本金屬製造業,1657496.75,202205
2022-05-01,2022,5,金屬製品製造業,604911.625,202205
2022-05-01,2022,5,電子產品及電力設備製造業,5357508.5,202205
2022-05-01,2022,5,住宅用電,3299286.5,202205
2022-05-01,2022,5,服務業用電,3705035.25,202205
2022-05-01,2022,5,運輸及倉儲業,277897.90625,202205
2022-05-01,2022,5,住宿及餐飲業,548605.375,202205
2022-05-01,2022,5,出版影音及資通訊業,320293.8125,202205
2022-05-01,2022,5,金融及保險業,113557.203125,202205
2022-05-01,2022,5,不動產業,58721.3984375,202205
2022-05-01,2022,5,醫療保健及社會工作服務業,288110.1875,202205
2022-05-01,2022,5,藝術、娛樂及休閒服務業,111503.3984375,202205
2022-05-01,2022,5,運輸用電,134069.59375,202205
2022-05-01,2022,5,公路,15399.400390625,202205
2022-05-01,2022,5,鐵路,116549.3984375,202205
2022-05-01,2022,5,管線運輸,2120.699951171875,202205
2022-05-01,2022,5,能源部門自用,1650429.5,202205
2022-05-01,2022,5,農業部門,249017.703125,202205
2022-06-01,2022,6,全國用電量,23316340.0,202206
2022-06-01,2022,6,工業用電,13437201.0,202206
2022-06-01,2022,6,紡織成衣及服飾品製造業,408400.8125,202206
2022-06-01,2022,6,紙漿、紙及紙製品製造業,286125.09375,202206
2022-06-01,2022,6,化學材料及肥料製造業,2519350.0,202206
2022-06-01,2022,6,塑膠製品製造業,466738.3125,202206
2022-06-01,2022,6,非金屬礦物製品製造業,462904.8125,202206
2022-06-01,2022,6,基本金屬製造業,1547291.25,202206
2022-06-01,2022,6,金屬製品製造業,614010.0,202206
2022-06-01,2022,6,電子產品及電力設備製造業,5394390.5,202206
2022-06-01,2022,6,住宅用電,3746063.25,202206
2022-06-01,2022,6,服務業用電,4027350.5,202206
2022-06-01,2022,6,運輸及倉儲業,303928.1875,202206
2022-06-01,2022,6,住宿及餐飲業,600951.625,202206
2022-06-01,2022,6,出版影音及資通訊業,330221.1875,202206
2022-06-01,2022,6,金融及保險業,125540.296875,202206
2022-06-01,2022,6,不動產業,64037.69921875,202206
2022-06-01,2022,6,醫療保健及社會工作服務業,318300.90625,202206
2022-06-01,2022,6,藝術、娛樂及休閒服務業,125178.796875,202206
2022-06-01,2022,6,運輸用電,133441.796875,202206
2022-06-01,2022,6,公路,15340.099609375,202206
2022-06-01,2022,6,鐵路,115751.296875,202206
2022-06-01,2022,6,管線運輸,2350.39990234375,202206
2022-06-01,2022,6,能源部門自用,1699376.75,202206
2022-06-01,2022,6,農業部門,272905.6875,202206
2022-07-01,2022,7,全國用電量,25382834.0,202207
2022-07-01,2022,7,工業用電,13879261.0,202207
2022-07-01,2022,7,紡織成衣及服飾品製造業,421417.3125,202207
2022-07-01,2022,7,紙漿、紙及紙製品製造業,293856.6875,202207
2022-07-01,2022,7,化學材料及肥料製造業,2599879.0,202207
2022-07-01,2022,7,塑膠製品製造業,473019.90625,202207
2022-07-01,2022,7,非金屬礦物製品製造業,484933.1875,202207
2022-07-01,2022,7,基本金屬製造業,1522457.0,202207
2022-07-01,2022,7,金屬製品製造業,624595.5,202207
2022-07-01,2022,7,電子產品及電力設備製造業,5562331.5,202207
2022-07-01,2022,7,住宅用電,4690832.0,202207
2022-07-01,2022,7,服務業用電,4515496.5,202207
2022-07-01,2022,7,運輸及倉儲業,337011.5,202207
2022-07-01,2022,7,住宿及餐飲業,709662.3125,202207
2022-07-01,2022,7,出版影音及資通訊業,349011.90625,202207
2022-07-01,2022,7,金融及保險業,146659.296875,202207
2022-07-01,2022,7,不動產業,70513.296875,202207
2022-07-01,2022,7,醫療保健及社會工作服務業,354230.40625,202207
2022-07-01,2022,7,藝術、娛樂及休閒服務業,139260.09375,202207
2022-07-01,2022,7,運輸用電,142854.203125,202207
2022-07-01,2022,7,公路,15232.7998046875,202207
2022-07-01,2022,7,鐵路,125279.3984375,202207
2022-07-01,2022,7,管線運輸,2341.89990234375,202207
2022-07-01,2022,7,能源部門自用,1852778.25,202207
2022-07-01,2022,7,農業部門,301612.1875,202207
2022-08-01,2022,8,全國用電量,25795322.0,202208
2022-08-01,2022,8,工業用電,13614363.0,202208
2022-08-01,2022,8,紡織成衣及服飾品製造業,425427.0,202208
2022-08-01,2022,8,紙漿、紙及紙製品製造業,290149.90625,202208
2022-08-01,2022,8,化學材料及肥料製造業,2388272.0,202208
2022-08-01,2022,8,塑膠製品製造業,470032.40625,202208
2022-08-01,2022,8,非金屬礦物製品製造業,478430.90625,202208
2022-08-01,2022,8,基本金屬製造業,1458175.5,202208
