年月,年,月,行業別,用電量,年月KEY
2024-02-01,2024,2,農業部門,232504.703125,202402
2024-03-01,2024,3,全國用電量,21967970.0,202403
2024-03-01,2024,3,工業用電,12781678.0,202403
2024-03-01,2024,3,紡織成衣及服飾品製造業,343820.6875,202403
2024-03-01,2024,3,紙漿、紙及紙製品製造業,298210.5,202403
2024-03-01,2024,3,化學材料及肥料製造業,2331494.0,202403
2024-03-01,2024,3,塑膠製品製造業,356816.40625,202403
2024-03-01,2024,3,非金屬礦物製品製造業,481365.59375,202403
2024-03-01,2024,3,基本金屬製造業,1626019.625,202403
2024-03-01,2024,3,金屬製品製造業,493859.3125,202403
2024-03-01,2024,3,電子產品及電力設備製造業,5283240.0,202403
2024-03-01,2024,3,住宅用電,3743957.0,202403
2024-03-01,2024,3,服務業用電,3546298.25,202403
2024-03-01,2024,3,運輸及倉儲業,251848.40625,202403
2024-03-01,2024,3,住宿及餐飲業,560060.375,202403
2024-03-01,2024,3,出版影音及資通訊業,320597.5,202403
2024-03-01,2024,3,金融及保險業,101223.796875,202403
2024-03-01,2024,3,不動產業,53791.5,202403
2024-03-01,2024,3,醫療保健及社會工作服務業,255042.09375,202403
2024-03-01,2024,3,藝術、娛樂及休閒服務業,106918.203125,202403
2024-03-01,2024,3,運輸用電,161357.59375,202403
2024-03-01,2024,3,公路,28309.099609375,202403
2024-03-01,2024,3,鐵路,130745.6015625,202403
2024-03-01,2024,3,管線運輸,2302.800048828125,202403
2024-03-01,2024,3,能源部門自用,1486710.0,202403
2024-03-01,2024,3,農業部門,247969.59375,202403
2024-04-01,2024,4,全國用電量,21946740.0,202404
2024-04-01,2024,4,工業用電,12588793.0,202404
2024-04-01,2024,4,紡織成衣及服飾品製造業,340688.40625,202404
2024-04-01,2024,4,紙漿、紙及紙製品製造業,254624.796875,202404
2024-04-01,2024,4,化學材料及肥料製造業,2333182.5,202404
2024-04-01,2024,4,塑膠製品製造業,355407.90625,202404
2024-04-01,2024,4,非金屬礦物製品製造業,412251.40625,202404
2024-04-01,2024,4,基本金屬製造業,1526006.75,202404
2024-04-01,2024,4,金屬製品製造業,509377.3125,202404
2024-04-01,2024,4,電子產品及電力設備製造業,5255618.5,202404
2024-04-01,2024,4,住宅用電,3651415.5,202404
2024-04-01,2024,4,服務業用電,3765651.25,202404
2024-04-01,2024,4,運輸及倉儲業,282051.8125,202404
2024-04-01,2024,4,住宿及餐飲業,588778.3125,202404
2024-04-01,2024,4,出版影音及資通訊業,316450.8125,202404
2024-04-01,2024,4,金融及保險業,109902.1015625,202404
2024-04-01,2024,4,不動產業,67855.296875,202404
2024-04-01,2024,4,醫療保健及社會工作服務業,281027.8125,202404
2024-04-01,2024,4,藝術、娛樂及休閒服務業,116515.8984375,202404
2024-04-01,2024,4,運輸用電,159972.90625,202404
2024-04-01,2024,4,公路,27935.30078125,202404
2024-04-01,2024,4,鐵路,129403.296875,202404
2024-04-01,2024,4,管線運輸,2634.300048828125,202404
2024-04-01,2024,4,能源部門自用,1519230.625,202404
2024-04-01,2024,4,農業部門,261675.09375,202404
2024-05-01,2024,5,全國用電量,24136636.0,202405
2024-05-01,2024,5,工業用電,13698851.0,202405
2024-05-01,2024,5,紡織成衣及服飾品製造業,364113.6875,202405
2024-05-01,2024,5,紙漿、紙及紙製品製造業,283249.5,202405
2024-05-01,2024,5,化學材料及肥料製造業,2576284.25,202405
2024-05-01,2024,5,塑膠製品製造業,389397.0,202405
2024-05-01,2024,5,非金屬礦物製品製造業,467201.3125,202405
2024-05-01,2024,5,基本金屬製造業,1641944.5,202405
2024-05-01,2024,5,金屬製品製造業,565865.3125,202405
2024-05-01,2024,5,電子產品及電力設備製造業,5650803.0,202405
2024-05-01,2024,5,住宅用電,4066859.25,202405
2024-05-01,2024,5,服務業用電,4363791.5,202405
2024-05-01,2024,5,運輸及倉儲業,327369.8125,202405
2024-05-01,2024,5,住宿及餐飲業,714990.5,202405
2024-05-01,2024,5,出版影音及資通訊業,353399.5,202405
2024-05-01,2024,5,金融及保險業,128809.0,202405
2024-05-01,2024,5,不動產業,75186.703125,202405
2024-05-01,2024,5,醫療保健及社會工作服務業,307311.1875,202405
2024-05-01,2024,5,藝術、娛樂及休閒服務業,135819.703125,202405
2024-05-01,2024,5,運輸用電,150410.90625,202405
2024-05-01,2024,5,公路,29710.69921875,202405
2024-05-01,2024,5,鐵路,118125.1015625,202405
2024-05-01,2024,5,管線運輸,2575.0,202405
2024-05-01,2024,5,能源部門自用,1555137.75,202405
2024-05-01,2024,5,農業部門,301585.40625,202405
2024-06-01,2024,6,全國用電量,23840448.0,202406
2024-06-01,2024,6,工業用電,13331053.0,202406
2024-06-01,2024,6,紡織成衣及服飾品製造業,345487.09375,202406
2024-06-01,2024,6,紙漿、紙及紙製品製造業,274801.09375,202406
2024-06-01,2024,6,化學材料及肥料製造業,2482422.0,202406
2024-06-01,2024,6,塑膠製品製造業,365559.0,202406
2024-06-01,2024,6,非金屬礦物製品製造業,477374.8125,202406
2024-06-01,2024,6,基本金屬製造業,1543347.75,202406
2024-06-01,2024,6,金屬製品製造業,531620.1875,202406
2024-06-01,2024,6,電子產品及電力設備製造業,5629421.0,202406
2024-06-01,2024,6,住宅用電,4297871.5,202406
2024-06-01,2024,6,服務業用電,4259214.0,202406
2024-06-01,2024,6,運輸及倉儲業,330719.0,202406
2024-06-01,2024,6,住宿及餐飲業,682129.125,202406
2024-06-01,2024,6,出版影音及資通訊業,329166.8125,202406
2024-06-01,2024,6,金融及保險業,128109.8984375,202406
2024-06-01,2024,6,不動產業,75424.296875,202406
2024-06-01,2024,6,醫療保健及社會工作服務業,319876.3125,202406
2024-06-01,2024,6,藝術、娛樂及休閒服務業,134977.09375,202406
2024-06-01,2024,6,運輸用電,150696.90625,202406
2024-06-01,2024,6,公路,30977.099609375,202406
2024-06-01,2024,6,鐵路,117242.5,202406
2024-06-01,2024,6,管線運輸,2477.300048828125,202406
2024-06-01,2024,6,能源部門自用,1525153.125,202406
2024-06-01,2024,6,農業部門,276460.0,202406
2024-07-01,2024,7,全國用電量,25677452.0,202407
2024-07-01,2024,7,工業用電,13876600.0,202407
2024-07-01,2024,7,紡織成衣及服飾品製造業,371144.6875,202407
2024-07-01,2024,7,紙漿、紙及紙製品製造業,289458.6875,202407
2024-07-01,2024,7,化學材料及肥料製造業,2546325.5,202407
2024-07-01,2024,7,塑膠製品製造業,390765.09375,202407
2024-07-01,2024,7,非金屬礦物製品製造業,481369.5,202407
2024-07-01,2024,7,基本金屬製造業,1535264.75,202407
2024-07-01,2024,7,金屬製品製造業,572666.3125,202407
2024-07-01,2024,7,電子產品及電力設備製造業,5851026.0,202407
2024-07-01,2024,7,住宅用電,4879269.5,202407
2024-07-01,2024,7,服務業用電,4816011.5,202407
2024-07-01,2024,7,運輸及倉儲業,367056.59375,202407
2024-07-01,2024,7,住宿及餐飲業,806612.5,202407
2024-07-01,2024,7,出版影音及資通訊業,367685.1875,202407
2024-07-01,2024,7,金融及保險業,151753.90625,202407
2024-07-01,2024,7,不動產業,87967.0,202407
2024-07-01,2024,7,醫療保健及社會工作服務業,360001.59375,202407
2024-07-01,2024,7,藝術、娛樂及休閒服務業,156658.203125,202407
2024-07-01,2024,7,運輸用電,155926.40625,202407
2024-07-01,2024,7,公路,32044.900390625,202407
2024-07-01,2024,7,鐵路,121365.1015625,202407
2024-07-01,2024,7,管線運輸,2516.199951171875,202407
2024-07-01,2024,7,能源部門自用,1622416.5,202407
2024-07-01,2024,7,農業部門,327227.6875,202407
2024-08-01,2024,8,全國用電量,26712914.0,202408
2024-08-01,2024,8,工業用電,13862774.0,202408
2024-08-01,2024,8,紡織成衣及服飾品製造業,383038.6875,202408
2024-08-01,2024,8,紙漿、紙及紙製品製造業,288541.5,202408
2024-08-01,2024,8,化學材料及肥料製造業,2354605.75,202408
2024-08-01,2024,8,塑膠製品製造業,403480.0,202408
2024-08-01,2024,8,非金屬礦物製品製造業,468381.0,202408
2024-08-01,2024,8,基本金屬製造業,1556437.875,202408
2024-08-01,2024,8,金屬製品製造業,598353.8125,202408
2024-08-01,2024,8,電子產品及電力設備製造業,5925640.0,202408
2024-08-01,2024,8,住宅用電,5824735.5,202408
2024-08-01,2024,8,服務業用電,4949056.0,202408
2024-08-01,2024,8,運輸及倉儲業,375536.3125,202408
2024-08-01,2024,8,住宿及餐飲業,852073.1875,202408
2024-08-01,2024,8,出版影音及資通訊業,373026.5,202408
2024-08-01,2024,8,金融及保險業,152863.796875,202408
2024-08-01,2024,8,不動產業,88518.3984375,202408
2024-08-01,2024,8,醫療保健及社會工作服務業,361211.3125,202408
2024-08-01,2024,8,藝術、娛樂及休閒服務業,164679.0,202408
2024-08-01,2024,8,運輸用電,163250.296875,202408
2024-08-01,2024,8,公路,32361.099609375,202408
2024-08-01,2024,8,鐵路,128322.6015625,202408
2024-08-01,2024,8,管線運輸,2566.39990234375,202408
2024-08-01,2024,8,能源部門自用,1571425.125,202408
2024-08-01,2024,8,農業部門,341673.1875,202408
2024-09-01,2024,9,全國用電量,27003664.0,202409
2024-09-01,2024,9,工業用電,13432527.0,202409
2024-09-01,2024,9,紡織成衣及服飾品製造業,359005.8125,202409
2024-09-01,2024,9,紙漿、紙及紙製品製造業,272076.6875,202409
2024-09-01,2024,9,化學材料及肥料製造業,2408622.0,202409
2024-09-01,2024,9,塑膠製品製造業,370059.1875,202409
2024-09-01,2024,9,非金屬礦物製品製造業,464794.1875,202409
2024-09-01,2024,9,基本金屬製造業,1482764.0,202409
2024-09-01,2024,9,金屬製品製造業,558267.875,202409
2024-09-01,2024,9,電子產品及電力設備製造業,5729978.5,202409
2024-09-01,2024,9,住宅用電,6064894.0,202409
2024-09-01,2024,9,服務業用電,4970624.0,202409
2024-09-01,2024,9,運輸及倉儲業,365440.5,202409
2024-09-01,2024,9,住宿及餐飲業,842890.125,202409
2024-09-01,2024,9,出版影音及資通訊業,374364.59375,202409
2024-09-01,2024,9,金融及保險業,150327.796875,202409
2024-09-01,2024,9,不動產業,89680.796875,202409
2024-09-01,2024,9,醫療保健及社會工作服務業,344312.90625,202409
2024-09-01,2024,9,藝術、娛樂及休閒服務業,156225.796875,202409
2024-09-01,2024,9,運輸用電,157258.40625,202409
2024-09-01,2024,9,公路,33462.80078125,202409
2024-09-01,2024,9,鐵路,121496.796875,202409
2024-09-01,2024,9,管線運輸,2298.699951171875,202409
2024-09-01,2024,9,能源部門自用,2053613.0,202409
2024-09-01,2024,9,農業部門,324746.90625,202409
2024-10-01,2024,10,全國用電量,25029548.0,202410
2024-10-01,2024,10,工業用電,13321602.0,202410
2024-10-01,2024,10,紡織成衣及服飾品製造業,344933.0,202410
2024-10-01,2024,10,紙漿、紙及紙製品製造業,279318.5,202410
2024-10-01,2024,10,化學材料及肥料製造業,2379938.0,202410
2024-10-01,2024,10,塑膠製品製造業,364268.59375,202410
2024-10-01,2024,10,非金屬礦物製品製造業,449406.59375,202410
2024-10-01,2024,10,基本金屬製造業,1492984.375,202410
2024-10-01,2024,10,金屬製品製造業,532651.1875,202410
2024-10-01,2024,10,電子產品及電力設備製造業,5769760.5,202410
2024-10-01,2024,10,住宅用電,5218939.0,202410
2024-10-01,2024,10,服務業用電,4506116.5,202410
2024-10-01,2024,10,運輸及倉儲業,332883.59375,202410
2024-10-01,2024,10,住宿及餐飲業,760235.625,202410
2024-10-01,2024,10,出版影音及資通訊業,359636.0,202410
2024-10-01,2024,10,金融及保險業,131684.90625,202410
2024-10-01,2024,10,不動產業,78888.0,202410
2024-10-01,2024,10,醫療保健及社會工作服務業,321887.1875,202410
2024-10-01,2024,10,藝術、娛樂及休閒服務業,142173.90625,202410
2024-10-01,2024,10,運輸用電,153853.203125,202410
2024-10-01,2024,10,公路,34262.6015625,202410
2024-10-01,2024,10,鐵路,117333.703125,202410
2024-10-01,2024,10,管線運輸,2256.89990234375,202410
2024-10-01,2024,10,能源部門自用,1530674.875,202410
2024-10-01,2024,10,農業部門,298360.6875,202410
2024-11-01,2024,11,全國用電量,23827738.0,202411
2024-11-01,2024,11,工業用電,12923070.0,202411
2024-11-01,2024,11,紡織成衣及服飾品製造業,320654.40625,202411
2024-11-01,2024,11,紙漿、紙及紙製品製造業,274943.8125,202411
2024-11-01,2024,11,化學材料及肥料製造業,2323699.75,202411
2024-11-01,2024,11,塑膠製品製造業,373549.6875,202411
2024-11-01,2024,11,非金屬礦物製品製造業,443355.09375,202411
2024-11-01,2024,11,基本金屬製造業,1494046.875,202411
2024-11-01,2024,11,金屬製品製造業,545431.8125,202411
2024-11-01,2024,11,電子產品及電力設備製造業,5477034.0,202411
2024-11-01,2024,11,住宅用電,4711771.0,202411
2024-11-01,2024,11,服務業用電,4281177.5,202411
2024-11-01,2024,11,運輸及倉儲業,294670.40625,202411
2024-11-01,2024,11,住宿及餐飲業,733301.875,202411
2024-11-01,2024,11,出版影音及資通訊業,356656.09375,202411
2024-11-01,2024,11,金融及保險業,122821.0,202411
2024-11-01,2024,11,不動產業,74438.5,202411
2024-11-01,2024,11,醫療保健及社會工作服務業,285660.3125,202411
2024-11-01,2024,11,藝術、娛樂及休閒服務業,134030.40625,202411
2024-11-01,2024,11,運輸用電,168728.703125,202411
2024-11-01,2024,11,公路,34928.1015625,202411
2024-11-01,2024,11,鐵路,131345.90625,202411
2024-11-01,2024,11,管線運輸,2454.699951171875,202411
2024-11-01,2024,11,能源部門自用,1454062.875,202411
2024-11-01,2024,11,農業部門,288928.5,202411
2024-12-01,2024,12,全國用電量,21913788.0,202412
2024-12-01,2024,12,工業用電,12847531.0,202412
2024-12-01,2024,12,紡織成衣及服飾品製造業,335228.5,202412
2024-12-01,2024,12,紙漿、紙及紙製品製造業,284635.90625,202412
2024-12-01,2024,12,化學材料及肥料製造業,2328597.5,202412
2024-12-01,2024,12,塑膠製品製造業,367751.0,202412
2024-12-01,2024,12,非金屬礦物製品製造業,478863.1875,202412
2024-12-01,2024,12,基本金屬製造業,1543059.5,202412
2024-12-01,2024,12,金屬製品製造業,540004.1875,202412
2024-12-01,2024,12,電子產品及電力設備製造業,5388446.5,202412
2024-12-01,2024,12,住宅用電,3492895.75,202412
2024-12-01,2024,12,服務業用電,3642008.25,202412
2024-12-01,2024,12,運輸及倉儲業,256364.40625,202412
2024-12-01,2024,12,住宿及餐飲業,600955.375,202412
2024-12-01,2024,12,出版影音及資通訊業,335107.40625,202412
2024-12-01,2024,12,金融及保險業,105183.0,202412
2024-12-01,2024,12,不動產業,63443.69921875,202412
2024-12-01,2024,12,醫療保健及社會工作服務業,251086.59375,202412
2024-12-01,2024,12,藝術、娛樂及休閒服務業,112008.796875,202412
2024-12-01,2024,12,運輸用電,175018.5,202412
2024-12-01,2024,12,公路,35690.6015625,202412
2024-12-01,2024,12,鐵路,136858.5,202412
2024-12-01,2024,12,管線運輸,2469.300048828125,202412
2024-12-01,2024,12,能源部門自用,1513738.5,202412
2024-12-01,2024,12,農業部門,242595.90625,202412
2025-01-01,2025,1,全國用電量,20822946.0,202501
2025-01-01,2025,1,工業用電,12159079.0,202501
2025-01-01,2025,1,紡織成衣及服飾品製造業,295025.6875,202501
2025-01-01,2025,1,紙漿、紙及紙製品製造業,254472.703125,202501
2025-01-01,2025,1,化學材料及肥料製造業,2272331.0,202501
2025-01-01,2025,1,塑膠製品製造業,314277.6875,202501
2025-01-01,2025,1,非金屬礦物製品製造業,464000.09375,202501
2025-01-01,2025,1,基本金屬製造業,1431335.25,202501
2025-01-01,2025,1,金屬製品製造業,459350.40625,202501
2025-01-01,2025,1,電子產品及電力設備製造業,5222676.5,202501
2025-01-01,2025,1,住宅用電,3531865.0,202501
2025-01-01,2025,1,服務業用電,3387094.0,202501
2025-01-01,2025,1,運輸及倉儲業,235998.40625,202501
2025-01-01,2025,1,住宿及餐飲業,538565.1875,202501
2025-01-01,2025,1,出版影音及資通訊業,331999.40625,202501
2025-01-01,2025,1,金融及保險業,97598.203125,202501
2025-01-01,2025,1,不動產業,57943.30078125,202501
2025-01-01,2025,1,醫療保健及社會工作服務業,232474.703125,202501
2025-01-01,2025,1,藝術、娛樂及休閒服務業,99508.3984375,202501
2025-01-01,2025,1,運輸用電,172645.203125,202501
2025-01-01,2025,1,公路,36400.19921875,202501
2025-01-01,2025,1,鐵路,133682.40625,202501
2025-01-01,2025,1,管線運輸,2562.5,202501
2025-01-01,2025,1,能源部門自用,1347344.75,202501
2025-01-01,2025,1,農業部門,224917.40625,202501
2025-02-01,2025,2,全國用電量,19883960.0,202502
2025-02-01,2025,2,工業用電,11400848.0,202502
2025-02-01,2025,2,紡織成衣及服飾品製造業,284615.0,202502
2025-02-01,2025,2,紙漿、紙及紙製品製造業,243529.703125,202502
2025-02-01,2025,2,化學材料及肥料製造業,2068316.75,202502
2025-02-01,2025,2,塑膠製品製造業,319037.09375,202502
2025-02-01,2025,2,非金屬礦物製品製造業,375211.90625,202502
2025-02-01,2025,2,基本金屬製造業,1323566.125,202502
2025-02-01,2025,2,金屬製品製造業,469298.6875,202502
2025-02-01,2025,2,電子產品及電力設備製造業,4927067.5,202502
2025-02-01,2025,2,住宅用電,3756686.5,202502
2025-02-01,2025,2,服務業用電,3151775.0,202502
2025-02-01,2025,2,運輸及倉儲業,217525.703125,202502
2025-02-01,2025,2,住宿及餐飲業,510407.09375,202502
2025-02-01,2025,2,出版影音及資通訊業,313493.5,202502
2025-02-01,2025,2,金融及保險業,86285.8984375,202502
2025-02-01,2025,2,不動產業,51984.69921875,202502
2025-02-01,2025,2,醫療保健及社會工作服務業,217472.203125,202502
2025-02-01,2025,2,藝術、娛樂及休閒服務業,95436.6015625,202502
2025-02-01,2025,2,運輸用電,157401.59375,202502
2025-02-01,2025,2,公路,37151.1015625,202502
2025-02-01,2025,2,鐵路,118048.3984375,202502
2025-02-01,2025,2,管線運輸,2202.0,202502
2025-02-01,2025,2,能源部門自用,1188779.125,202502
2025-02-01,2025,2,農業部門,228468.90625,202502
2025-03-01,2025,3,全國用電量,21982320.0,202503
2025-03-01,2025,3,工業用電,12911465.0,202503
2025-03-01,2025,3,紡織成衣及服飾品製造業,321520.8125,202503
2025-03-01,2025,3,紙漿、紙及紙製品製造業,267947.1875,202503
2025-03-01,2025,3,化學材料及肥料製造業,2309380.75,202503
2025-03-01,2025,3,塑膠製品製造業,358690.8125,202503
2025-03-01,2025,3,非金屬礦物製品製造業,469301.40625,202503
2025-03-01,2025,3,基本金屬製造業,1510775.75,202503
2025-03-01,2025,3,金屬製品製造業,524506.1875,202503
2025-03-01,2025,3,電子產品及電力設備製造業,5594609.0,202503
2025-03-01,2025,3,住宅用電,3854175.75,202503
2025-03-01,2025,3,服務業用電,3475204.75,202503
2025-03-01,2025,3,運輸及倉儲業,243219.796875,202503
2025-03-01,2025,3,住宿及餐飲業,535201.3125,202503
2025-03-01,2025,3,出版影音及資通訊業,340425.0,202503
2025-03-01,2025,3,金融及保險業,99744.3984375,202503
2025-03-01,2025,3,不動產業,60424.3984375,202503
2025-03-01,2025,3,醫療保健及社會工作服務業,250164.09375,202503
2025-03-01,2025,3,藝術、娛樂及休閒服務業,104770.1015625,202503
2025-03-01,2025,3,運輸用電,172666.90625,202503
2025-03-01,2025,3,公路,37531.8984375,202503
2025-03-01,2025,3,鐵路,132250.296875,202503
2025-03-01,2025,3,管線運輸,2884.60009765625,202503
2025-03-01,2025,3,能源部門自用,1343119.0,202503
2025-03-01,2025,3,農業部門,225687.703125,202503
2025-04-01,2025,4,全國用電量,21755672.0,202504
2025-04-01,2025,4,工業用電,12842435.0,202504
2025-04-01,2025,4,紡織成衣及服飾品製造業,308519.1875,202504
2025-04-01,2025,4,紙漿、紙及紙製品製造業,262560.5,202504
2025-04-01,2025,4,化學材料及肥料製造業,2285062.0,202504
2025-04-01,2025,4,塑膠製品製造業,349285.59375,202504
2025-04-01,2025,4,非金屬礦物製品製造業,468427.59375,202504
2025-04-01,2025,4,基本金屬製造業,1519229.25,202504
2025-04-01,2025,4,金屬製品製造業,522332.5,202504
2025-04-01,2025,4,電子產品及電力設備製造業,5549566.5,202504
2025-04-01,2025,4,住宅用電,3578716.25,202504
2025-04-01,2025,4,服務業用電,3613555.5,202504
2025-04-01,2025,4,運輸及倉儲業,259607.40625,202504
2025-04-01,2025,4,住宿及餐飲業,563839.1875,202504
2025-04-01,2025,4,出版影音及資通訊業,339225.6875,202504
2025-04-01,2025,4,金融及保險業,104325.296875,202504
2025-04-01,2025,4,不動產業,61777.19921875,202504
2025-04-01,2025,4,醫療保健及社會工作服務業,263965.6875,202504
2025-04-01,2025,4,藝術、娛樂及休閒服務業,112404.1015625,202504
2025-04-01,2025,4,運輸用電,173057.703125,202504
2025-04-01,2025,4,公路,37471.80078125,202504
2025-04-01,2025,4,鐵路,133230.796875,202504
2025-04-01,2025,4,管線運輸,2354.89990234375,202504
2025-04-01,2025,4,能源部門自用,1301633.25,202504
2025-04-01,2025,4,農業部門,246275.40625,202504
2025-05-01,2025,5,全國用電量,23416324.0,202505
2025-05-01,2025,5,工業用電,13570473.0,202505
2025-05-01,2025,5,紡織成衣及服飾品製造業,312485.40625,202505
2025-05-01,2025,5,紙漿、紙及紙製品製造業,279088.0,202505
2025-05-01,2025,5,化學材料及肥料製造業,2431346.0,202505
2025-05-01,2025,5,塑膠製品製造業,371535.8125,202505
2025-05-01,2025,5,非金屬礦物製品製造業,480203.90625,202505
2025-05-01,2025,5,基本金屬製造業,1550543.75,202505
2025-05-01,2025,5,金屬製品製造業,539960.875,202505
2025-05-01,2025,5,電子產品及電力設備製造業,5896668.5,202505
2025-05-01,2025,5,住宅用電,3765235.25,202505
2025-05-01,2025,5,服務業用電,4219967.0,202505
2025-05-01,2025,5,運輸及倉儲業,320072.59375,202505
2025-05-01,2025,5,住宿及餐飲業,664007.3125,202505
2025-05-01,2025,5,出版影音及資通訊業,371617.90625,202505
2025-05-01,2025,5,金融及保險業,123066.6015625,202505
2025-05-01,2025,5,不動產業,73908.1015625,202505
2025-05-01,2025,5,醫療保健及社會工作服務業,307296.5,202505
2025-05-01,2025,5,藝術、娛樂及休閒服務業,132199.40625,202505
2025-05-01,2025,5,運輸用電,161519.796875,202505
2025-05-01,2025,5,公路,38227.5,202505
2025-05-01,2025,5,鐵路,120855.296875,202505
2025-05-01,2025,5,管線運輸,2436.800048828125,202505
2025-05-01,2025,5,能源部門自用,1424518.75,202505
2025-05-01,2025,5,農業部門,274609.59375,202505
2025-06-01,2025,6,全國用電量,23953602.0,202506
2025-06-01,2025,6,工業用電,13308102.0,202506
2025-06-01,2025,6,紡織成衣及服飾品製造業,311468.40625,202506
2025-06-01,2025,6,紙漿、紙及紙製品製造業,262799.59375,202506
2025-06-01,2025,6,化學材料及肥料製造業,2381928.5,202506
2025-06-01,2025,6,塑膠製品製造業,371394.5,202506
2025-06-01,2025,6,非金屬礦物製品製造業,469528.59375,202506
2025-06-01,2025,6,基本金屬製造業,1370626.25,202506
2025-06-01,2025,6,金屬製品製造業,540082.0,202506
2025-06-01,2025,6,電子產品及電力設備製造業,5857629.0,202506
2025-06-01,2025,6,住宅用電,4247240.5,202506
2025-06-01,2025,6,服務業用電,4489734.5,202506
2025-06-01,2025,6,運輸及倉儲業,337310.5,202506
2025-06-01,2025,6,住宿及餐飲業,716435.3125,202506
2025-06-01,2025,6,出版影音及資通訊業,361438.0,202506
2025-06-01,2025,6,金融及保險業,129676.8984375,202506
2025-06-01,2025,6,不動產業,78862.703125,202506
2025-06-01,2025,6,醫療保健及社會工作服務業,328889.90625,202506
2025-06-01,2025,6,藝術、娛樂及休閒服務業,143300.90625,202506
2025-06-01,2025,6,運輸用電,163235.90625,202506
2025-06-01,2025,6,公路,39107.5,202506
2025-06-01,2025,6,鐵路,121690.703125,202506
2025-06-01,2025,6,管線運輸,2437.60009765625,202506
2025-06-01,2025,6,能源部門自用,1451741.75,202506
2025-06-01,2025,6,農業部門,293548.40625,202506
2025-07-01,2025,7,全國用電量,25629478.0,202507
2025-07-01,2025,7,工業用電,13826386.0,202507
2025-07-01,2025,7,紡織成衣及服飾品製造業,323414.90625,202507
2025-07-01,2025,7,紙漿、紙及紙製品製造業,277329.40625,202507
2025-07-01,2025,7,化學材料及肥料製造業,2431116.75,202507
2025-07-01,2025,7,塑膠製品製造業,382866.8125,202507
2025-07-01,2025,7,非金屬礦物製品製造業,476027.90625,202507
2025-07-01,2025,7,基本金屬製造業,1401897.875,202507
2025-07-01,2025,7,金屬製品製造業,567740.8125,202507
2025-07-01,2025,7,電子產品及電力設備製造業,6114900.0,202507
2025-07-01,2025,7,住宅用電,5034616.0,202507
2025-07-01,2025,7,服務業用電,4836614.0,202507
2025-07-01,2025,7,運輸及倉儲業,370464.90625,202507
2025-07-01,2025,7,住宿及餐飲業,813166.375,202507
2025-07-01,2025,7,出版影音及資通訊業,388251.0,202507
2025-07-01,2025,7,金融及保險業,141022.90625,202507
2025-07-01,2025,7,不動產業,89360.1015625,202507
2025-07-01,2025,7,醫療保健及社會工作服務業,352437.6875,202507
2025-07-01,2025,7,藝術、娛樂及休閒服務業,159274.796875,202507
2025-07-01,2025,7,運輸用電,168775.59375,202507
2025-07-01,2025,7,公路,40128.0,202507
2025-07-01,2025,7,鐵路,126338.796875,202507
2025-07-01,2025,7,管線運輸,2308.800048828125,202507
2025-07-01,2025,7,能源部門自用,1445871.25,202507
2025-07-01,2025,7,農業部門,317213.1875,202507
2025-08-01,2025,8,全國用電量,26177904.0,202508
2025-08-01,2025,8,工業用電,13890580.0,202508
2025-08-01,2025,8,紡織成衣及服飾品製造業,323295.90625,202508
2025-08-01,2025,8,紙漿、紙及紙製品製造業,262745.59375,202508
2025-08-01,2025,8,化學材料及肥料製造業,2377298.75,202508
2025-08-01,2025,8,塑膠製品製造業,374249.8125,202508
2025-08-01,2025,8,非金屬礦物製品製造業,475777.5,202508
2025-08-01,2025,8,基本金屬製造業,1466907.875,202508
2025-08-01,2025,8,金屬製品製造業,563337.0,202508
2025-08-01,2025,8,電子產品及電力設備製造業,6211466.0,202508
2025-08-01,2025,8,住宅用電,5431655.5,202508
2025-08-01,2025,8,服務業用電,4886755.5,202508
2025-08-01,2025,8,運輸及倉儲業,365070.09375,202508
2025-08-01,2025,8,住宿及餐飲業,838818.3125,202508
2025-08-01,2025,8,出版影音及資通訊業,396379.3125,202508
2025-08-01,2025,8,金融及保險業,149351.796875,202508
2025-08-01,2025,8,不動產業,88922.6015625,202508
2025-08-01,2025,8,醫療保健及社會工作服務業,354142.3125,202508
2025-08-01,2025,8,藝術、娛樂及休閒服務業,165262.0,202508
2025-08-01,2025,8,運輸用電,172540.0,202508
2025-08-01,2025,8,公路,40698.30078125,202508
2025-08-01,2025,8,鐵路,129414.8984375,202508
2025-08-01,2025,8,管線運輸,2426.699951171875,202508
2025-08-01,2025,8,能源部門自用,1476969.25,202508
2025-08-01,2025,8,農業部門,319403.3125,202508
2025-09-01,2025,9,全國用電量,26054922.0,202509
2025-09-01,2025,9,工業用電,13481007.0,202509
2025-09-01,2025,9,紡織成衣及服飾品製造業,315213.09375,202509
2025-09-01,2025,9,紙漿、紙及紙製品製造業,271615.90625,202509
2025-09-01,2025,9,化學材料及肥料製造業,2328658.25,202509
2025-09-01,2025,9,塑膠製品製造業,363736.1875,202509
2025-09-01,2025,9,非金屬礦物製品製造業,462598.90625,202509
2025-09-01,2025,9,基本金屬製造業,1406143.375,202509
2025-09-01,2025,9,金屬製品製造業,542844.8125,202509
2025-09-01,2025,9,電子產品及電力設備製造業,5977575.0,202509
2025-09-01,2025,9,住宅用電,5656986.0,202509
2025-09-01,2025,9,服務業用電,4914974.0,202509
2025-09-01,2025,9,運輸及倉儲業,359471.09375,202509
2025-09-01,2025,9,住宿及餐飲業,828757.125,202509
