資料期別,縣市,鄉鎮市區,住宅拍賣移轉筆數
107Q3,彰化縣,永靖鄉,1
107Q3,彰化縣,社頭鄉,1
107Q3,南投縣,,18
107Q3,南投縣,南投市,3
107Q3,南投縣,埔里鎮,4
107Q3,南投縣,草屯鎮,4
107Q3,南投縣,竹山鎮,2
107Q3,南投縣,名間鄉,1
107Q3,南投縣,鹿谷鄉,1
107Q3,南投縣,魚池鄉,1
107Q3,南投縣,水里鄉,2
107Q3,雲林縣,,26
107Q3,雲林縣,斗六市,5
107Q3,雲林縣,斗南鎮,2
107Q3,雲林縣,虎尾鎮,4
107Q3,雲林縣,西螺鎮,1
107Q3,雲林縣,土庫鎮,1
107Q3,雲林縣,北港鎮,2
107Q3,雲林縣,大埤鄉,1
107Q3,雲林縣,莿桐鄉,2
107Q3,雲林縣,崙背鄉,1
107Q3,雲林縣,台西鄉,2
107Q3,雲林縣,四湖鄉,4
107Q3,雲林縣,口湖鄉,1
107Q3,嘉義縣,,6
107Q3,嘉義縣,朴子市,2
107Q3,嘉義縣,布袋鎮,3
107Q3,嘉義縣,中埔鄉,1
107Q3,屏東縣,,32
107Q3,屏東縣,屏東市,6
107Q3,屏東縣,潮州鎮,3
107Q3,屏東縣,東港鎮,1
107Q3,屏東縣,恆春鎮,4
107Q3,屏東縣,萬丹鄉,1
107Q3,屏東縣,九如鄉,2
107Q3,屏東縣,里港鄉,2
107Q3,屏東縣,鹽埔鄉,3
107Q3,屏東縣,內埔鄉,1
107Q3,屏東縣,枋寮鄉,2
107Q3,屏東縣,新園鄉,2
107Q3,屏東縣,崁頂鄉,1
107Q3,屏東縣,林邊鄉,1
107Q3,屏東縣,枋山鄉,1
107Q3,屏東縣,三地門鄉,1
107Q3,屏東縣,來義鄉,1
107Q3,台東縣,,4
107Q3,台東縣,台東市,2
107Q3,台東縣,成功鎮,1
107Q3,台東縣,達仁鄉,1
107Q3,花蓮縣,,17
107Q3,花蓮縣,花蓮市,9
107Q3,花蓮縣,吉安鄉,5
107Q3,花蓮縣,壽豐鄉,2
107Q3,花蓮縣,光復鄉,1
107Q3,澎湖縣,,1
107Q3,澎湖縣,馬公市,1
107Q3,基隆市,,22
107Q3,基隆市,中正區,9
107Q3,基隆市,七堵區,4
107Q3,基隆市,暖暖區,1
107Q3,基隆市,仁愛區,2
107Q3,基隆市,中山區,1
107Q3,基隆市,安樂區,2
107Q3,基隆市,信義區,3
107Q3,新竹市,,8
107Q3,新竹市,新竹市,8
107Q3,嘉義市,,14
107Q3,嘉義市,嘉義市,14
107Q4,全國,,876
107Q4,新北市,,161
107Q4,新北市,板橋區,23
107Q4,新北市,三重區,17
