年,月,縣市,行政區,店面數,土地面積,超商密度,年月
2022,9,臺南市,山上區,2,27.878,0.071741,202209
2022,9,臺南市,中西區,34,6.26,5.43131,202209
2022,9,臺南市,仁德區,26,50.7664,0.51215,202209
2022,9,臺南市,六甲區,5,67.5471,0.074022,202209
2022,9,臺南市,北門區,1,44.1003,0.022676,202209
2022,9,臺南市,北區,32,10.434,3.066897,202209
2022,9,臺南市,永康區,97,40.2753,2.408424,202209
2022,9,臺南市,玉井區,3,76.3662,0.039284,202209
2022,9,臺南市,白河區,8,126.4046,0.063289,202209
2022,9,臺南市,安平區,28,11.0663,2.530204,202209
2022,9,臺南市,安定區,11,31.27,0.351775,202209
2022,9,臺南市,安南區,47,107.2016,0.438426,202209
2022,9,臺南市,西港區,6,33.7666,0.17769,202209
2022,9,臺南市,佳里區,23,38.9422,0.590619,202209
2022,9,臺南市,官田區,4,70.7953,0.056501,202209
2022,9,臺南市,東山區,4,124.9178,0.032021,202209
2022,9,臺南市,東區,60,13.4156,4.472405,202209
2022,9,臺南市,南化區,2,171.5198,0.01166,202209
2022,9,臺南市,南區,46,27.2681,1.686953,202209
2022,9,臺南市,後壁區,4,72.2189,0.055387,202209
2022,9,臺南市,柳營區,5,61.2929,0.081576,202209
2022,9,臺南市,將軍區,2,41.9796,0.047642,202209
2022,9,臺南市,麻豆區,18,53.9744,0.333491,202209
2022,9,臺南市,善化區,19,55.3097,0.34352,202209
2022,9,臺南市,新化區,11,62.0579,0.177254,202209
2022,9,臺南市,新市區,21,47.8096,0.439242,202209
2022,9,臺南市,新營區,14,38.5386,0.363272,202209
2022,9,臺南市,楠西區,3,109.6316,0.027364,202209
2022,9,臺南市,學甲區,5,53.9919,0.092606,202209
2022,9,臺南市,龍崎區,2,64.0814,0.03121,202209
2022,9,臺南市,歸仁區,17,55.7913,0.304707,202209
2022,9,臺南市,關廟區,9,53.6413,0.167781,202209
2022,9,臺南市,鹽水區,4,52.2455,0.076562,202209
2022,9,澎湖縣,七美鄉,1,6.9868,0.143127,202209
2022,9,澎湖縣,白沙鄉,2,20.0875,0.099564,202209
2022,9,澎湖縣,西嶼鄉,2,18.7148,0.106867,202209
2022,9,澎湖縣,馬公市,28,33.9918,0.823728,202209
2022,9,澎湖縣,望安鄉,1,13.7824,0.072556,202209
2022,9,澎湖縣,湖西鄉,3,33.3008,0.090088,202209
2022,10,宜蘭縣,三星鄉,7,144.2238,0.048536,202210
2022,10,宜蘭縣,大同鄉,2,657.5442,0.003042,202210
2022,10,宜蘭縣,五結鄉,12,38.8671,0.308744,202210
2022,10,宜蘭縣,冬山鄉,14,79.8573,0.175313,202210
2022,10,宜蘭縣,壯圍鄉,6,38.4769,0.155938,202210
2022,10,宜蘭縣,宜蘭市,54,29.408,1.836235,202210
2022,10,宜蘭縣,南澳鄉,3,740.652,0.00405,202210
2022,10,宜蘭縣,員山鄉,3,111.9106,0.026807,202210
2022,10,宜蘭縣,頭城鎮,12,100.893,0.118938,202210
2022,10,宜蘭縣,礁溪鄉,13,101.4278,0.12817,202210
2022,10,宜蘭縣,羅東鎮,34,11.3448,2.996968,202210
2022,10,宜蘭縣,蘇澳鎮,19,89.0196,0.213436,202210
2022,10,花蓮縣,玉里鎮,6,252.3719,0.023774,202210
2022,10,花蓮縣,光復鄉,2,157.11,0.01273,202210
2022,10,花蓮縣,吉安鄉,19,65.2582,0.291151,202210
2022,10,花蓮縣,秀林鄉,6,1641.86,0.003654,202210
2022,10,花蓮縣,卓溪鄉,1,1021.31,0.000979,202210
2022,10,花蓮縣,花蓮市,36,29.4095,1.224094,202210
2022,10,花蓮縣,富里鄉,2,176.3705,0.01134,202210
2022,10,花蓮縣,新城鄉,5,29.4095,0.170013,202210
2022,10,花蓮縣,瑞穗鄉,3,135.5862,0.022126,202210
2022,10,花蓮縣,壽豐鄉,7,218.4448,0.032045,202210
2022,10,花蓮縣,鳳林鎮,3,120.5181,0.024893,202210
2022,10,金門縣,金沙鎮,3,41.19,0.072833,202210
2022,10,金門縣,金城鎮,10,21.713,0.460554,202210
2022,10,金門縣,金湖鎮,10,41.696,0.239831,202210
2022,10,金門縣,金寧鄉,7,29.854,0.234474,202210
2022,10,金門縣,烈嶼鄉,1,16.003,0.062488,202210
2022,10,南投縣,中寮鄉,1,146.6541,0.006819,202210
2022,10,南投縣,仁愛鄉,5,1273.53,0.003926,202210
2022,10,南投縣,水里鄉,3,106.8424,0.028079,202210
2022,10,南投縣,名間鄉,6,83.0955,0.072206,202210
2022,10,南投縣,竹山鎮,16,247.3339,0.06469,202210
2022,10,南投縣,信義鄉,1,1422.42,0.000703,202210
2022,10,南投縣,南投市,26,71.6021,0.363118,202210
2022,10,南投縣,埔里鎮,32,162.2227,0.19726,202210
2022,10,南投縣,草屯鎮,20,104.0327,0.192247,202210
2022,10,南投縣,國姓鄉,2,175.7042,0.011383,202210
2022,10,南投縣,魚池鄉,9,121.3735,0.074151,202210
2022,10,南投縣,鹿谷鄉,7,141.8981,0.049331,202210
2022,10,南投縣,集集鎮,2,49.7268,0.04022,202210
2022,10,屏東縣,九如鄉,8,42.0187,0.190391,202210
2022,10,屏東縣,三地門鄉,1,196.3965,0.005092,202210
2022,10,屏東縣,內埔鄉,22,81.8554,0.268767,202210
2022,10,屏東縣,竹田鄉,2,29.0732,0.068792,202210
2022,10,屏東縣,牡丹鄉,1,181.8366,0.005499,202210
2022,10,屏東縣,車城鄉,5,49.8517,0.100297,202210
2022,10,屏東縣,里港鄉,4,68.9208,0.058038,202210
2022,10,屏東縣,佳冬鄉,5,30.9842,0.161373,202210
2022,10,屏東縣,枋山鄉,3,17.2697,0.173715,202210
2022,10,屏東縣,枋寮鄉,9,57.7347,0.155885,202210
2022,10,屏東縣,東港鎮,15,29.4635,0.509105,202210
2022,10,屏東縣,林邊鄉,3,15.6233,0.192021,202210
2022,10,屏東縣,長治鄉,10,39.8861,0.250714,202210
2022,10,屏東縣,南州鄉,3,18.97,0.158144,202210
2022,10,屏東縣,屏東市,51,65.067,0.783807,202210
2022,10,屏東縣,恆春鎮,15,136.763,0.109679,202210
2022,10,屏東縣,崁頂鄉,3,31.2659,0.095951,202210
2022,10,屏東縣,泰武鄉,1,118.6266,0.00843,202210
2022,10,屏東縣,琉球鄉,2,6.8018,0.29404,202210
2022,10,屏東縣,高樹鄉,2,90.1522,0.022185,202210
2022,10,屏東縣,新埤鄉,4,59.0102,0.067785,202210
2022,10,屏東縣,新園鄉,8,38.3109,0.208818,202210
2022,10,屏東縣,獅子鄉,1,301.0018,0.003322,202210
2022,10,屏東縣,萬丹鄉,11,57.4679,0.191411,202210
2022,10,屏東縣,萬巒鄉,5,60.7315,0.08233,202210
2022,10,屏東縣,滿州鄉,1,142.2013,0.007032,202210
2022,10,屏東縣,瑪家鄉,1,78.7008,0.012706,202210
2022,10,屏東縣,潮州鎮,18,42.4331,0.424197,202210
2022,10,屏東縣,霧臺鄉,1,278.796,0.003587,202210
2022,10,屏東縣,麟洛鄉,1,16.26,0.061501,202210
2022,10,屏東縣,鹽埔鄉,5,64.3493,0.077701,202210
2022,10,苗栗縣,三義鄉,6,69.3424,0.086527,202210
2022,10,苗栗縣,三灣鄉,2,52.2964,0.038244,202210
2022,10,苗栗縣,大湖鄉,6,90.8396,0.06605,202210
2022,10,苗栗縣,公館鄉,8,71.4523,0.111963,202210
2022,10,苗栗縣,竹南鎮,39,37.5592,1.038361,202210
2022,10,苗栗縣,西湖鄉,1,41.0758,0.024345,202210
2022,10,苗栗縣,卓蘭鎮,6,76.3153,0.078621,202210
2022,10,苗栗縣,南庄鄉,3,165.4938,0.018128,202210
2022,10,苗栗縣,後龍鎮,12,75.8079,0.158295,202210
2022,10,苗栗縣,苗栗市,37,37.8878,0.976568,202210
2022,10,苗栗縣,苑裡鎮,16,68.2473,0.234442,202210
2022,10,苗栗縣,泰安鄉,3,614.5127,0.004882,202210
2022,10,苗栗縣,通霄鎮,6,107.8486,0.055634,202210
2022,10,苗栗縣,造橋鄉,3,47.9978,0.062503,202210
2022,10,苗栗縣,獅潭鄉,2,79.4324,0.025179,202210
2022,10,苗栗縣,銅鑼鄉,7,78.3805,0.089308,202210
2022,10,苗栗縣,頭份市,50,53.3205,0.937726,202210
2022,10,苗栗縣,頭屋鄉,5,52.5046,0.09523,202210
2022,10,桃園市,八德區,87,33.7111,2.580752,202210
2022,10,桃園市,大園區,49,87.3925,0.560689,202210
2022,10,桃園市,大溪區,28,105.1206,0.266361,202210
2022,10,桃園市,中壢區,194,76.52,2.535285,202210
2022,10,桃園市,平鎮區,80,47.7532,1.67528,202210
2022,10,桃園市,桃園區,188,34.8046,5.401585,202210
2022,10,桃園市,復興區,2,350.7775,0.005702,202210
2022,10,桃園市,新屋區,15,85.0166,0.176436,202210
2022,10,桃園市,楊梅區,71,89.1229,0.796653,202210
2022,10,桃園市,龍潭區,55,75.2341,0.731051,202210
2022,10,桃園市,龜山區,104,72.0177,1.444089,202210
2022,10,桃園市,蘆竹區,94,75.5025,1.244992,202210
2022,10,桃園市,觀音區,30,87.9807,0.340984,202210
2022,10,高雄市,三民區,87,19.7866,4.396915,202210
2022,10,高雄市,大社區,11,26.5848,0.41377,202210
2022,10,高雄市,大寮區,43,71.04,0.605293,202210
2022,10,高雄市,大樹區,11,66.9811,0.164225,202210
2022,10,高雄市,小港區,37,45.4426,0.814214,202210
2022,10,高雄市,仁武區,40,36.0808,1.108623,202210
2022,10,高雄市,內門區,3,95.6224,0.031373,202210
2022,10,高雄市,六龜區,1,194.1584,0.00515,202210
2022,10,高雄市,左營區,71,19.3823,3.663136,202210
2022,10,高雄市,永安區,1,22.6141,0.04422,202210
2022,10,高雄市,田寮區,1,92.6802,0.01079,202210
2022,10,高雄市,甲仙區,1,124.034,0.008062,202210
2022,10,高雄市,杉林區,2,104.0036,0.01923,202210
2022,10,高雄市,那瑪夏區,1,252.9895,0.003953,202210
2022,10,高雄市,岡山區,36,47.9421,0.750906,202210
2022,10,高雄市,林園區,19,32.286,0.58849,202210
2022,10,高雄市,阿蓮區,4,34.6164,0.115552,202210
2022,10,高雄市,前金區,17,1.8573,9.153071,202210
2022,10,高雄市,前鎮區,56,19.1207,2.928763,202210
2022,10,高雄市,美濃區,5,120.0316,0.041656,202210
2022,10,高雄市,茄萣區,5,15.7624,0.317211,202210
2022,10,高雄市,茂林區,1,194,0.005155,202210
2022,10,高雄市,苓雅區,64,8.1522,7.850642,202210
2022,10,高雄市,桃源區,1,928.98,0.001076,202210
2022,10,高雄市,梓官區,8,11.5967,0.689851,202210
2022,10,高雄市,鳥松區,15,24.5927,0.609937,202210
2022,10,高雄市,湖內區,4,20.1615,0.198398,202210
2022,10,高雄市,新興區,31,1.9764,15.685084,202210
2022,10,高雄市,楠梓區,57,25.8276,2.206941,202210
2022,10,高雄市,路竹區,17,48.4348,0.350987,202210
2022,10,高雄市,鼓山區,67,14.7523,4.541665,202210
2022,10,高雄市,旗山區,3,94.6122,0.031708,202210
2022,10,高雄市,旗津區,4,1.7341,2.306672,202210
2022,10,高雄市,鳳山區,99,26.759,3.69969,202210
2022,10,高雄市,橋頭區,14,25.9379,0.539751,202210
2022,10,高雄市,燕巢區,7,65.395,0.107042,202210
2022,10,高雄市,彌陀區,4,14.7772,0.270687,202210
2022,10,高雄市,鹽埕區,13,1.4161,9.180142,202210
2022,10,基隆市,七堵區,24,56.2659,0.426546,202210
2022,10,基隆市,中山區,14,10.5238,1.330318,202210
2022,10,基隆市,中正區,28,10.2118,2.741926,202210
2022,10,基隆市,仁愛區,31,4.2335,7.322546,202210
2022,10,基隆市,安樂區,33,18.025,1.830791,202210
2022,10,基隆市,信義區,20,10.6706,1.874309,202210
2022,10,基隆市,暖暖區,13,22.8283,0.569469,202210
2022,10,連江縣,北竿鄉,3,9.9,0.30303,202210
2022,10,連江縣,東引鄉,1,3.8,0.263158,202210
2022,10,連江縣,南竿鄉,5,10.4,0.480769,202210
2022,10,連江縣,莒光鄉,1,4.7,0.212766,202210
2022,10,雲林縣,二崙鄉,4,59.5625,0.067156,202210
2022,10,雲林縣,口湖鄉,4,80.4612,0.049713,202210
2022,10,雲林縣,土庫鎮,8,49.0212,0.163195,202210
2022,10,雲林縣,大埤鄉,4,44.9973,0.088894,202210
2022,10,雲林縣,元長鄉,2,71.5872,0.027938,202210
2022,10,雲林縣,斗六市,46,93.7151,0.490849,202210
2022,10,雲林縣,斗南鎮,13,48.1505,0.269987,202210
2022,10,雲林縣,北港鎮,7,41.4999,0.168675,202210
2022,10,雲林縣,古坑鄉,5,166.6059,0.030011,202210
2022,10,雲林縣,四湖鄉,4,77.1189,0.051868,202210
2022,10,雲林縣,西螺鎮,17,49.7985,0.341376,202210
2022,10,雲林縣,東勢鄉,1,48.3562,0.02068,202210
2022,10,雲林縣,林內鄉,3,37.6035,0.07978,202210
2022,10,雲林縣,虎尾鎮,36,68.742,0.523697,202210
2022,10,雲林縣,崙背鄉,4,58.484,0.068395,202210
2022,10,雲林縣,麥寮鄉,12,80.1668,0.149688,202210
2022,10,雲林縣,莿桐鄉,8,50.8502,0.157325,202210
2022,10,雲林縣,臺西鄉,6,54.0983,0.110909,202210
2022,10,雲林縣,褒忠鄉,4,37.0552,0.107947,202210
2022,10,新北市,八里區,28,39.4933,0.708981,202210
2022,10,新北市,三芝區,6,65.9909,0.090922,202210
2022,10,新北市,三重區,182,16.317,11.154012,202210
2022,10,新北市,三峽區,45,191.4508,0.235047,202210
2022,10,新北市,土城區,88,29.5578,2.977217,202210
2022,10,新北市,中和區,168,20.144,8.339953,202210
2022,10,新北市,五股區,44,34.8632,1.262076,202210
2022,10,新北市,平溪區,4,71.3382,0.056071,202210
2022,10,新北市,永和區,69,5.7138,12.076027,202210
2022,10,新北市,石門區,1,51.2645,0.019507,202210
2022,10,新北市,石碇區,2,144.3498,0.013855,202210
2022,10,新北市,汐止區,101,71.2354,1.417834,202210
2022,10,新北市,坪林區,1,170.835,0.005854,202210
2022,10,新北市,林口區,69,54.1519,1.274193,202210
2022,10,新北市,板橋區,229,23.1373,9.897438,202210
2022,10,新北市,金山區,5,49.2132,0.101599,202210
2022,10,新北市,泰山區,24,19.1603,1.25259,202210
2022,10,新北市,烏來區,2,321.1306,0.006228,202210
2022,10,新北市,貢寮區,6,99.9734,0.060016,202210
2022,10,新北市,淡水區,115,70.6565,1.627593,202210
2022,10,新北市,深坑區,8,20.5787,0.388751,202210
2022,10,新北市,新店區,131,120.2255,1.089619,202210
2022,10,新北市,新莊區,157,19.7383,7.954079,202210
2022,10,新北市,瑞芳區,16,70.7336,0.226201,202210
2022,10,新北市,萬里區,4,63.3766,0.063115,202210
2022,10,新北市,樹林區,69,33.1288,2.08278,202210
2022,10,新北市,蘆洲區,83,7.4351,11.163266,202210
2022,10,新北市,鶯歌區,30,21.1248,1.420132,202210
2022,10,新竹市,北區,58,15.7267,3.687996,202210
2022,10,新竹市,東區,106,33.5768,3.156942,202210
2022,10,新竹市,香山區,32,54.8491,0.583419,202210
2022,10,新竹縣,五峰鄉,1,227.728,0.004391,202210
2022,10,新竹縣,北埔鄉,2,50.6676,0.039473,202210
2022,10,新竹縣,尖石鄉,1,527.5795,0.001895,202210
2022,10,新竹縣,竹北市,135,46.8341,2.882515,202210
2022,10,新竹縣,竹東鎮,30,53.5133,0.560608,202210
2022,10,新竹縣,芎林鄉,8,40.7858,0.196147,202210
2022,10,新竹縣,峨眉鄉,1,46.801,0.021367,202210
2022,10,新竹縣,湖口鄉,52,58.4303,0.889949,202210
2022,10,新竹縣,新埔鎮,19,72.1911,0.26319,202210
2022,10,新竹縣,新豐鄉,23,46.3496,0.496229,202210
2022,10,新竹縣,橫山鄉,3,66.3502,0.045215,202210
2022,10,新竹縣,關西鎮,5,125.5193,0.039835,202210
2022,10,新竹縣,寶山鄉,7,64.7871,0.108046,202210
2022,10,嘉義市,西區,56,29.87,1.874791,202210
2022,10,嘉義市,東區,41,30.1556,1.359615,202210
2022,10,嘉義縣,大林鎮,13,64.1663,0.202599,202210
2022,10,嘉義縣,大埔鄉,1,173.2472,0.005772,202210
2022,10,嘉義縣,中埔鄉,12,129.5016,0.092663,202210
2022,10,嘉義縣,六腳鄉,2,62.2619,0.032122,202210
2022,10,嘉義縣,太保市,10,66.8964,0.149485,202210
2022,10,嘉義縣,水上鄉,13,69.1198,0.188079,202210
2022,10,嘉義縣,布袋鎮,8,61.7307,0.129595,202210
2022,10,嘉義縣,民雄鄉,26,85.4969,0.304105,202210
2022,10,嘉義縣,朴子市,16,49.5737,0.322752,202210
2022,10,嘉義縣,竹崎鄉,1,162.2256,0.006164,202210
2022,10,嘉義縣,東石鄉,4,81.5821,0.04903,202210
2022,10,嘉義縣,梅山鄉,5,119.7571,0.041751,202210
2022,10,嘉義縣,鹿草鄉,1,54.3151,0.018411,202210
2022,10,嘉義縣,番路鄉,3,117.5269,0.025526,202210
2022,10,嘉義縣,新港鄉,6,66.0495,0.090841,202210
2022,10,嘉義縣,義竹鄉,2,79.2925,0.025223,202210
2022,10,彰化縣,二水鄉,4,29.4449,0.135847,202210
2022,10,彰化縣,二林鎮,15,92.8478,0.161555,202210
2022,10,彰化縣,大村鄉,6,30.7837,0.194908,202210
2022,10,彰化縣,大城鄉,2,63.7406,0.031377,202210
2022,10,彰化縣,北斗鎮,10,19.2547,0.519354,202210
2022,10,彰化縣,永靖鄉,10,20.6382,0.484538,202210
2022,10,彰化縣,田中鎮,10,34.6056,0.288971,202210
2022,10,彰化縣,田尾鄉,4,24.0375,0.166407,202210
2022,10,彰化縣,竹塘鄉,2,42.1662,0.047431,202210
2022,10,彰化縣,伸港鄉,1,22.3268,0.044789,202210
2022,10,彰化縣,秀水鄉,6,29.3447,0.204466,202210
2022,10,彰化縣,和美鎮,28,39.9345,0.701148,202210
2022,10,彰化縣,社頭鄉,14,36.1449,0.38733,202210
2022,10,彰化縣,芳苑鄉,6,91.3827,0.065658,202210
2022,10,彰化縣,花壇鄉,12,36.3469,0.330152,202210
2022,10,彰化縣,芬園鄉,2,38.0204,0.052603,202210
2022,10,彰化縣,員林市,35,40.038,0.87417,202210
2022,10,彰化縣,埔心鄉,8,20.9526,0.381814,202210
2022,10,彰化縣,埔鹽鄉,6,38.6081,0.155408,202210
2022,10,彰化縣,埤頭鄉,8,42.7508,0.187131,202210
2022,10,彰化縣,鹿港鎮,28,39.4625,0.709534,202210
2022,10,彰化縣,溪州鄉,6,75.831,0.079123,202210
2022,10,彰化縣,溪湖鎮,10,32.0592,0.311923,202210
2022,10,彰化縣,彰化市,71,65.6947,1.080757,202210
2022,10,彰化縣,福興鄉,12,49.8934,0.240513,202210
2022,10,彰化縣,線西鄉,4,18.0856,0.22117,202210
2022,10,臺中市,大甲區,28,58.5192,0.478475,202210
2022,10,臺中市,大安區,3,27.4045,0.109471,202210
2022,10,臺中市,大肚區,15,37.0024,0.405379,202210
2022,10,臺中市,大里區,68,28.8758,2.354913,202210
2022,10,臺中市,大雅區,29,32.4109,0.894761,202210
2022,10,臺中市,中區,21,0.8803,23.855504,202210
2022,10,臺中市,太平區,60,120.7473,0.496906,202210
2022,10,臺中市,北屯區,107,62.7034,1.706447,202210
2022,10,臺中市,北區,65,6.9376,9.369234,202210
2022,10,臺中市,外埔區,1,42.4099,0.023579,202210
2022,10,臺中市,石岡區,4,18.2105,0.219653,202210
2022,10,臺中市,后里區,24,58.9439,0.407167,202210
2022,10,臺中市,西屯區,127,39.8467,3.187215,202210
2022,10,臺中市,西區,42,5.7042,7.362996,202210
2022,10,臺中市,沙鹿區,42,40.4604,1.038052,202210
2022,10,臺中市,和平區,4,1037.8199,0.003854,202210
2022,10,臺中市,東區,31,9.2855,3.338539,202210
2022,10,臺中市,東勢區,7,117.4065,0.059622,202210
2022,10,臺中市,南屯區,67,31.2578,2.143465,202210
2022,10,臺中市,南區,46,6.8101,6.754673,202210
2022,10,臺中市,烏日區,33,43.4032,0.760313,202210
2022,10,臺中市,神岡區,20,35.0445,0.570703,202210
2022,10,臺中市,梧棲區,37,16.6049,2.228258,202210
2022,10,臺中市,清水區,23,64.1709,0.358418,202210
2022,10,臺中市,新社區,3,68.8874,0.043549,202210
2022,10,臺中市,潭子區,31,25.8497,1.19924,202210
2022,10,臺中市,龍井區,27,38.0377,0.709822,202210
2022,10,臺中市,豐原區,44,41.1845,1.068363,202210
2022,10,臺中市,霧峰區,26,98.0779,0.265095,202210
2022,10,臺北市,士林區,101,62.3682,1.619415,202210
2022,10,臺北市,大同區,53,5.6815,9.328522,202210
2022,10,臺北市,大安區,129,11.3614,11.354235,202210
2022,10,臺北市,中山區,172,13.6821,12.571169,202210
2022,10,臺北市,中正區,102,7.6071,13.408526,202210
2022,10,臺北市,內湖區,141,31.5787,4.465035,202210
2022,10,臺北市,文山區,78,31.509,2.475483,202210
2022,10,臺北市,北投區,70,56.8216,1.231926,202210
2022,10,臺北市,松山區,101,9.2878,10.874481,202210
2022,10,臺北市,信義區,94,11.2077,8.387091,202210
2022,10,臺北市,南港區,58,21.8424,2.655386,202210
2022,10,臺北市,萬華區,74,8.8522,8.359504,202210
2022,10,臺東縣,大武鄉,1,69.1454,0.014462,202210
2022,10,臺東縣,太麻里鄉,4,96.6523,0.041385,202210
2022,10,臺東縣,成功鎮,3,143.9939,0.020834,202210
2022,10,臺東縣,池上鄉,2,82.6854,0.024188,202210
2022,10,臺東縣,卑南鄉,1,412.6871,0.002423,202210
2022,10,臺東縣,東河鄉,1,210.1908,0.004758,202210
2022,10,臺東縣,海端鄉,1,880.0382,0.001136,202210
2022,10,臺東縣,達仁鄉,2,306.4454,0.006526,202210
2022,10,臺東縣,臺東市,35,109.7691,0.318851,202210
2022,10,臺東縣,關山鎮,3,58.7351,0.051077,202210
2022,10,臺東縣,蘭嶼鄉,2,48.3892,0.041332,202210
2022,10,臺南市,七股區,2,110.1492,0.018157,202210
2022,10,臺南市,下營區,2,33.5291,0.05965,202210
2022,10,臺南市,大內區,2,70.3125,0.028444,202210
2022,10,臺南市,山上區,2,27.878,0.071741,202210
2022,10,臺南市,中西區,34,6.26,5.43131,202210
2022,10,臺南市,仁德區,26,50.7664,0.51215,202210
2022,10,臺南市,六甲區,5,67.5471,0.074022,202210
2022,10,臺南市,北門區,1,44.1003,0.022676,202210
2022,10,臺南市,北區,33,10.434,3.162737,202210
2022,10,臺南市,永康區,97,40.2753,2.408424,202210
2022,10,臺南市,玉井區,3,76.3662,0.039284,202210
2022,10,臺南市,白河區,8,126.4046,0.063289,202210
2022,10,臺南市,安平區,28,11.0663,2.530204,202210
2022,10,臺南市,安定區,11,31.27,0.351775,202210
2022,10,臺南市,安南區,47,107.2016,0.438426,202210
2022,10,臺南市,西港區,6,33.7666,0.17769,202210
2022,10,臺南市,佳里區,23,38.9422,0.590619,202210
2022,10,臺南市,官田區,4,70.7953,0.056501,202210
2022,10,臺南市,東山區,4,124.9178,0.032021,202210
2022,10,臺南市,東區,60,13.4156,4.472405,202210
2022,10,臺南市,南化區,2,171.5198,0.01166,202210
2022,10,臺南市,南區,46,27.2681,1.686953,202210
2022,10,臺南市,後壁區,4,72.2189,0.055387,202210
2022,10,臺南市,柳營區,5,61.2929,0.081576,202210
2022,10,臺南市,將軍區,2,41.9796,0.047642,202210
2022,10,臺南市,麻豆區,18,53.9744,0.333491,202210
2022,10,臺南市,善化區,19,55.3097,0.34352,202210
2022,10,臺南市,新化區,11,62.0579,0.177254,202210
2022,10,臺南市,新市區,21,47.8096,0.439242,202210
2022,10,臺南市,新營區,15,38.5386,0.38922,202210
2022,10,臺南市,楠西區,3,109.6316,0.027364,202210
2022,10,臺南市,學甲區,5,53.9919,0.092606,202210
2022,10,臺南市,龍崎區,2,64.0814,0.03121,202210
2022,10,臺南市,歸仁區,17,55.7913,0.304707,202210
2022,10,臺南市,關廟區,9,53.6413,0.167781,202210
2022,10,臺南市,鹽水區,4,52.2455,0.076562,202210
2022,10,澎湖縣,七美鄉,1,6.9868,0.143127,202210
2022,10,澎湖縣,白沙鄉,2,20.0875,0.099564,202210
2022,10,澎湖縣,西嶼鄉,2,18.7148,0.106867,202210
2022,10,澎湖縣,馬公市,28,33.9918,0.823728,202210
2022,10,澎湖縣,望安鄉,1,13.7824,0.072556,202210
2022,10,澎湖縣,湖西鄉,3,33.3008,0.090088,202210
2022,11,宜蘭縣,三星鄉,7,144.2238,0.048536,202211
2022,11,宜蘭縣,大同鄉,2,657.5442,0.003042,202211
2022,11,宜蘭縣,五結鄉,12,38.8671,0.308744,202211
2022,11,宜蘭縣,冬山鄉,14,79.8573,0.175313,202211
2022,11,宜蘭縣,壯圍鄉,6,38.4769,0.155938,202211
2022,11,宜蘭縣,宜蘭市,54,29.408,1.836235,202211
2022,11,宜蘭縣,南澳鄉,3,740.652,0.00405,202211
2022,11,宜蘭縣,員山鄉,3,111.9106,0.026807,202211
2022,11,宜蘭縣,頭城鎮,12,100.893,0.118938,202211
2022,11,宜蘭縣,礁溪鄉,13,101.4278,0.12817,202211
2022,11,宜蘭縣,羅東鎮,34,11.3448,2.996968,202211
2022,11,宜蘭縣,蘇澳鎮,19,89.0196,0.213436,202211
2022,11,花蓮縣,玉里鎮,7,252.3719,0.027737,202211
2022,11,花蓮縣,光復鄉,2,157.11,0.01273,202211
2022,11,花蓮縣,吉安鄉,19,65.2582,0.291151,202211
2022,11,花蓮縣,秀林鄉,6,1641.86,0.003654,202211
2022,11,花蓮縣,卓溪鄉,1,1021.31,0.000979,202211
2022,11,花蓮縣,花蓮市,36,29.4095,1.224094,202211
2022,11,花蓮縣,富里鄉,2,176.3705,0.01134,202211
2022,11,花蓮縣,新城鄉,5,29.4095,0.170013,202211
2022,11,花蓮縣,瑞穗鄉,3,135.5862,0.022126,202211
2022,11,花蓮縣,壽豐鄉,7,218.4448,0.032045,202211
2022,11,花蓮縣,鳳林鎮,3,120.5181,0.024893,202211
2022,11,金門縣,金沙鎮,3,41.19,0.072833,202211
2022,11,金門縣,金城鎮,12,21.713,0.552664,202211
2022,11,金門縣,金湖鎮,11,41.696,0.263814,202211
2022,11,金門縣,金寧鄉,7,29.854,0.234474,202211
2022,11,金門縣,烈嶼鄉,1,16.003,0.062488,202211
2022,11,南投縣,中寮鄉,1,146.6541,0.006819,202211
2022,11,南投縣,仁愛鄉,5,1273.53,0.003926,202211
2022,11,南投縣,水里鄉,3,106.8424,0.028079,202211
2022,11,南投縣,名間鄉,6,83.0955,0.072206,202211
2022,11,南投縣,竹山鎮,17,247.3339,0.068733,202211
2022,11,南投縣,信義鄉,1,1422.42,0.000703,202211
2022,11,南投縣,南投市,26,71.6021,0.363118,202211
2022,11,南投縣,埔里鎮,32,162.2227,0.19726,202211
2022,11,南投縣,草屯鎮,20,104.0327,0.192247,202211
2022,11,南投縣,國姓鄉,2,175.7042,0.011383,202211
2022,11,南投縣,魚池鄉,9,121.3735,0.074151,202211
2022,11,南投縣,鹿谷鄉,7,141.8981,0.049331,202211
2022,11,南投縣,集集鎮,2,49.7268,0.04022,202211
2022,11,屏東縣,九如鄉,9,42.0187,0.21419,202211
2022,11,屏東縣,三地門鄉,1,196.3965,0.005092,202211
2022,11,屏東縣,內埔鄉,22,81.8554,0.268767,202211
2022,11,屏東縣,竹田鄉,2,29.0732,0.068792,202211
2022,11,屏東縣,牡丹鄉,1,181.8366,0.005499,202211
2022,11,屏東縣,車城鄉,5,49.8517,0.100297,202211
2022,11,屏東縣,里港鄉,4,68.9208,0.058038,202211
2022,11,屏東縣,佳冬鄉,5,30.9842,0.161373,202211
2022,11,屏東縣,枋山鄉,3,17.2697,0.173715,202211
2022,11,屏東縣,枋寮鄉,10,57.7347,0.173206,202211
2022,11,屏東縣,東港鎮,15,29.4635,0.509105,202211
