年,月,縣市,行政區,店面數,土地面積,超商密度
2018,7,彰化縣,花壇鄉,8,36.3469,0.220101
2018,7,彰化縣,芬園鄉,2,38.0204,0.052603
2018,7,彰化縣,員林市,26,40.038,0.649383
2018,7,彰化縣,埔心鄉,5,20.9526,0.238634
2018,7,彰化縣,埔鹽鄉,1,38.6081,0.025901
2018,7,彰化縣,埤頭鄉,6,42.7508,0.140348
2018,7,彰化縣,鹿港鎮,11,39.4625,0.278746
2018,7,彰化縣,溪州鄉,3,75.831,0.039562
2018,7,彰化縣,溪湖鎮,6,32.0592,0.187154
2018,7,彰化縣,彰化市,45,65.6947,0.684987
2018,7,彰化縣,福興鄉,10,49.8934,0.200427
2018,7,彰化縣,線西鄉,1,18.0856,0.055293
2018,7,臺中市,大甲區,12,58.5192,0.205061
2018,7,臺中市,大安區,2,27.4045,0.072981
2018,7,臺中市,大肚區,11,37.0024,0.297278
2018,7,臺中市,大里區,47,28.8758,1.627661
2018,7,臺中市,大雅區,16,32.4109,0.493661
2018,7,臺中市,中區,13,0.8803,14.767693
2018,7,臺中市,太平區,38,120.7473,0.314707
2018,7,臺中市,北屯區,59,62.7034,0.940938
2018,7,臺中市,北區,41,6.9376,5.909825
2018,7,臺中市,外埔區,1,42.4099,0.023579
2018,7,臺中市,石岡區,2,18.2105,0.109827
2018,7,臺中市,后里區,8,58.9439,0.135722
2018,7,臺中市,西屯區,76,39.8467,1.90731
2018,7,臺中市,西區,29,5.7042,5.083973
2018,7,臺中市,沙鹿區,19,40.4604,0.469595
2018,7,臺中市,和平區,3,1037.8199,0.002891
2018,7,臺中市,東區,14,9.2855,1.507727
2018,7,臺中市,東勢區,3,117.4065,0.025552
2018,7,臺中市,南屯區,37,31.2578,1.183705
2018,7,臺中市,南區,29,6.8101,4.258381
2018,7,臺中市,烏日區,20,43.4032,0.460796
2018,7,臺中市,神岡區,11,35.0445,0.313887
2018,7,臺中市,梧棲區,19,16.6049,1.144241
2018,7,臺中市,清水區,13,64.1709,0.202584
2018,7,臺中市,新社區,2,68.8874,0.029033
2018,7,臺中市,潭子區,19,25.8497,0.735018
2018,7,臺中市,龍井區,17,38.0377,0.446925
2018,7,臺中市,豐原區,28,41.1845,0.679867
2018,7,臺中市,霧峰區,14,98.0779,0.142744
2018,7,臺北市,士林區,68,62.3682,1.090299
2018,7,臺北市,大同區,34,5.6815,5.984335
2018,7,臺北市,大安區,87,11.3614,7.657507
2018,7,臺北市,中山區,112,13.6821,8.185878
2018,7,臺北市,中正區,66,7.6071,8.676105
2018,7,臺北市,內湖區,89,31.5787,2.818355
2018,7,臺北市,文山區,47,31.509,1.491637
2018,7,臺北市,北投區,53,56.8216,0.932744
2018,7,臺北市,松山區,69,9.2878,7.429101
2018,7,臺北市,信義區,62,11.2077,5.531911
2018,7,臺北市,南港區,39,21.8424,1.785518
2018,7,臺北市,萬華區,55,8.8522,6.213145
2018,7,臺東縣,大武鄉,1,69.1454,0.014462
2018,7,臺東縣,太麻里鄉,3,96.6523,0.031039
2018,7,臺東縣,池上鄉,1,82.6854,0.012094
2018,7,臺東縣,卑南鄉,1,412.6871,0.002423
2018,7,臺東縣,東河鄉,1,210.1908,0.004758
2018,7,臺東縣,達仁鄉,1,306.4454,0.003263
2018,7,臺東縣,臺東市,24,109.7691,0.218641
2018,7,臺東縣,關山鎮,3,58.7351,0.051077
2018,7,臺東縣,蘭嶼鄉,2,48.3892,0.041332
2018,7,臺南市,七股區,1,110.1492,0.009079
2018,7,臺南市,下營區,2,33.5291,0.05965
2018,7,臺南市,大內區,1,70.3125,0.014222
2018,7,臺南市,中西區,17,6.26,2.715655
2018,7,臺南市,仁德區,12,50.7664,0.236377
2018,7,臺南市,六甲區,4,67.5471,0.059218
2018,7,臺南市,北門區,1,44.1003,0.022676
2018,7,臺南市,北區,21,10.434,2.012651
2018,7,臺南市,永康區,67,40.2753,1.663551
2018,7,臺南市,玉井區,2,76.3662,0.02619
2018,7,臺南市,白河區,7,126.4046,0.055378
2018,7,臺南市,安平區,18,11.0663,1.62656
2018,7,臺南市,安定區,8,31.27,0.255836
2018,7,臺南市,安南區,25,107.2016,0.233205
2018,7,臺南市,西港區,4,33.7666,0.11846
2018,7,臺南市,佳里區,17,38.9422,0.436544
2018,7,臺南市,官田區,4,70.7953,0.056501
2018,7,臺南市,東山區,1,124.9178,0.008005
2018,7,臺南市,東區,38,13.4156,2.832523
2018,7,臺南市,南化區,1,171.5198,0.00583
2018,7,臺南市,南區,29,27.2681,1.063514
2018,7,臺南市,後壁區,3,72.2189,0.04154
2018,7,臺南市,柳營區,4,61.2929,0.06526
2018,7,臺南市,將軍區,1,41.9796,0.023821
2018,7,臺南市,麻豆區,12,53.9744,0.222328
2018,7,臺南市,善化區,8,55.3097,0.14464
2018,7,臺南市,新化區,7,62.0579,0.112798
2018,7,臺南市,新市區,13,47.8096,0.271912
2018,7,臺南市,新營區,8,38.5386,0.207584
2018,7,臺南市,楠西區,1,109.6316,0.009121
2018,7,臺南市,學甲區,4,53.9919,0.074085
2018,7,臺南市,歸仁區,5,55.7913,0.08962
2018,7,臺南市,關廟區,6,53.6413,0.111854
2018,7,臺南市,鹽水區,4,52.2455,0.076562
2018,7,澎湖縣,七美鄉,1,6.9868,0.143127
2018,7,澎湖縣,西嶼鄉,2,18.7148,0.106867
2018,7,澎湖縣,馬公市,12,33.9918,0.353026
2018,7,澎湖縣,湖西鄉,3,33.3008,0.090088
2018,8,宜蘭縣,三星鄉,3,144.2238,0.020801
2018,8,宜蘭縣,五結鄉,9,38.8671,0.231558
2018,8,宜蘭縣,冬山鄉,6,79.8573,0.075134
2018,8,宜蘭縣,壯圍鄉,3,38.4769,0.077969
2018,8,宜蘭縣,宜蘭市,39,29.408,1.32617
2018,8,宜蘭縣,南澳鄉,2,740.652,0.0027
2018,8,宜蘭縣,員山鄉,1,111.9106,0.008936
2018,8,宜蘭縣,頭城鎮,7,100.893,0.06938
2018,8,宜蘭縣,礁溪鄉,8,101.4278,0.078874
2018,8,宜蘭縣,羅東鎮,27,11.3448,2.379945
2018,8,宜蘭縣,蘇澳鎮,12,89.0196,0.134802
2018,8,花蓮縣,玉里鎮,4,252.3719,0.01585
2018,8,花蓮縣,光復鄉,2,157.11,0.01273
2018,8,花蓮縣,吉安鄉,10,65.2582,0.153237
2018,8,花蓮縣,秀林鄉,3,1641.86,0.001827
2018,8,花蓮縣,花蓮市,25,29.4095,0.850065
2018,8,花蓮縣,新城鄉,3,29.4095,0.102008
2018,8,花蓮縣,瑞穗鄉,1,135.5862,0.007375
2018,8,花蓮縣,壽豐鄉,4,218.4448,0.018311
2018,8,花蓮縣,鳳林鎮,2,120.5181,0.016595
2018,8,金門縣,金沙鎮,2,41.19,0.048555
2018,8,金門縣,金城鎮,4,21.713,0.184221
2018,8,金門縣,金湖鎮,5,41.696,0.119916
2018,8,金門縣,金寧鄉,3,29.854,0.100489
2018,8,南投縣,仁愛鄉,5,1273.53,0.003926
2018,8,南投縣,水里鄉,2,106.8424,0.018719
2018,8,南投縣,名間鄉,3,83.0955,0.036103
2018,8,南投縣,竹山鎮,8,247.3339,0.032345
2018,8,南投縣,信義鄉,1,1422.42,0.000703
2018,8,南投縣,南投市,17,71.6021,0.237423
2018,8,南投縣,埔里鎮,25,162.2227,0.154109
2018,8,南投縣,草屯鎮,14,104.0327,0.134573
2018,8,南投縣,國姓鄉,2,175.7042,0.011383
2018,8,南投縣,魚池鄉,6,121.3735,0.049434
2018,8,南投縣,鹿谷鄉,4,141.8981,0.028189
2018,8,南投縣,集集鎮,2,49.7268,0.04022
2018,8,屏東縣,九如鄉,7,42.0187,0.166592
2018,8,屏東縣,三地門鄉,1,196.3965,0.005092
2018,8,屏東縣,內埔鄉,18,81.8554,0.2199
2018,8,屏東縣,車城鄉,4,49.8517,0.080238
2018,8,屏東縣,里港鄉,2,68.9208,0.029019
2018,8,屏東縣,佳冬鄉,3,30.9842,0.096824
2018,8,屏東縣,枋山鄉,2,17.2697,0.11581
2018,8,屏東縣,枋寮鄉,5,57.7347,0.086603
2018,8,屏東縣,東港鎮,9,29.4635,0.305463
2018,8,屏東縣,林邊鄉,2,15.6233,0.128014
2018,8,屏東縣,長治鄉,7,39.8861,0.1755
2018,8,屏東縣,南州鄉,2,18.97,0.10543
2018,8,屏東縣,屏東市,35,65.067,0.537907
2018,8,屏東縣,恆春鎮,10,136.763,0.073119
2018,8,屏東縣,崁頂鄉,2,31.2659,0.063967
2018,8,屏東縣,琉球鄉,2,6.8018,0.29404
2018,8,屏東縣,高樹鄉,2,90.1522,0.022185
2018,8,屏東縣,新埤鄉,2,59.0102,0.033892
2018,8,屏東縣,新園鄉,5,38.3109,0.130511
2018,8,屏東縣,萬丹鄉,9,57.4679,0.156609
2018,8,屏東縣,萬巒鄉,4,60.7315,0.065864
2018,8,屏東縣,潮州鎮,12,42.4331,0.282798
2018,8,屏東縣,麟洛鄉,1,16.26,0.061501
2018,8,屏東縣,鹽埔鄉,4,64.3493,0.062161
2018,8,苗栗縣,三義鄉,3,69.3424,0.043264
2018,8,苗栗縣,三灣鄉,2,52.2964,0.038244
2018,8,苗栗縣,大湖鄉,4,90.8396,0.044034
2018,8,苗栗縣,公館鄉,6,71.4523,0.083972
2018,8,苗栗縣,竹南鎮,25,37.5592,0.665616
2018,8,苗栗縣,卓蘭鎮,4,76.3153,0.052414
2018,8,苗栗縣,南庄鄉,2,165.4938,0.012085
2018,8,苗栗縣,後龍鎮,9,75.8079,0.118721
2018,8,苗栗縣,苗栗市,27,37.8878,0.71263
2018,8,苗栗縣,苑裡鎮,8,68.2473,0.117221
2018,8,苗栗縣,泰安鄉,2,614.5127,0.003255
2018,8,苗栗縣,通霄鎮,1,107.8486,0.009272
2018,8,苗栗縣,造橋鄉,1,47.9978,0.020834
2018,8,苗栗縣,銅鑼鄉,2,78.3805,0.025517
2018,8,苗栗縣,頭份市,35,53.3205,0.656408
2018,8,苗栗縣,頭屋鄉,2,52.5046,0.038092
2018,8,桃園市,八德區,63,33.7111,1.868821
2018,8,桃園市,大園區,28,87.3925,0.320394
2018,8,桃園市,大溪區,18,105.1206,0.171232
2018,8,桃園市,中壢區,127,76.52,1.659697
2018,8,桃園市,平鎮區,57,47.7532,1.193637
2018,8,桃園市,桃園區,111,34.8046,3.189234
2018,8,桃園市,新屋區,12,85.0166,0.141149
2018,8,桃園市,楊梅區,44,89.1229,0.4937
2018,8,桃園市,龍潭區,38,75.2341,0.50509
2018,8,桃園市,龜山區,58,72.0177,0.805358
2018,8,桃園市,蘆竹區,62,75.5025,0.821165
2018,8,桃園市,觀音區,15,87.9807,0.170492
2018,8,高雄市,三民區,62,19.7866,3.133434
2018,8,高雄市,大社區,5,26.5848,0.188077
2018,8,高雄市,大寮區,25,71.04,0.351914
2018,8,高雄市,大樹區,7,66.9811,0.104507
2018,8,高雄市,小港區,20,45.4426,0.440116
2018,8,高雄市,仁武區,26,36.0808,0.720605
2018,8,高雄市,內門區,2,95.6224,0.020916
2018,8,高雄市,六龜區,1,194.1584,0.00515
2018,8,高雄市,左營區,40,19.3823,2.063739
2018,8,高雄市,永安區,1,22.6141,0.04422
2018,8,高雄市,甲仙區,1,124.034,0.008062
2018,8,高雄市,杉林區,2,104.0036,0.01923
2018,8,高雄市,岡山區,24,47.9421,0.500604
2018,8,高雄市,林園區,13,32.286,0.402651
2018,8,高雄市,阿蓮區,2,34.6164,0.057776
2018,8,高雄市,前金區,13,1.8573,6.999408
2018,8,高雄市,前鎮區,32,19.1207,1.673579
2018,8,高雄市,美濃區,5,120.0316,0.041656
2018,8,高雄市,茄萣區,5,15.7624,0.317211
2018,8,高雄市,苓雅區,40,8.1522,4.906651
2018,8,高雄市,梓官區,5,11.5967,0.431157
2018,8,高雄市,鳥松區,13,24.5927,0.528612
2018,8,高雄市,湖內區,2,20.1615,0.099199
2018,8,高雄市,新興區,15,1.9764,7.589557
2018,8,高雄市,楠梓區,36,25.8276,1.393858
2018,8,高雄市,路竹區,11,48.4348,0.227109
2018,8,高雄市,鼓山區,39,14.7523,2.643656
2018,8,高雄市,旗山區,3,94.6122,0.031708
2018,8,高雄市,旗津區,2,1.7341,1.153336
2018,8,高雄市,鳳山區,72,26.759,2.690683
2018,8,高雄市,橋頭區,6,25.9379,0.231322
2018,8,高雄市,燕巢區,4,65.395,0.061167
2018,8,高雄市,彌陀區,1,14.7772,0.067672
2018,8,高雄市,鹽埕區,9,1.4161,6.355483
2018,8,基隆市,七堵區,20,56.2659,0.355455
2018,8,基隆市,中山區,12,10.5238,1.140273
2018,8,基隆市,中正區,21,10.2118,2.056445
2018,8,基隆市,仁愛區,23,4.2335,5.432857
2018,8,基隆市,安樂區,25,18.025,1.386963
2018,8,基隆市,信義區,13,10.6706,1.218301
2018,8,基隆市,暖暖區,11,22.8283,0.481858
2018,8,連江縣,北竿鄉,1,9.9,0.10101
2018,8,連江縣,東引鄉,1,3.8,0.263158
2018,8,連江縣,南竿鄉,2,10.4,0.192308
2018,8,雲林縣,二崙鄉,3,59.5625,0.050367
2018,8,雲林縣,口湖鄉,2,80.4612,0.024857
2018,8,雲林縣,土庫鎮,3,49.0212,0.061198
2018,8,雲林縣,大埤鄉,3,44.9973,0.066671
2018,8,雲林縣,斗六市,30,93.7151,0.320119
2018,8,雲林縣,斗南鎮,8,48.1505,0.166146
2018,8,雲林縣,北港鎮,5,41.4999,0.120482
2018,8,雲林縣,古坑鄉,3,166.6059,0.018007
2018,8,雲林縣,四湖鄉,1,77.1189,0.012967
2018,8,雲林縣,西螺鎮,11,49.7985,0.22089
2018,8,雲林縣,東勢鄉,1,48.3562,0.02068
2018,8,雲林縣,林內鄉,1,37.6035,0.026593
2018,8,雲林縣,虎尾鎮,23,68.742,0.334584
2018,8,雲林縣,崙背鄉,3,58.484,0.051296
2018,8,雲林縣,麥寮鄉,9,80.1668,0.112266
2018,8,雲林縣,莿桐鄉,5,50.8502,0.098328
2018,8,雲林縣,臺西鄉,4,54.0983,0.073939
2018,8,雲林縣,褒忠鄉,2,37.0552,0.053974
2018,8,新北市,八里區,17,39.4933,0.430453
2018,8,新北市,三芝區,4,65.9909,0.060614
2018,8,新北市,三重區,125,16.317,7.660722
2018,8,新北市,三峽區,36,191.4508,0.188038
2018,8,新北市,土城區,65,29.5578,2.199081
2018,8,新北市,中和區,122,20.144,6.056394
2018,8,新北市,五股區,33,34.8632,0.946557
2018,8,新北市,平溪區,3,71.3382,0.042053
2018,8,新北市,永和區,51,5.7138,8.925759
2018,8,新北市,石門區,1,51.2645,0.019507
2018,8,新北市,石碇區,1,144.3498,0.006928
2018,8,新北市,汐止區,69,71.2354,0.96862
2018,8,新北市,坪林區,1,170.835,0.005854
2018,8,新北市,林口區,43,54.1519,0.794063
2018,8,新北市,板橋區,155,23.1373,6.699139
2018,8,新北市,金山區,5,49.2132,0.101599
2018,8,新北市,泰山區,18,19.1603,0.939443
2018,8,新北市,烏來區,2,321.1306,0.006228
2018,8,新北市,貢寮區,3,99.9734,0.030008
2018,8,新北市,淡水區,69,70.6565,0.976556
2018,8,新北市,深坑區,5,20.5787,0.24297
2018,8,新北市,新店區,86,120.2255,0.715322
2018,8,新北市,新莊區,102,19.7383,5.167618
2018,8,新北市,瑞芳區,8,70.7336,0.1131
2018,8,新北市,萬里區,2,63.3766,0.031557
2018,8,新北市,樹林區,51,33.1288,1.539446
2018,8,新北市,蘆洲區,59,7.4351,7.935334
2018,8,新北市,鶯歌區,18,21.1248,0.852079
2018,8,新竹市,北區,40,15.7267,2.543445
2018,8,新竹市,東區,76,33.5768,2.263468
2018,8,新竹市,香山區,23,54.8491,0.419332
2018,8,新竹縣,北埔鄉,1,50.6676,0.019736
2018,8,新竹縣,尖石鄉,1,527.5795,0.001895
2018,8,新竹縣,竹北市,85,46.8341,1.814917
2018,8,新竹縣,竹東鎮,24,53.5133,0.448487
2018,8,新竹縣,芎林鄉,6,40.7858,0.14711
2018,8,新竹縣,湖口鄉,36,58.4303,0.616119
2018,8,新竹縣,新埔鎮,14,72.1911,0.19393
2018,8,新竹縣,新豐鄉,19,46.3496,0.409928
2018,8,新竹縣,橫山鄉,2,66.3502,0.030143
2018,8,新竹縣,關西鎮,5,125.5193,0.039835
2018,8,新竹縣,寶山鄉,3,64.7871,0.046306
2018,8,嘉義市,西區,36,29.87,1.205223
2018,8,嘉義市,東區,30,30.1556,0.99484
2018,8,嘉義縣,大林鎮,10,64.1663,0.155845
2018,8,嘉義縣,大埔鄉,1,173.2472,0.005772
2018,8,嘉義縣,中埔鄉,8,129.5016,0.061775
2018,8,嘉義縣,六腳鄉,2,62.2619,0.032122
2018,8,嘉義縣,太保市,4,66.8964,0.059794
2018,8,嘉義縣,水上鄉,8,69.1198,0.115741
2018,8,嘉義縣,布袋鎮,6,61.7307,0.097196
2018,8,嘉義縣,民雄鄉,13,85.4969,0.152052
2018,8,嘉義縣,朴子市,9,49.5737,0.181548
2018,8,嘉義縣,竹崎鄉,1,162.2256,0.006164
2018,8,嘉義縣,東石鄉,2,81.5821,0.024515
2018,8,嘉義縣,梅山鄉,3,119.7571,0.025051
2018,8,嘉義縣,鹿草鄉,1,54.3151,0.018411
2018,8,嘉義縣,番路鄉,1,117.5269,0.008509
2018,8,嘉義縣,新港鄉,4,66.0495,0.060561
2018,8,嘉義縣,義竹鄉,2,79.2925,0.025223
2018,8,彰化縣,二水鄉,1,29.4449,0.033962
2018,8,彰化縣,二林鎮,12,92.8478,0.129244
2018,8,彰化縣,大村鄉,5,30.7837,0.162424
2018,8,彰化縣,大城鄉,2,63.7406,0.031377
2018,8,彰化縣,北斗鎮,4,19.2547,0.207741
2018,8,彰化縣,永靖鄉,6,20.6382,0.290723
2018,8,彰化縣,田中鎮,9,34.6056,0.260074
2018,8,彰化縣,竹塘鄉,2,42.1662,0.047431
2018,8,彰化縣,伸港鄉,1,22.3268,0.044789
2018,8,彰化縣,秀水鄉,3,29.3447,0.102233
2018,8,彰化縣,和美鎮,21,39.9345,0.525861
2018,8,彰化縣,社頭鄉,9,36.1449,0.248998
2018,8,彰化縣,芳苑鄉,4,91.3827,0.043772
2018,8,彰化縣,花壇鄉,8,36.3469,0.220101
2018,8,彰化縣,芬園鄉,2,38.0204,0.052603
2018,8,彰化縣,員林市,26,40.038,0.649383
2018,8,彰化縣,埔心鄉,5,20.9526,0.238634
2018,8,彰化縣,埔鹽鄉,1,38.6081,0.025901
2018,8,彰化縣,埤頭鄉,6,42.7508,0.140348
2018,8,彰化縣,鹿港鎮,11,39.4625,0.278746
2018,8,彰化縣,溪州鄉,3,75.831,0.039562
2018,8,彰化縣,溪湖鎮,6,32.0592,0.187154
2018,8,彰化縣,彰化市,46,65.6947,0.700209
2018,8,彰化縣,福興鄉,10,49.8934,0.200427
2018,8,彰化縣,線西鄉,1,18.0856,0.055293
2018,8,臺中市,大甲區,13,58.5192,0.222149
2018,8,臺中市,大安區,2,27.4045,0.072981
2018,8,臺中市,大肚區,11,37.0024,0.297278
2018,8,臺中市,大里區,47,28.8758,1.627661
2018,8,臺中市,大雅區,16,32.4109,0.493661
2018,8,臺中市,中區,14,0.8803,15.903669
2018,8,臺中市,太平區,38,120.7473,0.314707
2018,8,臺中市,北屯區,59,62.7034,0.940938
2018,8,臺中市,北區,41,6.9376,5.909825
2018,8,臺中市,外埔區,1,42.4099,0.023579
2018,8,臺中市,石岡區,2,18.2105,0.109827
2018,8,臺中市,后里區,8,58.9439,0.135722
2018,8,臺中市,西屯區,77,39.8467,1.932406
2018,8,臺中市,西區,30,5.7042,5.259283
2018,8,臺中市,沙鹿區,19,40.4604,0.469595
2018,8,臺中市,和平區,3,1037.8199,0.002891
2018,8,臺中市,東區,14,9.2855,1.507727
2018,8,臺中市,東勢區,3,117.4065,0.025552
2018,8,臺中市,南屯區,38,31.2578,1.215697
2018,8,臺中市,南區,29,6.8101,4.258381
2018,8,臺中市,烏日區,20,43.4032,0.460796
2018,8,臺中市,神岡區,11,35.0445,0.313887
2018,8,臺中市,梧棲區,20,16.6049,1.204464
2018,8,臺中市,清水區,13,64.1709,0.202584
2018,8,臺中市,新社區,2,68.8874,0.029033
2018,8,臺中市,潭子區,19,25.8497,0.735018
2018,8,臺中市,龍井區,18,38.0377,0.473215
2018,8,臺中市,豐原區,28,41.1845,0.679867
2018,8,臺中市,霧峰區,14,98.0779,0.142744
2018,8,臺北市,士林區,69,62.3682,1.106333
2018,8,臺北市,大同區,34,5.6815,5.984335
2018,8,臺北市,大安區,87,11.3614,7.657507
2018,8,臺北市,中山區,113,13.6821,8.258966
2018,8,臺北市,中正區,67,7.6071,8.807561
2018,8,臺北市,內湖區,90,31.5787,2.850022
2018,8,臺北市,文山區,47,31.509,1.491637
2018,8,臺北市,北投區,53,56.8216,0.932744
2018,8,臺北市,松山區,71,9.2878,7.644437
2018,8,臺北市,信義區,62,11.2077,5.531911
2018,8,臺北市,南港區,39,21.8424,1.785518
2018,8,臺北市,萬華區,55,8.8522,6.213145
2018,8,臺東縣,大武鄉,1,69.1454,0.014462
2018,8,臺東縣,太麻里鄉,3,96.6523,0.031039
2018,8,臺東縣,池上鄉,1,82.6854,0.012094
2018,8,臺東縣,卑南鄉,1,412.6871,0.002423
2018,8,臺東縣,東河鄉,1,210.1908,0.004758
2018,8,臺東縣,達仁鄉,1,306.4454,0.003263
2018,8,臺東縣,臺東市,24,109.7691,0.218641
2018,8,臺東縣,關山鎮,3,58.7351,0.051077
2018,8,臺東縣,蘭嶼鄉,2,48.3892,0.041332
2018,8,臺南市,七股區,1,110.1492,0.009079
2018,8,臺南市,下營區,2,33.5291,0.05965
2018,8,臺南市,大內區,1,70.3125,0.014222
2018,8,臺南市,中西區,18,6.26,2.875399
2018,8,臺南市,仁德區,12,50.7664,0.236377
2018,8,臺南市,六甲區,4,67.5471,0.059218
2018,8,臺南市,北門區,1,44.1003,0.022676
2018,8,臺南市,北區,21,10.434,2.012651
2018,8,臺南市,永康區,68,40.2753,1.68838
2018,8,臺南市,玉井區,2,76.3662,0.02619
2018,8,臺南市,白河區,7,126.4046,0.055378
2018,8,臺南市,安平區,18,11.0663,1.62656
2018,8,臺南市,安定區,8,31.27,0.255836
2018,8,臺南市,安南區,25,107.2016,0.233205
2018,8,臺南市,西港區,4,33.7666,0.11846
2018,8,臺南市,佳里區,17,38.9422,0.436544
2018,8,臺南市,官田區,4,70.7953,0.056501
2018,8,臺南市,東山區,1,124.9178,0.008005
2018,8,臺南市,東區,38,13.4156,2.832523
2018,8,臺南市,南化區,1,171.5198,0.00583
2018,8,臺南市,南區,29,27.2681,1.063514
2018,8,臺南市,後壁區,3,72.2189,0.04154
2018,8,臺南市,柳營區,4,61.2929,0.06526
2018,8,臺南市,將軍區,1,41.9796,0.023821
2018,8,臺南市,麻豆區,12,53.9744,0.222328
2018,8,臺南市,善化區,9,55.3097,0.16272
2018,8,臺南市,新化區,7,62.0579,0.112798
2018,8,臺南市,新市區,13,47.8096,0.271912
2018,8,臺南市,新營區,8,38.5386,0.207584
2018,8,臺南市,楠西區,1,109.6316,0.009121
2018,8,臺南市,學甲區,4,53.9919,0.074085
2018,8,臺南市,歸仁區,5,55.7913,0.08962
2018,8,臺南市,關廟區,6,53.6413,0.111854
2018,8,臺南市,鹽水區,4,52.2455,0.076562
2018,8,澎湖縣,七美鄉,1,6.9868,0.143127
2018,8,澎湖縣,西嶼鄉,2,18.7148,0.106867
2018,8,澎湖縣,馬公市,14,33.9918,0.411864
2018,8,澎湖縣,湖西鄉,3,33.3008,0.090088
2018,9,宜蘭縣,三星鄉,3,144.2238,0.020801
2018,9,宜蘭縣,五結鄉,9,38.8671,0.231558
2018,9,宜蘭縣,冬山鄉,6,79.8573,0.075134
2018,9,宜蘭縣,壯圍鄉,3,38.4769,0.077969
2018,9,宜蘭縣,宜蘭市,39,29.408,1.32617
2018,9,宜蘭縣,南澳鄉,2,740.652,0.0027
2018,9,宜蘭縣,員山鄉,1,111.9106,0.008936
2018,9,宜蘭縣,頭城鎮,7,100.893,0.06938
2018,9,宜蘭縣,礁溪鄉,8,101.4278,0.078874
2018,9,宜蘭縣,羅東鎮,27,11.3448,2.379945
2018,9,宜蘭縣,蘇澳鎮,12,89.0196,0.134802
2018,9,花蓮縣,玉里鎮,4,252.3719,0.01585
2018,9,花蓮縣,光復鄉,2,157.11,0.01273
2018,9,花蓮縣,吉安鄉,10,65.2582,0.153237
2018,9,花蓮縣,秀林鄉,3,1641.86,0.001827
2018,9,花蓮縣,花蓮市,25,29.4095,0.850065
2018,9,花蓮縣,新城鄉,3,29.4095,0.102008
2018,9,花蓮縣,瑞穗鄉,1,135.5862,0.007375
2018,9,花蓮縣,壽豐鄉,4,218.4448,0.018311
2018,9,花蓮縣,鳳林鎮,2,120.5181,0.016595
2018,9,金門縣,金沙鎮,2,41.19,0.048555
2018,9,金門縣,金城鎮,4,21.713,0.184221
2018,9,金門縣,金湖鎮,5,41.696,0.119916
2018,9,金門縣,金寧鄉,3,29.854,0.100489
2018,9,南投縣,仁愛鄉,5,1273.53,0.003926
2018,9,南投縣,水里鄉,2,106.8424,0.018719
2018,9,南投縣,名間鄉,3,83.0955,0.036103
2018,9,南投縣,竹山鎮,8,247.3339,0.032345
2018,9,南投縣,信義鄉,1,1422.42,0.000703
2018,9,南投縣,南投市,17,71.6021,0.237423
2018,9,南投縣,埔里鎮,25,162.2227,0.154109
2018,9,南投縣,草屯鎮,14,104.0327,0.134573
2018,9,南投縣,國姓鄉,2,175.7042,0.011383
2018,9,南投縣,魚池鄉,6,121.3735,0.049434
2018,9,南投縣,鹿谷鄉,4,141.8981,0.028189
2018,9,南投縣,集集鎮,2,49.7268,0.04022
2018,9,屏東縣,九如鄉,7,42.0187,0.166592
2018,9,屏東縣,三地門鄉,1,196.3965,0.005092
2018,9,屏東縣,內埔鄉,18,81.8554,0.2199
2018,9,屏東縣,車城鄉,4,49.8517,0.080238
2018,9,屏東縣,里港鄉,2,68.9208,0.029019
2018,9,屏東縣,佳冬鄉,3,30.9842,0.096824
2018,9,屏東縣,枋山鄉,2,17.2697,0.11581
2018,9,屏東縣,枋寮鄉,5,57.7347,0.086603
2018,9,屏東縣,東港鎮,9,29.4635,0.305463
2018,9,屏東縣,林邊鄉,2,15.6233,0.128014
2018,9,屏東縣,長治鄉,7,39.8861,0.1755
2018,9,屏東縣,南州鄉,2,18.97,0.10543
2018,9,屏東縣,屏東市,36,65.067,0.553276
2018,9,屏東縣,恆春鎮,10,136.763,0.073119
2018,9,屏東縣,崁頂鄉,2,31.2659,0.063967
2018,9,屏東縣,琉球鄉,2,6.8018,0.29404
2018,9,屏東縣,高樹鄉,2,90.1522,0.022185
2018,9,屏東縣,新埤鄉,2,59.0102,0.033892
2018,9,屏東縣,新園鄉,5,38.3109,0.130511
2018,9,屏東縣,萬丹鄉,9,57.4679,0.156609
2018,9,屏東縣,萬巒鄉,4,60.7315,0.065864
2018,9,屏東縣,潮州鎮,12,42.4331,0.282798
2018,9,屏東縣,麟洛鄉,1,16.26,0.061501
2018,9,屏東縣,鹽埔鄉,4,64.3493,0.062161
2018,9,苗栗縣,三義鄉,3,69.3424,0.043264
2018,9,苗栗縣,三灣鄉,2,52.2964,0.038244
2018,9,苗栗縣,大湖鄉,4,90.8396,0.044034
2018,9,苗栗縣,公館鄉,6,71.4523,0.083972
2018,9,苗栗縣,竹南鎮,26,37.5592,0.692241
2018,9,苗栗縣,卓蘭鎮,4,76.3153,0.052414
2018,9,苗栗縣,南庄鄉,2,165.4938,0.012085
2018,9,苗栗縣,後龍鎮,9,75.8079,0.118721
2018,9,苗栗縣,苗栗市,27,37.8878,0.71263
2018,9,苗栗縣,苑裡鎮,8,68.2473,0.117221
