日期,年,月,日,農曆,屬性,值
2021/8/1,2021,8,1,廿三,白肉雞(1.75-1.95Kg),30
2021/8/1,2021,8,1,廿三,白肉雞(門市價高屏),31.5
2021/8/1,2021,8,1,廿三,雞蛋(大運輸價),23.5
2021/8/2,2021,8,2,廿四,白肉雞(2.0Kg以上),30.3
2021/8/2,2021,8,2,廿四,白肉雞(1.75-1.95Kg),30.3
2021/8/2,2021,8,2,廿四,白肉雞(門市價高屏),31.8
2021/8/2,2021,8,2,廿四,雞蛋(大運輸價),23.5
2021/8/3,2021,8,3,廿五,白肉雞(2.0Kg以上),30.3
2021/8/3,2021,8,3,廿五,白肉雞(1.75-1.95Kg),30.3
2021/8/3,2021,8,3,廿五,白肉雞(門市價高屏),31.8
2021/8/3,2021,8,3,廿五,雞蛋(大運輸價),23.5
2021/8/4,2021,8,4,廿六,白肉雞(2.0Kg以上),30.3
2021/8/4,2021,8,4,廿六,白肉雞(1.75-1.95Kg),30.3
2021/8/4,2021,8,4,廿六,白肉雞(門市價高屏),31.8
2021/8/4,2021,8,4,廿六,雞蛋(大運輸價),25.5
2021/8/5,2021,8,5,廿七,白肉雞(2.0Kg以上),30.3
2021/8/5,2021,8,5,廿七,白肉雞(1.75-1.95Kg),30.3
2021/8/5,2021,8,5,廿七,白肉雞(門市價高屏),31.8
2021/8/5,2021,8,5,廿七,雞蛋(大運輸價),25.5
2021/8/6,2021,8,6,廿八,白肉雞(2.0Kg以上),30.3
2021/8/6,2021,8,6,廿八,白肉雞(1.75-1.95Kg),30.3
2021/8/6,2021,8,6,廿八,白肉雞(門市價高屏),31.8
2021/8/6,2021,8,6,廿八,雞蛋(大運輸價),25.5
2021/8/7,2021,8,7,廿九,白肉雞(2.0Kg以上),30.3
2021/8/7,2021,8,7,廿九,白肉雞(1.75-1.95Kg),30.3
2021/8/7,2021,8,7,廿九,白肉雞(門市價高屏),31.8
2021/8/7,2021,8,7,廿九,雞蛋(大運輸價),25.5
2021/8/8,2021,8,8,七月,白肉雞(2.0Kg以上),30.3
2021/8/8,2021,8,8,七月,白肉雞(1.75-1.95Kg),30.3
2021/8/8,2021,8,8,七月,白肉雞(門市價高屏),31.8
2021/8/8,2021,8,8,七月,雞蛋(大運輸價),25.5
2021/8/9,2021,8,9,初二,白肉雞(2.0Kg以上),30.5
2021/8/9,2021,8,9,初二,白肉雞(1.75-1.95Kg),30.5
2021/8/9,2021,8,9,初二,白肉雞(門市價高屏),32
2021/8/9,2021,8,9,初二,雞蛋(大運輸價),25.5
2021/8/10,2021,8,10,初三,白肉雞(2.0Kg以上),30.5
2021/8/10,2021,8,10,初三,白肉雞(1.75-1.95Kg),30.5
2021/8/10,2021,8,10,初三,白肉雞(門市價高屏),32
2021/8/10,2021,8,10,初三,雞蛋(大運輸價),25.5
2021/8/11,2021,8,11,初四,白肉雞(2.0Kg以上),30.5
2021/8/11,2021,8,11,初四,白肉雞(1.75-1.95Kg),30.5
2021/8/11,2021,8,11,初四,白肉雞(門市價高屏),32
2021/8/11,2021,8,11,初四,雞蛋(大運輸價),25.5
2021/8/12,2021,8,12,初五,白肉雞(2.0Kg以上),30.5
2021/8/12,2021,8,12,初五,白肉雞(1.75-1.95Kg),30.5
2021/8/12,2021,8,12,初五,白肉雞(門市價高屏),32
2021/8/12,2021,8,12,初五,雞蛋(大運輸價),25.5
2021/8/13,2021,8,13,初六,白肉雞(2.0Kg以上),30.5
2021/8/13,2021,8,13,初六,白肉雞(1.75-1.95Kg),30.5
2021/8/13,2021,8,13,初六,白肉雞(門市價高屏),32
2021/8/13,2021,8,13,初六,雞蛋(大運輸價),25.5
2021/8/14,2021,8,14,初七,白肉雞(2.0Kg以上),30.5
2021/8/14,2021,8,14,初七,白肉雞(1.75-1.95Kg),30.5
2021/8/14,2021,8,14,初七,白肉雞(門市價高屏),32
2021/8/14,2021,8,14,初七,雞蛋(大運輸價),25.5
2021/8/15,2021,8,15,初八,白肉雞(2.0Kg以上),30.5
2021/8/15,2021,8,15,初八,白肉雞(1.75-1.95Kg),30.5
2021/8/15,2021,8,15,初八,白肉雞(門市價高屏),32
2021/8/15,2021,8,15,初八,雞蛋(大運輸價),25.5
2021/8/16,2021,8,16,初九,白肉雞(2.0Kg以上),30.8
2021/8/16,2021,8,16,初九,白肉雞(1.75-1.95Kg),30.8
2021/8/16,2021,8,16,初九,白肉雞(門市價高屏),32.3
2021/8/16,2021,8,16,初九,雞蛋(大運輸價),25.5
2021/8/17,2021,8,17,初十,白肉雞(2.0Kg以上),30.8
2021/8/17,2021,8,17,初十,白肉雞(1.75-1.95Kg),30.8
2021/8/17,2021,8,17,初十,白肉雞(門市價高屏),32.3
2021/8/17,2021,8,17,初十,雞蛋(大運輸價),25.5
2021/8/18,2021,8,18,十一,白肉雞(2.0Kg以上),30.8
2021/8/18,2021,8,18,十一,白肉雞(1.75-1.95Kg),30.8
2021/8/18,2021,8,18,十一,白肉雞(門市價高屏),32.3
2021/8/18,2021,8,18,十一,雞蛋(大運輸價),25.5
2021/8/19,2021,8,19,十二,白肉雞(2.0Kg以上),30.8
2021/8/19,2021,8,19,十二,白肉雞(1.75-1.95Kg),30.8
2021/8/19,2021,8,19,十二,白肉雞(門市價高屏),32.3
2021/8/19,2021,8,19,十二,雞蛋(大運輸價),25.5
2021/8/20,2021,8,20,十三,白肉雞(2.0Kg以上),30.8
2021/8/20,2021,8,20,十三,白肉雞(1.75-1.95Kg),30.8
2021/8/20,2021,8,20,十三,白肉雞(門市價高屏),32.3
2021/8/20,2021,8,20,十三,雞蛋(大運輸價),25.5
2021/8/21,2021,8,21,十四,白肉雞(2.0Kg以上),30.8
2021/8/21,2021,8,21,十四,白肉雞(1.75-1.95Kg),30.8
2021/8/21,2021,8,21,十四,白肉雞(門市價高屏),32.3
2021/8/21,2021,8,21,十四,雞蛋(大運輸價),25.5
2021/8/22,2021,8,22,十五,白肉雞(2.0Kg以上),30.8
2021/8/22,2021,8,22,十五,白肉雞(1.75-1.95Kg),30.8
2021/8/22,2021,8,22,十五,白肉雞(門市價高屏),32.3
2021/8/22,2021,8,22,十五,雞蛋(大運輸價),25.5
2021/8/23,2021,8,23,十六,白肉雞(2.0Kg以上),30.8
2021/8/23,2021,8,23,十六,白肉雞(1.75-1.95Kg),30.8
2021/8/23,2021,8,23,十六,白肉雞(門市價高屏),32.3
2021/8/23,2021,8,23,十六,雞蛋(大運輸價),25.5
2021/8/24,2021,8,24,十七,白肉雞(2.0Kg以上),30.8
2021/8/24,2021,8,24,十七,白肉雞(1.75-1.95Kg),30.8
2021/8/24,2021,8,24,十七,白肉雞(門市價高屏),32.3
2021/8/24,2021,8,24,十七,雞蛋(大運輸價),25.5
2021/8/25,2021,8,25,十八,白肉雞(2.0Kg以上),31
2021/8/25,2021,8,25,十八,白肉雞(1.75-1.95Kg),31
2021/8/25,2021,8,25,十八,白肉雞(門市價高屏),32.5
2021/8/25,2021,8,25,十八,雞蛋(大運輸價),25.5
2021/8/26,2021,8,26,十九,白肉雞(2.0Kg以上),31
2021/8/26,2021,8,26,十九,白肉雞(1.75-1.95Kg),31
2021/8/26,2021,8,26,十九,白肉雞(門市價高屏),32.5
2021/8/26,2021,8,26,十九,雞蛋(大運輸價),25.5
2021/8/27,2021,8,27,二十,白肉雞(2.0Kg以上),31
2021/8/27,2021,8,27,二十,白肉雞(1.75-1.95Kg),31
2021/8/27,2021,8,27,二十,白肉雞(門市價高屏),32.5
2021/8/27,2021,8,27,二十,雞蛋(大運輸價),25.5
2021/8/28,2021,8,28,廿一,白肉雞(2.0Kg以上),31
2021/8/28,2021,8,28,廿一,白肉雞(1.75-1.95Kg),31
2021/8/28,2021,8,28,廿一,白肉雞(門市價高屏),32.5
2021/8/28,2021,8,28,廿一,雞蛋(大運輸價),25.5
2021/8/29,2021,8,29,廿二,白肉雞(2.0Kg以上),31
2021/8/29,2021,8,29,廿二,白肉雞(1.75-1.95Kg),31
2021/8/29,2021,8,29,廿二,白肉雞(門市價高屏),32.5
2021/8/29,2021,8,29,廿二,雞蛋(大運輸價),25.5
2021/8/30,2021,8,30,廿三,白肉雞(2.0Kg以上),31
2021/8/30,2021,8,30,廿三,白肉雞(1.75-1.95Kg),31
2021/8/30,2021,8,30,廿三,白肉雞(門市價高屏),32.5
2021/8/30,2021,8,30,廿三,雞蛋(大運輸價),25.5
2021/8/31,2021,8,31,廿四,白肉雞(2.0Kg以上),31
2021/8/31,2021,8,31,廿四,白肉雞(1.75-1.95Kg),31
2021/8/31,2021,8,31,廿四,白肉雞(門市價高屏),32.5
2021/8/31,2021,8,31,廿四,雞蛋(大運輸價),25.5
2021/9/1,2021,9,1,廿五,白肉雞(2.0Kg以上),31.3
2021/9/1,2021,9,1,廿五,白肉雞(1.75-1.95Kg),31.3
2021/9/1,2021,9,1,廿五,白肉雞(門市價高屏),32.8
2021/9/1,2021,9,1,廿五,雞蛋(大運輸價),27.5
2021/9/2,2021,9,2,廿六,白肉雞(2.0Kg以上),31.3
2021/9/2,2021,9,2,廿六,白肉雞(1.75-1.95Kg),31.3
2021/9/2,2021,9,2,廿六,白肉雞(門市價高屏),32.8
2021/9/2,2021,9,2,廿六,雞蛋(大運輸價),27.5
2021/9/3,2021,9,3,廿七,白肉雞(2.0Kg以上),31.3
2021/9/3,2021,9,3,廿七,白肉雞(1.75-1.95Kg),31.3
2021/9/3,2021,9,3,廿七,白肉雞(門市價高屏),32.8
2021/9/3,2021,9,3,廿七,雞蛋(大運輸價),27.5
2021/9/4,2021,9,4,廿八,白肉雞(2.0Kg以上),31.3
2021/9/4,2021,9,4,廿八,白肉雞(1.75-1.95Kg),31.3
2021/9/4,2021,9,4,廿八,白肉雞(門市價高屏),32.8
2021/9/4,2021,9,4,廿八,雞蛋(大運輸價),27.5
2021/9/5,2021,9,5,廿九,白肉雞(2.0Kg以上),31.3
2021/9/5,2021,9,5,廿九,白肉雞(1.75-1.95Kg),31.3
2021/9/5,2021,9,5,廿九,白肉雞(門市價高屏),32.8
2021/9/5,2021,9,5,廿九,雞蛋(大運輸價),27.5
2021/9/6,2021,9,6,三十,白肉雞(2.0Kg以上),31.3
2021/9/6,2021,9,6,三十,白肉雞(1.75-1.95Kg),31.3
2021/9/6,2021,9,6,三十,白肉雞(門市價高屏),32.8
2021/9/6,2021,9,6,三十,雞蛋(大運輸價),27.5
2021/9/7,2021,9,7,八月,白肉雞(2.0Kg以上),31.3
2021/9/7,2021,9,7,八月,白肉雞(1.75-1.95Kg),31.3
2021/9/7,2021,9,7,八月,白肉雞(門市價高屏),32.8
2021/9/7,2021,9,7,八月,雞蛋(大運輸價),27.5
2021/9/8,2021,9,8,初二,白肉雞(2.0Kg以上),31.3
2021/9/8,2021,9,8,初二,白肉雞(1.75-1.95Kg),31.3
2021/9/8,2021,9,8,初二,白肉雞(門市價高屏),32.8
2021/9/8,2021,9,8,初二,雞蛋(大運輸價),27.5
2021/9/9,2021,9,9,初三,白肉雞(2.0Kg以上),31.3
2021/9/9,2021,9,9,初三,白肉雞(1.75-1.95Kg),31.3
2021/9/9,2021,9,9,初三,白肉雞(門市價高屏),32.8
2021/9/9,2021,9,9,初三,雞蛋(大運輸價),27.5
2021/9/10,2021,9,10,初四,白肉雞(2.0Kg以上),31.5
2021/9/10,2021,9,10,初四,白肉雞(1.75-1.95Kg),31.5
2021/9/10,2021,9,10,初四,白肉雞(門市價高屏),33
2021/9/10,2021,9,10,初四,雞蛋(大運輸價),27.5
2021/9/11,2021,9,11,初五,白肉雞(2.0Kg以上),31.5
2021/9/11,2021,9,11,初五,白肉雞(1.75-1.95Kg),31.5
2021/9/11,2021,9,11,初五,白肉雞(門市價高屏),33
2021/9/11,2021,9,11,初五,雞蛋(大運輸價),27.5
2021/9/12,2021,9,12,初六,白肉雞(2.0Kg以上),31.5
2021/9/12,2021,9,12,初六,白肉雞(1.75-1.95Kg),31.5
2021/9/12,2021,9,12,初六,白肉雞(門市價高屏),33
2021/9/12,2021,9,12,初六,雞蛋(大運輸價),27.5
2021/9/13,2021,9,13,初七,白肉雞(2.0Kg以上),31.5
2021/9/13,2021,9,13,初七,白肉雞(1.75-1.95Kg),31.5
2021/9/13,2021,9,13,初七,白肉雞(門市價高屏),33
2021/9/13,2021,9,13,初七,雞蛋(大運輸價),27.5
2021/9/14,2021,9,14,初八,白肉雞(2.0Kg以上),31.5
2021/9/14,2021,9,14,初八,白肉雞(1.75-1.95Kg),31.5
2021/9/14,2021,9,14,初八,白肉雞(門市價高屏),33
2021/9/14,2021,9,14,初八,雞蛋(大運輸價),25.5
2021/9/15,2021,9,15,初九,白肉雞(2.0Kg以上),31.5
2021/9/15,2021,9,15,初九,白肉雞(1.75-1.95Kg),31.5
2021/9/15,2021,9,15,初九,白肉雞(門市價高屏),33
2021/9/15,2021,9,15,初九,雞蛋(大運輸價),25.5
2021/9/16,2021,9,16,初十,白肉雞(2.0Kg以上),31.5
2021/9/16,2021,9,16,初十,白肉雞(1.75-1.95Kg),31.5
2021/9/16,2021,9,16,初十,白肉雞(門市價高屏),33
2021/9/16,2021,9,16,初十,雞蛋(大運輸價),25.5
2021/9/17,2021,9,17,十一,白肉雞(2.0Kg以上),31.8
2021/9/17,2021,9,17,十一,白肉雞(1.75-1.95Kg),31.8
2021/9/17,2021,9,17,十一,白肉雞(門市價高屏),33.3
2021/9/17,2021,9,17,十一,雞蛋(大運輸價),25.5
2021/9/18,2021,9,18,十二,白肉雞(2.0Kg以上),31.8
2021/9/18,2021,9,18,十二,白肉雞(1.75-1.95Kg),31.8
2021/9/18,2021,9,18,十二,白肉雞(門市價高屏),33.3
2021/9/18,2021,9,18,十二,雞蛋(大運輸價),25.5
2021/9/19,2021,9,19,十三,白肉雞(2.0Kg以上),31.8
2021/9/19,2021,9,19,十三,白肉雞(1.75-1.95Kg),31.8
2021/9/19,2021,9,19,十三,白肉雞(門市價高屏),33.3
2021/9/19,2021,9,19,十三,雞蛋(大運輸價),25.5
2021/9/20,2021,9,20,十四,白肉雞(2.0Kg以上),31.8
2021/9/20,2021,9,20,十四,白肉雞(1.75-1.95Kg),31.8
2021/9/20,2021,9,20,十四,白肉雞(門市價高屏),33.3
2021/9/20,2021,9,20,十四,雞蛋(大運輸價),25.5
2021/9/21,2021,9,21,十五,白肉雞(2.0Kg以上),31.8
2021/9/21,2021,9,21,十五,白肉雞(1.75-1.95Kg),31.8
2021/9/21,2021,9,21,十五,白肉雞(門市價高屏),33.3
2021/9/21,2021,9,21,十五,雞蛋(大運輸價),25.5
2021/9/22,2021,9,22,十六,白肉雞(2.0Kg以上),31.8
2021/9/22,2021,9,22,十六,白肉雞(1.75-1.95Kg),31.8
2021/9/22,2021,9,22,十六,白肉雞(門市價高屏),33.3
2021/9/22,2021,9,22,十六,雞蛋(大運輸價),25.5
2021/9/23,2021,9,23,十七,白肉雞(2.0Kg以上),31.8
2021/9/23,2021,9,23,十七,白肉雞(1.75-1.95Kg),31.8
2021/9/23,2021,9,23,十七,白肉雞(門市價高屏),33.3
2021/9/23,2021,9,23,十七,雞蛋(大運輸價),25.5
2021/9/24,2021,9,24,十八,白肉雞(2.0Kg以上),31.8
2021/9/24,2021,9,24,十八,白肉雞(1.75-1.95Kg),31.8
2021/9/24,2021,9,24,十八,白肉雞(門市價高屏),33.3
2021/9/24,2021,9,24,十八,雞蛋(大運輸價),25.5
2021/9/25,2021,9,25,十九,白肉雞(2.0Kg以上),31.8
2021/9/25,2021,9,25,十九,白肉雞(1.75-1.95Kg),31.8
2021/9/25,2021,9,25,十九,白肉雞(門市價高屏),33.3
2021/9/25,2021,9,25,十九,雞蛋(大運輸價),25.5
2021/9/26,2021,9,26,二十,白肉雞(2.0Kg以上),31.8
2021/9/26,2021,9,26,二十,白肉雞(1.75-1.95Kg),31.8
2021/9/26,2021,9,26,二十,白肉雞(門市價高屏),33.3
2021/9/26,2021,9,26,二十,雞蛋(大運輸價),25.5
2021/9/27,2021,9,27,廿一,白肉雞(2.0Kg以上),31.8
2021/9/27,2021,9,27,廿一,白肉雞(1.75-1.95Kg),31.8
2021/9/27,2021,9,27,廿一,白肉雞(門市價高屏),33.3
2021/9/27,2021,9,27,廿一,雞蛋(大運輸價),25.5
2021/9/28,2021,9,28,廿二,白肉雞(2.0Kg以上),31.8
2021/9/28,2021,9,28,廿二,白肉雞(1.75-1.95Kg),31.8
2021/9/28,2021,9,28,廿二,白肉雞(門市價高屏),33.3
2021/9/28,2021,9,28,廿二,雞蛋(大運輸價),23.5
2021/9/29,2021,9,29,廿三,白肉雞(2.0Kg以上),31.8
2021/9/29,2021,9,29,廿三,白肉雞(1.75-1.95Kg),31.8
2021/9/29,2021,9,29,廿三,白肉雞(門市價高屏),33.3
2021/9/29,2021,9,29,廿三,雞蛋(大運輸價),23.5
2021/9/30,2021,9,30,廿四,白肉雞(2.0Kg以上),31.8
2021/9/30,2021,9,30,廿四,白肉雞(1.75-1.95Kg),31.8
2021/9/30,2021,9,30,廿四,白肉雞(門市價高屏),33.3
2021/9/30,2021,9,30,廿四,雞蛋(大運輸價),23.5
2021/10/1,2021,10,1,廿五,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,1,廿五,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,1,廿五,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,1,廿五,雞蛋(大運輸價),23.5
2021/10/2,2021,10,2,廿六,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,2,廿六,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,2,廿六,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,2,廿六,雞蛋(大運輸價),23.5
2021/10/3,2021,10,3,廿六,白肉雞(2.0Kg以上),31.8
2021/10/3,2021,10,3,廿六,白肉雞(1.75-1.95Kg),31.8
2021/10/3,2021,10,3,廿六,白肉雞(門市價高屏),33.3
2021/10/3,2021,10,3,廿六,雞蛋(大運輸價),23.5
2021/10/4,2021,10,4,廿八,白肉雞(2.0Kg以上),31.8
2021/10/4,2021,10,4,廿八,白肉雞(1.75-1.95Kg),31.8
2021/10/4,2021,10,4,廿八,白肉雞(門市價高屏),33.3
2021/10/4,2021,10,4,廿八,雞蛋(大運輸價),23.5
2021/10/5,2021,10,5,廿九,白肉雞(2.0Kg以上),31.8
2021/10/5,2021,10,5,廿九,白肉雞(1.75-1.95Kg),31.8
2021/10/5,2021,10,5,廿九,白肉雞(門市價高屏),33.3
2021/10/5,2021,10,5,廿九,雞蛋(大運輸價),23.5
2021/10/6,2021,10,6,九月,白肉雞(2.0Kg以上),31.8
2021/10/6,2021,10,6,九月,白肉雞(1.75-1.95Kg),31.8
2021/10/6,2021,10,6,九月,白肉雞(門市價高屏),33.3
2021/10/6,2021,10,6,九月,雞蛋(大運輸價),23.5
2021/10/7,2021,10,7,初二,白肉雞(2.0Kg以上),31.8
2021/10/7,2021,10,7,初二,白肉雞(1.75-1.95Kg),31.8
2021/10/7,2021,10,7,初二,白肉雞(門市價高屏),33.3
2021/10/7,2021,10,7,初二,雞蛋(大運輸價),23.5
2021/10/8,2021,10,8,初三,白肉雞(2.0Kg以上),31.8
2021/10/8,2021,10,8,初三,白肉雞(1.75-1.95Kg),31.8
2021/10/8,2021,10,8,初三,白肉雞(門市價高屏),33.3
2021/10/8,2021,10,8,初三,雞蛋(大運輸價),23.5
2021/10/9,2021,10,9,初四,白肉雞(2.0Kg以上),31.8
2021/10/9,2021,10,9,初四,白肉雞(1.75-1.95Kg),31.8
2021/10/9,2021,10,9,初四,白肉雞(門市價高屏),33.3
2021/10/9,2021,10,9,初四,雞蛋(大運輸價),23.5
2021/10/1,2021,10,10,初五,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,10,初五,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,10,初五,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,10,初五,雞蛋(大運輸價),23.5
2021/10/1,2021,10,11,初六,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,11,初六,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,11,初六,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,11,初六,雞蛋(大運輸價),23.5
2021/10/1,2021,10,12,初七,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,12,初七,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,12,初七,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,12,初七,雞蛋(大運輸價),23.5
2021/10/1,2021,10,13,初八,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,13,初八,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,13,初八,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,13,初八,雞蛋(大運輸價),23.5
2021/10/1,2021,10,14,初九,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,14,初九,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,14,初九,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,14,初九,雞蛋(大運輸價),23.5
2021/10/1,2021,10,15,初十,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,15,初十,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,15,初十,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,15,初十,雞蛋(大運輸價),23.5
2021/10/1,2021,10,16,十一,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,16,十一,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,16,十一,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,16,十一,雞蛋(大運輸價),23.5
2021/10/1,2021,10,17,十二,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,17,十二,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,17,十二,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,17,十二,雞蛋(大運輸價),23.5
2021/10/1,2021,10,18,十三,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,18,十三,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,18,十三,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,18,十三,雞蛋(大運輸價),23.5
2021/10/1,2021,10,19,十四,白肉雞(2.0Kg以上),31.8
2021/10/1,2021,10,19,十四,白肉雞(1.75-1.95Kg),31.8
2021/10/1,2021,10,19,十四,白肉雞(門市價高屏),33.3
2021/10/1,2021,10,19,十四,雞蛋(大運輸價),23.5
2021/10/2,2021,10,20,十五,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,20,十五,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,20,十五,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,20,十五,雞蛋(大運輸價),23.5
2021/10/2,2021,10,21,十六,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,21,十六,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,21,十六,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,21,十六,雞蛋(大運輸價),23.5
2021/10/2,2021,10,22,十七,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,22,十七,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,22,十七,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,22,十七,雞蛋(大運輸價),23.5
2021/10/2,2021,10,23,十八,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,23,十八,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,23,十八,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,23,十八,雞蛋(大運輸價),23.5
2021/10/2,2021,10,24,十九,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,24,十九,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,24,十九,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,24,十九,雞蛋(大運輸價),23.5
2021/10/2,2021,10,25,二十,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,25,二十,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,25,二十,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,25,二十,雞蛋(大運輸價),23.5
2021/10/2,2021,10,26,廿一,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,26,廿一,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,26,廿一,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,26,廿一,雞蛋(大運輸價),23.5
2021/10/2,2021,10,27,廿二,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,27,廿二,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,27,廿二,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,27,廿二,雞蛋(大運輸價),26.5
2021/10/2,2021,10,28,廿三,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,28,廿三,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,28,廿三,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,28,廿三,雞蛋(大運輸價),26.5
2021/10/2,2021,10,29,廿四,白肉雞(2.0Kg以上),31.8
2021/10/2,2021,10,29,廿四,白肉雞(1.75-1.95Kg),31.8
2021/10/2,2021,10,29,廿四,白肉雞(門市價高屏),33.3
2021/10/2,2021,10,29,廿四,雞蛋(大運輸價),26.5
2021/10/3,2021,10,30,廿五,白肉雞(2.0Kg以上),31.8
2021/10/3,2021,10,30,廿五,白肉雞(1.75-1.95Kg),31.8
2021/10/3,2021,10,30,廿五,白肉雞(門市價高屏),33.3
2021/10/3,2021,10,30,廿五,雞蛋(大運輸價),26.5
2021/10/3,2021,10,31,廿六,白肉雞(2.0Kg以上),31.8
2021/10/3,2021,10,31,廿六,白肉雞(1.75-1.95Kg),31.8
2021/10/3,2021,10,31,廿六,白肉雞(門市價高屏),33.3
2021/10/3,2021,10,31,廿六,雞蛋(大運輸價),26.5
2021/11/1,2021,11,1,廿七,白肉雞(2.0Kg以上),31.8
2021/11/1,2021,11,1,廿七,白肉雞(1.75-1.95Kg),31.8
2021/11/1,2021,11,1,廿七,白肉雞(門市價高屏),33.3
2021/11/1,2021,11,1,廿七,雞蛋(大運輸價),26.5
2021/11/2,2021,11,2,廿八,白肉雞(2.0Kg以上),31.8
2021/11/2,2021,11,2,廿八,白肉雞(1.75-1.95Kg),31.8
2021/11/2,2021,11,2,廿八,白肉雞(門市價高屏),33.3
2021/11/2,2021,11,2,廿八,雞蛋(大運輸價),26.5
2021/11/3,2021,11,3,廿九,白肉雞(2.0Kg以上),31.8
2021/11/3,2021,11,3,廿九,白肉雞(1.75-1.95Kg),31.8
2021/11/3,2021,11,3,廿九,白肉雞(門市價高屏),33.3
2021/11/3,2021,11,3,廿九,雞蛋(大運輸價),28.5
2021/11/4,2021,11,4,三十,白肉雞(2.0Kg以上),31.8
2021/11/4,2021,11,4,三十,白肉雞(1.75-1.95Kg),31.8
2021/11/4,2021,11,4,三十,白肉雞(門市價高屏),33.3
2021/11/4,2021,11,4,三十,雞蛋(大運輸價),28.5
2021/11/5,2021,11,5,十月,白肉雞(2.0Kg以上),31.8
2021/11/5,2021,11,5,十月,白肉雞(1.75-1.95Kg),31.8
2021/11/5,2021,11,5,十月,白肉雞(門市價高屏),33.3
2021/11/5,2021,11,5,十月,雞蛋(大運輸價),28.5
2021/11/6,2021,11,6,初二,白肉雞(2.0Kg以上),31.8
2021/11/6,2021,11,6,初二,白肉雞(1.75-1.95Kg),31.8
2021/11/6,2021,11,6,初二,白肉雞(門市價高屏),33.3
2021/11/6,2021,11,6,初二,雞蛋(大運輸價),28.5
2021/11/7,2021,11,7,初三,白肉雞(2.0Kg以上),31.8
2021/11/7,2021,11,7,初三,白肉雞(1.75-1.95Kg),31.8
2021/11/7,2021,11,7,初三,白肉雞(門市價高屏),33.3
