年,月,居住地,年齡層,性別,旅客數
2022,11,歐洲地區(Europe),40-49歲,男,1366
2022,12,歐洲地區(Europe),40-49歲,男,771
2023,1,歐洲地區(Europe),40-49歲,男,1635
2023,2,歐洲地區(Europe),40-49歲,男,1367
2023,3,歐洲地區(Europe),40-49歲,男,1984
2023,4,歐洲地區(Europe),40-49歲,男,1903
2023,5,歐洲地區(Europe),40-49歲,男,2020
2023,6,歐洲地區(Europe),40-49歲,男,2868
2023,7,歐洲地區(Europe),40-49歲,男,2306
2023,8,歐洲地區(Europe),40-49歲,男,1845
2023,9,歐洲地區(Europe),40-49歲,男,2722
2023,10,歐洲地區(Europe),40-49歲,男,2395
2023,11,歐洲地區(Europe),40-49歲,男,2319
2023,12,歐洲地區(Europe),40-49歲,男,1331
2024,1,歐洲地區(Europe),40-49歲,男,2013
2024,2,歐洲地區(Europe),40-49歲,男,2180
2024,3,歐洲地區(Europe),40-49歲,男,2162
2024,4,歐洲地區(Europe),40-49歲,男,2443
2024,5,歐洲地區(Europe),40-49歲,男,2213
2024,6,歐洲地區(Europe),40-49歲,男,2855
2024,7,歐洲地區(Europe),40-49歲,男,2269
2024,8,歐洲地區(Europe),40-49歲,男,1884
2024,9,歐洲地區(Europe),40-49歲,男,2711
2024,10,歐洲地區(Europe),40-49歲,男,2331
2024,11,歐洲地區(Europe),40-49歲,男,2430
2024,12,歐洲地區(Europe),40-49歲,男,1429
2025,1,歐洲地區(Europe),40-49歲,男,2121
2025,2,歐洲地區(Europe),40-49歲,男,1874
2025,3,歐洲地區(Europe),40-49歲,男,2600
2025,4,歐洲地區(Europe),40-49歲,男,1893
2025,5,歐洲地區(Europe),40-49歲,男,2376
2025,6,歐洲地區(Europe),40-49歲,男,2812
2025,7,歐洲地區(Europe),40-49歲,男,2224
2025,8,歐洲地區(Europe),40-49歲,男,1834
2025,9,歐洲地區(Europe),40-49歲,男,2387
2025,10,歐洲地區(Europe),40-49歲,男,2606
2025,11,歐洲地區(Europe),40-49歲,男,2306
2025,12,歐洲地區(Europe),40-49歲,男,1540
2026,1,歐洲地區(Europe),40-49歲,男,1916
2019,1,歐洲地區(Europe),40-49歲,女,3268
2019,2,歐洲地區(Europe),40-49歲,女,2831
2019,3,歐洲地區(Europe),40-49歲,女,3619
2019,4,歐洲地區(Europe),40-49歲,女,2997
2019,5,歐洲地區(Europe),40-49歲,女,3566
2019,6,歐洲地區(Europe),40-49歲,女,4028
2019,7,歐洲地區(Europe),40-49歲,女,4476
2019,8,歐洲地區(Europe),40-49歲,女,4093
2019,9,歐洲地區(Europe),40-49歲,女,4121
2019,10,歐洲地區(Europe),40-49歲,女,4115
2019,11,歐洲地區(Europe),40-49歲,女,3305
2019,12,歐洲地區(Europe),40-49歲,女,2438
2020,1,歐洲地區(Europe),40-49歲,女,3184
2020,2,歐洲地區(Europe),40-49歲,女,2171
2020,3,歐洲地區(Europe),40-49歲,女,415
2020,4,歐洲地區(Europe),40-49歲,女,8
2020,5,歐洲地區(Europe),40-49歲,女,41
2020,6,歐洲地區(Europe),40-49歲,女,33
2020,7,歐洲地區(Europe),40-49歲,女,83
2020,8,歐洲地區(Europe),40-49歲,女,180
2020,9,歐洲地區(Europe),40-49歲,女,86
2020,10,歐洲地區(Europe),40-49歲,女,50
2020,11,歐洲地區(Europe),40-49歲,女,40
2020,12,歐洲地區(Europe),40-49歲,女,37
2021,1,歐洲地區(Europe),40-49歲,女,40
2021,2,歐洲地區(Europe),40-49歲,女,37
2021,3,歐洲地區(Europe),40-49歲,女,42
2021,4,歐洲地區(Europe),40-49歲,女,37
2021,5,歐洲地區(Europe),40-49歲,女,32
2021,6,歐洲地區(Europe),40-49歲,女,56
2021,7,歐洲地區(Europe),40-49歲,女,39
2021,8,歐洲地區(Europe),40-49歲,女,80
2021,9,歐洲地區(Europe),40-49歲,女,70
2021,10,歐洲地區(Europe),40-49歲,女,44
2021,11,歐洲地區(Europe),40-49歲,女,46
2021,12,歐洲地區(Europe),40-49歲,女,42
2022,1,歐洲地區(Europe),40-49歲,女,55
2022,2,歐洲地區(Europe),40-49歲,女,75
2022,3,歐洲地區(Europe),40-49歲,女,106
2022,4,歐洲地區(Europe),40-49歲,女,101
2022,5,歐洲地區(Europe),40-49歲,女,175
2022,6,歐洲地區(Europe),40-49歲,女,323
2022,7,歐洲地區(Europe),40-49歲,女,372
2022,8,歐洲地區(Europe),40-49歲,女,714
2022,9,歐洲地區(Europe),40-49歲,女,816
2022,10,歐洲地區(Europe),40-49歲,女,817
2022,11,歐洲地區(Europe),40-49歲,女,1297
2022,12,歐洲地區(Europe),40-49歲,女,1169
2023,1,歐洲地區(Europe),40-49歲,女,2526
2023,2,歐洲地區(Europe),40-49歲,女,1626
2023,3,歐洲地區(Europe),40-49歲,女,2465
2023,4,歐洲地區(Europe),40-49歲,女,2271
2023,5,歐洲地區(Europe),40-49歲,女,2464
2023,6,歐洲地區(Europe),40-49歲,女,3681
2023,7,歐洲地區(Europe),40-49歲,女,3778
2023,8,歐洲地區(Europe),40-49歲,女,3237
2023,9,歐洲地區(Europe),40-49歲,女,3354
2023,10,歐洲地區(Europe),40-49歲,女,3361
2023,11,歐洲地區(Europe),40-49歲,女,2911
2023,12,歐洲地區(Europe),40-49歲,女,2394
2024,1,歐洲地區(Europe),40-49歲,女,2871
2024,2,歐洲地區(Europe),40-49歲,女,3025
2024,3,歐洲地區(Europe),40-49歲,女,3235
2024,4,歐洲地區(Europe),40-49歲,女,2976
2024,5,歐洲地區(Europe),40-49歲,女,3172
2024,6,歐洲地區(Europe),40-49歲,女,3991
2024,7,歐洲地區(Europe),40-49歲,女,3725
2024,8,歐洲地區(Europe),40-49歲,女,3316
2024,9,歐洲地區(Europe),40-49歲,女,3431
2024,10,歐洲地區(Europe),40-49歲,女,3338
2024,11,歐洲地區(Europe),40-49歲,女,3119
2024,12,歐洲地區(Europe),40-49歲,女,2513
2025,1,歐洲地區(Europe),40-49歲,女,3253
2025,2,歐洲地區(Europe),40-49歲,女,2762
2025,3,歐洲地區(Europe),40-49歲,女,3362
2025,4,歐洲地區(Europe),40-49歲,女,2618
2025,5,歐洲地區(Europe),40-49歲,女,3570
2025,6,歐洲地區(Europe),40-49歲,女,3961
2025,7,歐洲地區(Europe),40-49歲,女,3781
2025,8,歐洲地區(Europe),40-49歲,女,3270
2025,9,歐洲地區(Europe),40-49歲,女,3241
2025,10,歐洲地區(Europe),40-49歲,女,3624
2025,11,歐洲地區(Europe),40-49歲,女,3089
2025,12,歐洲地區(Europe),40-49歲,女,2780
2026,1,歐洲地區(Europe),40-49歲,女,3039
2019,1,歐洲地區(Europe),50-59歲,男,1815
2019,2,歐洲地區(Europe),50-59歲,男,1916
2019,3,歐洲地區(Europe),50-59歲,男,2479
2019,4,歐洲地區(Europe),50-59歲,男,2393
2019,5,歐洲地區(Europe),50-59歲,男,2962
2019,6,歐洲地區(Europe),50-59歲,男,2905
2019,7,歐洲地區(Europe),50-59歲,男,2377
2019,8,歐洲地區(Europe),50-59歲,男,2670
2019,9,歐洲地區(Europe),50-59歲,男,3335
2019,10,歐洲地區(Europe),50-59歲,男,3113
2019,11,歐洲地區(Europe),50-59歲,男,2295
2019,12,歐洲地區(Europe),50-59歲,男,1331
2020,1,歐洲地區(Europe),50-59歲,男,2201
2020,2,歐洲地區(Europe),50-59歲,男,1310
2020,3,歐洲地區(Europe),50-59歲,男,268
2020,4,歐洲地區(Europe),50-59歲,男,0
2020,5,歐洲地區(Europe),50-59歲,男,4
2020,6,歐洲地區(Europe),50-59歲,男,11
2020,7,歐洲地區(Europe),50-59歲,男,27
2020,8,歐洲地區(Europe),50-59歲,男,36
2020,9,歐洲地區(Europe),50-59歲,男,37
2020,10,歐洲地區(Europe),50-59歲,男,32
2020,11,歐洲地區(Europe),50-59歲,男,11
2020,12,歐洲地區(Europe),50-59歲,男,17
2021,1,歐洲地區(Europe),50-59歲,男,14
2021,2,歐洲地區(Europe),50-59歲,男,9
2021,3,歐洲地區(Europe),50-59歲,男,25
2021,4,歐洲地區(Europe),50-59歲,男,14
2021,5,歐洲地區(Europe),50-59歲,男,2
2021,6,歐洲地區(Europe),50-59歲,男,19
2021,7,歐洲地區(Europe),50-59歲,男,21
2021,8,歐洲地區(Europe),50-59歲,男,27
2021,9,歐洲地區(Europe),50-59歲,男,38
2021,10,歐洲地區(Europe),50-59歲,男,60
2021,11,歐洲地區(Europe),50-59歲,男,34
2021,12,歐洲地區(Europe),50-59歲,男,11
2022,1,歐洲地區(Europe),50-59歲,男,31
2022,2,歐洲地區(Europe),50-59歲,男,44
2022,3,歐洲地區(Europe),50-59歲,男,63
2022,4,歐洲地區(Europe),50-59歲,男,65
2022,5,歐洲地區(Europe),50-59歲,男,132
2022,6,歐洲地區(Europe),50-59歲,男,248
2022,7,歐洲地區(Europe),50-59歲,男,271
2022,8,歐洲地區(Europe),50-59歲,男,297
2022,9,歐洲地區(Europe),50-59歲,男,629
2022,10,歐洲地區(Europe),50-59歲,男,730
2022,11,歐洲地區(Europe),50-59歲,男,1079
2022,12,歐洲地區(Europe),50-59歲,男,765
2023,1,歐洲地區(Europe),50-59歲,男,1494
2023,2,歐洲地區(Europe),50-59歲,男,1084
2023,3,歐洲地區(Europe),50-59歲,男,1670
2023,4,歐洲地區(Europe),50-59歲,男,1577
2023,5,歐洲地區(Europe),50-59歲,男,2128
2023,6,歐洲地區(Europe),50-59歲,男,2948
2023,7,歐洲地區(Europe),50-59歲,男,2348
2023,8,歐洲地區(Europe),50-59歲,男,2103
2023,9,歐洲地區(Europe),50-59歲,男,2845
2023,10,歐洲地區(Europe),50-59歲,男,2629
2023,11,歐洲地區(Europe),50-59歲,男,2238
2023,12,歐洲地區(Europe),50-59歲,男,1307
2024,1,歐洲地區(Europe),50-59歲,男,1676
2024,2,歐洲地區(Europe),50-59歲,男,2148
2024,3,歐洲地區(Europe),50-59歲,男,2133
2024,4,歐洲地區(Europe),50-59歲,男,2406
2024,5,歐洲地區(Europe),50-59歲,男,2488
2024,6,歐洲地區(Europe),50-59歲,男,3012
2024,7,歐洲地區(Europe),50-59歲,男,2385
2024,8,歐洲地區(Europe),50-59歲,男,2324
2024,9,歐洲地區(Europe),50-59歲,男,2875
2024,10,歐洲地區(Europe),50-59歲,男,2530
2024,11,歐洲地區(Europe),50-59歲,男,2335
2024,12,歐洲地區(Europe),50-59歲,男,1469
2025,1,歐洲地區(Europe),50-59歲,男,2271
2025,2,歐洲地區(Europe),50-59歲,男,1616
2025,3,歐洲地區(Europe),50-59歲,男,2340
2025,4,歐洲地區(Europe),50-59歲,男,1967
2025,5,歐洲地區(Europe),50-59歲,男,2494
2025,6,歐洲地區(Europe),50-59歲,男,3118
2025,7,歐洲地區(Europe),50-59歲,男,2406
2025,8,歐洲地區(Europe),50-59歲,男,2148
2025,9,歐洲地區(Europe),50-59歲,男,2619
2025,10,歐洲地區(Europe),50-59歲,男,2760
2025,11,歐洲地區(Europe),50-59歲,男,2269
2025,12,歐洲地區(Europe),50-59歲,男,1659
2026,1,歐洲地區(Europe),50-59歲,男,2108
2019,1,歐洲地區(Europe),50-59歲,女,2637
2019,2,歐洲地區(Europe),50-59歲,女,2612
2019,3,歐洲地區(Europe),50-59歲,女,4193
2019,4,歐洲地區(Europe),50-59歲,女,4520
2019,5,歐洲地區(Europe),50-59歲,女,5061
2019,6,歐洲地區(Europe),50-59歲,女,4414
2019,7,歐洲地區(Europe),50-59歲,女,3342
2019,8,歐洲地區(Europe),50-59歲,女,3837
2019,9,歐洲地區(Europe),50-59歲,女,5293
2019,10,歐洲地區(Europe),50-59歲,女,5422
2019,11,歐洲地區(Europe),50-59歲,女,3891
2019,12,歐洲地區(Europe),50-59歲,女,2569
2020,1,歐洲地區(Europe),50-59歲,女,3008
2020,2,歐洲地區(Europe),50-59歲,女,2044
2020,3,歐洲地區(Europe),50-59歲,女,405
2020,4,歐洲地區(Europe),50-59歲,女,6
2020,5,歐洲地區(Europe),50-59歲,女,24
2020,6,歐洲地區(Europe),50-59歲,女,21
2020,7,歐洲地區(Europe),50-59歲,女,59
2020,8,歐洲地區(Europe),50-59歲,女,92
2020,9,歐洲地區(Europe),50-59歲,女,57
2020,10,歐洲地區(Europe),50-59歲,女,65
2020,11,歐洲地區(Europe),50-59歲,女,35
2020,12,歐洲地區(Europe),50-59歲,女,20
2021,1,歐洲地區(Europe),50-59歲,女,25
2021,2,歐洲地區(Europe),50-59歲,女,22
2021,3,歐洲地區(Europe),50-59歲,女,29
2021,4,歐洲地區(Europe),50-59歲,女,14
2021,5,歐洲地區(Europe),50-59歲,女,15
2021,6,歐洲地區(Europe),50-59歲,女,43
2021,7,歐洲地區(Europe),50-59歲,女,46
2021,8,歐洲地區(Europe),50-59歲,女,62
2021,9,歐洲地區(Europe),50-59歲,女,42
2021,10,歐洲地區(Europe),50-59歲,女,39
2021,11,歐洲地區(Europe),50-59歲,女,33
2021,12,歐洲地區(Europe),50-59歲,女,40
2022,1,歐洲地區(Europe),50-59歲,女,50
2022,2,歐洲地區(Europe),50-59歲,女,61
2022,3,歐洲地區(Europe),50-59歲,女,77
2022,4,歐洲地區(Europe),50-59歲,女,117
2022,5,歐洲地區(Europe),50-59歲,女,195
2022,6,歐洲地區(Europe),50-59歲,女,310
2022,7,歐洲地區(Europe),50-59歲,女,342
2022,8,歐洲地區(Europe),50-59歲,女,467
2022,9,歐洲地區(Europe),50-59歲,女,706
2022,10,歐洲地區(Europe),50-59歲,女,816
2022,11,歐洲地區(Europe),50-59歲,女,1291
2022,12,歐洲地區(Europe),50-59歲,女,1301
2023,1,歐洲地區(Europe),50-59歲,女,2227
2023,2,歐洲地區(Europe),50-59歲,女,1407
2023,3,歐洲地區(Europe),50-59歲,女,2567
2023,4,歐洲地區(Europe),50-59歲,女,2605
2023,5,歐洲地區(Europe),50-59歲,女,3451
2023,6,歐洲地區(Europe),50-59歲,女,4029
2023,7,歐洲地區(Europe),50-59歲,女,3487
2023,8,歐洲地區(Europe),50-59歲,女,3491
2023,9,歐洲地區(Europe),50-59歲,女,4615
2023,10,歐洲地區(Europe),50-59歲,女,4610
2023,11,歐洲地區(Europe),50-59歲,女,3505
2023,12,歐洲地區(Europe),50-59歲,女,2640
2024,1,歐洲地區(Europe),50-59歲,女,2675
