年,月,居住地,年齡層,性別,旅客數
2025,4,非洲地區(Africa),50-59歲,女,1
2025,5,非洲地區(Africa),50-59歲,女,1
2025,6,非洲地區(Africa),50-59歲,女,1
2025,7,非洲地區(Africa),50-59歲,女,3
2025,8,非洲地區(Africa),50-59歲,女,10
2025,9,非洲地區(Africa),50-59歲,女,5
2025,10,非洲地區(Africa),50-59歲,女,10
2025,11,非洲地區(Africa),50-59歲,女,7
2025,12,非洲地區(Africa),50-59歲,女,3
2026,1,非洲地區(Africa),50-59歲,女,16
2019,1,非洲地區(Africa),60歲以上,男,0
2019,2,非洲地區(Africa),60歲以上,男,0
2019,3,非洲地區(Africa),60歲以上,男,1
2019,4,非洲地區(Africa),60歲以上,男,0
2019,5,非洲地區(Africa),60歲以上,男,5
2019,6,非洲地區(Africa),60歲以上,男,0
2019,7,非洲地區(Africa),60歲以上,男,2
2019,8,非洲地區(Africa),60歲以上,男,0
2019,9,非洲地區(Africa),60歲以上,男,0
2019,10,非洲地區(Africa),60歲以上,男,0
2019,11,非洲地區(Africa),60歲以上,男,0
2019,12,非洲地區(Africa),60歲以上,男,1
2020,1,非洲地區(Africa),60歲以上,男,2
2020,2,非洲地區(Africa),60歲以上,男,0
2020,3,非洲地區(Africa),60歲以上,男,0
2020,4,非洲地區(Africa),60歲以上,男,0
2020,5,非洲地區(Africa),60歲以上,男,0
2020,6,非洲地區(Africa),60歲以上,男,0
2020,7,非洲地區(Africa),60歲以上,男,0
2020,8,非洲地區(Africa),60歲以上,男,1
2020,9,非洲地區(Africa),60歲以上,男,0
2020,10,非洲地區(Africa),60歲以上,男,0
2020,11,非洲地區(Africa),60歲以上,男,0
2020,12,非洲地區(Africa),60歲以上,男,0
2021,1,非洲地區(Africa),60歲以上,男,0
2021,2,非洲地區(Africa),60歲以上,男,0
2021,3,非洲地區(Africa),60歲以上,男,1
2021,4,非洲地區(Africa),60歲以上,男,0
2021,5,非洲地區(Africa),60歲以上,男,1
2021,6,非洲地區(Africa),60歲以上,男,0
2021,7,非洲地區(Africa),60歲以上,男,0
2021,8,非洲地區(Africa),60歲以上,男,0
2021,9,非洲地區(Africa),60歲以上,男,2
2021,10,非洲地區(Africa),60歲以上,男,1
2021,11,非洲地區(Africa),60歲以上,男,1
2021,12,非洲地區(Africa),60歲以上,男,0
2022,1,非洲地區(Africa),60歲以上,男,1
2022,2,非洲地區(Africa),60歲以上,男,2
2022,3,非洲地區(Africa),60歲以上,男,1
2022,4,非洲地區(Africa),60歲以上,男,0
2022,5,非洲地區(Africa),60歲以上,男,2
2022,6,非洲地區(Africa),60歲以上,男,3
2022,7,非洲地區(Africa),60歲以上,男,2
2022,8,非洲地區(Africa),60歲以上,男,2
2022,9,非洲地區(Africa),60歲以上,男,5
2022,10,非洲地區(Africa),60歲以上,男,1
2022,11,非洲地區(Africa),60歲以上,男,1
2022,12,非洲地區(Africa),60歲以上,男,0
2023,1,非洲地區(Africa),60歲以上,男,4
2023,2,非洲地區(Africa),60歲以上,男,1
2023,3,非洲地區(Africa),60歲以上,男,2
2023,4,非洲地區(Africa),60歲以上,男,2
2023,5,非洲地區(Africa),60歲以上,男,1
2023,6,非洲地區(Africa),60歲以上,男,0
2023,7,非洲地區(Africa),60歲以上,男,2
2023,8,非洲地區(Africa),60歲以上,男,2
2023,9,非洲地區(Africa),60歲以上,男,4
2023,10,非洲地區(Africa),60歲以上,男,3
2023,11,非洲地區(Africa),60歲以上,男,1
2023,12,非洲地區(Africa),60歲以上,男,1
2024,1,非洲地區(Africa),60歲以上,男,3
2024,2,非洲地區(Africa),60歲以上,男,4
2024,3,非洲地區(Africa),60歲以上,男,9
2024,4,非洲地區(Africa),60歲以上,男,3
2024,5,非洲地區(Africa),60歲以上,男,3
2024,6,非洲地區(Africa),60歲以上,男,1
2024,7,非洲地區(Africa),60歲以上,男,3
2024,8,非洲地區(Africa),60歲以上,男,0
2024,9,非洲地區(Africa),60歲以上,男,0
2024,10,非洲地區(Africa),60歲以上,男,1
2024,11,非洲地區(Africa),60歲以上,男,0
2024,12,非洲地區(Africa),60歲以上,男,2
2025,1,非洲地區(Africa),60歲以上,男,9
2025,2,非洲地區(Africa),60歲以上,男,4
2025,3,非洲地區(Africa),60歲以上,男,3
2025,4,非洲地區(Africa),60歲以上,男,2
2025,5,非洲地區(Africa),60歲以上,男,2
2025,6,非洲地區(Africa),60歲以上,男,1
2025,7,非洲地區(Africa),60歲以上,男,1
2025,8,非洲地區(Africa),60歲以上,男,5
2025,9,非洲地區(Africa),60歲以上,男,3
2025,10,非洲地區(Africa),60歲以上,男,7
2025,11,非洲地區(Africa),60歲以上,男,8
2025,12,非洲地區(Africa),60歲以上,男,6
2026,1,非洲地區(Africa),60歲以上,男,9
2019,1,非洲地區(Africa),60歲以上,女,0
2019,2,非洲地區(Africa),60歲以上,女,0
2019,3,非洲地區(Africa),60歲以上,女,0
2019,4,非洲地區(Africa),60歲以上,女,0
2019,5,非洲地區(Africa),60歲以上,女,0
2019,6,非洲地區(Africa),60歲以上,女,0
2019,7,非洲地區(Africa),60歲以上,女,0
2019,8,非洲地區(Africa),60歲以上,女,0
2019,9,非洲地區(Africa),60歲以上,女,0
2019,10,非洲地區(Africa),60歲以上,女,0
2019,11,非洲地區(Africa),60歲以上,女,0
2019,12,非洲地區(Africa),60歲以上,女,0
2020,1,非洲地區(Africa),60歲以上,女,0
2020,2,非洲地區(Africa),60歲以上,女,0
2020,3,非洲地區(Africa),60歲以上,女,0
2020,4,非洲地區(Africa),60歲以上,女,0
2020,5,非洲地區(Africa),60歲以上,女,0
2020,6,非洲地區(Africa),60歲以上,女,0
2020,7,非洲地區(Africa),60歲以上,女,0
2020,8,非洲地區(Africa),60歲以上,女,0
2020,9,非洲地區(Africa),60歲以上,女,0
2020,10,非洲地區(Africa),60歲以上,女,0
2020,11,非洲地區(Africa),60歲以上,女,0
2020,12,非洲地區(Africa),60歲以上,女,0
2021,1,非洲地區(Africa),60歲以上,女,0
2021,2,非洲地區(Africa),60歲以上,女,0
2021,3,非洲地區(Africa),60歲以上,女,0
2021,4,非洲地區(Africa),60歲以上,女,0
2021,5,非洲地區(Africa),60歲以上,女,0
2021,6,非洲地區(Africa),60歲以上,女,0
2021,7,非洲地區(Africa),60歲以上,女,0
2021,8,非洲地區(Africa),60歲以上,女,0
2021,9,非洲地區(Africa),60歲以上,女,0
2021,10,非洲地區(Africa),60歲以上,女,1
2021,11,非洲地區(Africa),60歲以上,女,0
2021,12,非洲地區(Africa),60歲以上,女,0
2022,1,非洲地區(Africa),60歲以上,女,1
2022,2,非洲地區(Africa),60歲以上,女,0
2022,3,非洲地區(Africa),60歲以上,女,1
2022,4,非洲地區(Africa),60歲以上,女,0
2022,5,非洲地區(Africa),60歲以上,女,1
2022,6,非洲地區(Africa),60歲以上,女,1
2022,7,非洲地區(Africa),60歲以上,女,0
2022,8,非洲地區(Africa),60歲以上,女,0
2022,9,非洲地區(Africa),60歲以上,女,1
2022,10,非洲地區(Africa),60歲以上,女,0
2022,11,非洲地區(Africa),60歲以上,女,3
2022,12,非洲地區(Africa),60歲以上,女,1
2023,1,非洲地區(Africa),60歲以上,女,5
2023,2,非洲地區(Africa),60歲以上,女,0
2023,3,非洲地區(Africa),60歲以上,女,1
2023,4,非洲地區(Africa),60歲以上,女,1
2023,5,非洲地區(Africa),60歲以上,女,3
2023,6,非洲地區(Africa),60歲以上,女,2
2023,7,非洲地區(Africa),60歲以上,女,3
2023,8,非洲地區(Africa),60歲以上,女,1
2023,9,非洲地區(Africa),60歲以上,女,3
2023,10,非洲地區(Africa),60歲以上,女,1
2023,11,非洲地區(Africa),60歲以上,女,3
2023,12,非洲地區(Africa),60歲以上,女,1
2024,1,非洲地區(Africa),60歲以上,女,3
2024,2,非洲地區(Africa),60歲以上,女,1
2024,3,非洲地區(Africa),60歲以上,女,9
2024,4,非洲地區(Africa),60歲以上,女,4
2024,5,非洲地區(Africa),60歲以上,女,5
2024,6,非洲地區(Africa),60歲以上,女,1
2024,7,非洲地區(Africa),60歲以上,女,4
2024,8,非洲地區(Africa),60歲以上,女,0
2024,9,非洲地區(Africa),60歲以上,女,3
2024,10,非洲地區(Africa),60歲以上,女,2
2024,11,非洲地區(Africa),60歲以上,女,1
2024,12,非洲地區(Africa),60歲以上,女,5
2025,1,非洲地區(Africa),60歲以上,女,9
2025,2,非洲地區(Africa),60歲以上,女,6
2025,3,非洲地區(Africa),60歲以上,女,6
2025,4,非洲地區(Africa),60歲以上,女,1
2025,5,非洲地區(Africa),60歲以上,女,2
2025,6,非洲地區(Africa),60歲以上,女,4
2025,7,非洲地區(Africa),60歲以上,女,2
2025,8,非洲地區(Africa),60歲以上,女,7
2025,9,非洲地區(Africa),60歲以上,女,4
2025,10,非洲地區(Africa),60歲以上,女,13
2025,11,非洲地區(Africa),60歲以上,女,15
2025,12,非洲地區(Africa),60歲以上,女,6
2026,1,非洲地區(Africa),60歲以上,女,18
2019,1,其他未列明(Unknow),1-12歲,男,0
2019,2,其他未列明(Unknow),1-12歲,男,132
2019,3,其他未列明(Unknow),1-12歲,男,427
2019,4,其他未列明(Unknow),1-12歲,男,262
2019,5,其他未列明(Unknow),1-12歲,男,152
2019,6,其他未列明(Unknow),1-12歲,男,194
2019,7,其他未列明(Unknow),1-12歲,男,153
2019,8,其他未列明(Unknow),1-12歲,男,12
2019,9,其他未列明(Unknow),1-12歲,男,57
2019,10,其他未列明(Unknow),1-12歲,男,134
2019,11,其他未列明(Unknow),1-12歲,男,275
2019,12,其他未列明(Unknow),1-12歲,男,141
2020,1,其他未列明(Unknow),1-12歲,男,323
2020,2,其他未列明(Unknow),1-12歲,男,119
2020,3,其他未列明(Unknow),1-12歲,男,0
2020,4,其他未列明(Unknow),1-12歲,男,0
2020,5,其他未列明(Unknow),1-12歲,男,0
2020,6,其他未列明(Unknow),1-12歲,男,0
2020,7,其他未列明(Unknow),1-12歲,男,0
2020,8,其他未列明(Unknow),1-12歲,男,0
2020,9,其他未列明(Unknow),1-12歲,男,0
2020,10,其他未列明(Unknow),1-12歲,男,0
2020,11,其他未列明(Unknow),1-12歲,男,0
2020,12,其他未列明(Unknow),1-12歲,男,0
2021,1,其他未列明(Unknow),1-12歲,男,0
2021,2,其他未列明(Unknow),1-12歲,男,0
2021,3,其他未列明(Unknow),1-12歲,男,0
2021,4,其他未列明(Unknow),1-12歲,男,0
2021,5,其他未列明(Unknow),1-12歲,男,0
2021,6,其他未列明(Unknow),1-12歲,男,0
2021,7,其他未列明(Unknow),1-12歲,男,0
2021,8,其他未列明(Unknow),1-12歲,男,0
2021,9,其他未列明(Unknow),1-12歲,男,0
2021,10,其他未列明(Unknow),1-12歲,男,0
2021,11,其他未列明(Unknow),1-12歲,男,0
2021,12,其他未列明(Unknow),1-12歲,男,0
2022,1,其他未列明(Unknow),1-12歲,男,0
2022,2,其他未列明(Unknow),1-12歲,男,0
2022,3,其他未列明(Unknow),1-12歲,男,0
2022,4,其他未列明(Unknow),1-12歲,男,0
2022,5,其他未列明(Unknow),1-12歲,男,0
2022,6,其他未列明(Unknow),1-12歲,男,0
2022,7,其他未列明(Unknow),1-12歲,男,0
2022,8,其他未列明(Unknow),1-12歲,男,0
2022,9,其他未列明(Unknow),1-12歲,男,0
2022,10,其他未列明(Unknow),1-12歲,男,0
2022,11,其他未列明(Unknow),1-12歲,男,0
2022,12,其他未列明(Unknow),1-12歲,男,0
2023,1,其他未列明(Unknow),1-12歲,男,0
2023,2,其他未列明(Unknow),1-12歲,男,0
2023,3,其他未列明(Unknow),1-12歲,男,0
2023,4,其他未列明(Unknow),1-12歲,男,31
2023,5,其他未列明(Unknow),1-12歲,男,73
2023,6,其他未列明(Unknow),1-12歲,男,166
2023,7,其他未列明(Unknow),1-12歲,男,75
2023,8,其他未列明(Unknow),1-12歲,男,241
2023,9,其他未列明(Unknow),1-12歲,男,105
2023,10,其他未列明(Unknow),1-12歲,男,2
2023,11,其他未列明(Unknow),1-12歲,男,0
2023,12,其他未列明(Unknow),1-12歲,男,5
2024,1,其他未列明(Unknow),1-12歲,男,1
2024,2,其他未列明(Unknow),1-12歲,男,3
2024,3,其他未列明(Unknow),1-12歲,男,0
2024,4,其他未列明(Unknow),1-12歲,男,0
2024,5,其他未列明(Unknow),1-12歲,男,0
2024,6,其他未列明(Unknow),1-12歲,男,0
2024,7,其他未列明(Unknow),1-12歲,男,0
2024,8,其他未列明(Unknow),1-12歲,男,0
2024,9,其他未列明(Unknow),1-12歲,男,0
2024,10,其他未列明(Unknow),1-12歲,男,97
2024,11,其他未列明(Unknow),1-12歲,男,78
2024,12,其他未列明(Unknow),1-12歲,男,2
2025,1,其他未列明(Unknow),1-12歲,男,0
2025,2,其他未列明(Unknow),1-12歲,男,0
2025,3,其他未列明(Unknow),1-12歲,男,118
2025,4,其他未列明(Unknow),1-12歲,男,1
2025,5,其他未列明(Unknow),1-12歲,男,1
2025,6,其他未列明(Unknow),1-12歲,男,2
2025,7,其他未列明(Unknow),1-12歲,男,3
2025,8,其他未列明(Unknow),1-12歲,男,2
2025,9,其他未列明(Unknow),1-12歲,男,0
2025,10,其他未列明(Unknow),1-12歲,男,0
2025,11,其他未列明(Unknow),1-12歲,男,131
2025,12,其他未列明(Unknow),1-12歲,男,3
2026,1,其他未列明(Unknow),1-12歲,男,3
2019,1,其他未列明(Unknow),1-12歲,女,0
2019,2,其他未列明(Unknow),1-12歲,女,123
2019,3,其他未列明(Unknow),1-12歲,女,393
2019,4,其他未列明(Unknow),1-12歲,女,256
2019,5,其他未列明(Unknow),1-12歲,女,158
2019,6,其他未列明(Unknow),1-12歲,女,181
2019,7,其他未列明(Unknow),1-12歲,女,164
2019,8,其他未列明(Unknow),1-12歲,女,9
2019,9,其他未列明(Unknow),1-12歲,女,58
2019,10,其他未列明(Unknow),1-12歲,女,108
2019,11,其他未列明(Unknow),1-12歲,女,240
2019,12,其他未列明(Unknow),1-12歲,女,145
2020,1,其他未列明(Unknow),1-12歲,女,334
2020,2,其他未列明(Unknow),1-12歲,女,105
2020,3,其他未列明(Unknow),1-12歲,女,0
2020,4,其他未列明(Unknow),1-12歲,女,0
2020,5,其他未列明(Unknow),1-12歲,女,0
2020,6,其他未列明(Unknow),1-12歲,女,0
2020,7,其他未列明(Unknow),1-12歲,女,0
2020,8,其他未列明(Unknow),1-12歲,女,0
2020,9,其他未列明(Unknow),1-12歲,女,0
2020,10,其他未列明(Unknow),1-12歲,女,0
2020,11,其他未列明(Unknow),1-12歲,女,0
2020,12,其他未列明(Unknow),1-12歲,女,0
2021,1,其他未列明(Unknow),1-12歲,女,0
2021,2,其他未列明(Unknow),1-12歲,女,0
2021,3,其他未列明(Unknow),1-12歲,女,0
2021,4,其他未列明(Unknow),1-12歲,女,0
2021,5,其他未列明(Unknow),1-12歲,女,0
2021,6,其他未列明(Unknow),1-12歲,女,0
2021,7,其他未列明(Unknow),1-12歲,女,0
2021,8,其他未列明(Unknow),1-12歲,女,0
2021,9,其他未列明(Unknow),1-12歲,女,0
2021,10,其他未列明(Unknow),1-12歲,女,0
2021,11,其他未列明(Unknow),1-12歲,女,2
2021,12,其他未列明(Unknow),1-12歲,女,0
2022,1,其他未列明(Unknow),1-12歲,女,0
2022,2,其他未列明(Unknow),1-12歲,女,0
2022,3,其他未列明(Unknow),1-12歲,女,0
2022,4,其他未列明(Unknow),1-12歲,女,0
2022,5,其他未列明(Unknow),1-12歲,女,0
2022,6,其他未列明(Unknow),1-12歲,女,0
2022,7,其他未列明(Unknow),1-12歲,女,0
2022,8,其他未列明(Unknow),1-12歲,女,0
2022,9,其他未列明(Unknow),1-12歲,女,0
2022,10,其他未列明(Unknow),1-12歲,女,0
2022,11,其他未列明(Unknow),1-12歲,女,0
2022,12,其他未列明(Unknow),1-12歲,女,0
2023,1,其他未列明(Unknow),1-12歲,女,0
2023,2,其他未列明(Unknow),1-12歲,女,0
2023,3,其他未列明(Unknow),1-12歲,女,0
2023,4,其他未列明(Unknow),1-12歲,女,20
2023,5,其他未列明(Unknow),1-12歲,女,104
2023,6,其他未列明(Unknow),1-12歲,女,160
2023,7,其他未列明(Unknow),1-12歲,女,92
2023,8,其他未列明(Unknow),1-12歲,女,242
2023,9,其他未列明(Unknow),1-12歲,女,101
2023,10,其他未列明(Unknow),1-12歲,女,2
2023,11,其他未列明(Unknow),1-12歲,女,0
2023,12,其他未列明(Unknow),1-12歲,女,2
2024,1,其他未列明(Unknow),1-12歲,女,0
2024,2,其他未列明(Unknow),1-12歲,女,3
2024,3,其他未列明(Unknow),1-12歲,女,0
2024,4,其他未列明(Unknow),1-12歲,女,0
2024,5,其他未列明(Unknow),1-12歲,女,0
2024,6,其他未列明(Unknow),1-12歲,女,1
2024,7,其他未列明(Unknow),1-12歲,女,0
2024,8,其他未列明(Unknow),1-12歲,女,0
2024,9,其他未列明(Unknow),1-12歲,女,0
2024,10,其他未列明(Unknow),1-12歲,女,88
2024,11,其他未列明(Unknow),1-12歲,女,82
2024,12,其他未列明(Unknow),1-12歲,女,0
2025,1,其他未列明(Unknow),1-12歲,女,1
2025,2,其他未列明(Unknow),1-12歲,女,0
2025,3,其他未列明(Unknow),1-12歲,女,103
2025,4,其他未列明(Unknow),1-12歲,女,0
2025,5,其他未列明(Unknow),1-12歲,女,0
2025,6,其他未列明(Unknow),1-12歲,女,4
2025,7,其他未列明(Unknow),1-12歲,女,1
2025,8,其他未列明(Unknow),1-12歲,女,4
2025,9,其他未列明(Unknow),1-12歲,女,1
2025,10,其他未列明(Unknow),1-12歲,女,0
2025,11,其他未列明(Unknow),1-12歲,女,166
2025,12,其他未列明(Unknow),1-12歲,女,2
2026,1,其他未列明(Unknow),1-12歲,女,1
2019,1,其他未列明(Unknow),13-19歲,男,0
2019,2,其他未列明(Unknow),13-19歲,男,56
2019,3,其他未列明(Unknow),13-19歲,男,139
2019,4,其他未列明(Unknow),13-19歲,男,116
2019,5,其他未列明(Unknow),13-19歲,男,74
2019,6,其他未列明(Unknow),13-19歲,男,196
2019,7,其他未列明(Unknow),13-19歲,男,239
2019,8,其他未列明(Unknow),13-19歲,男,7
2019,9,其他未列明(Unknow),13-19歲,男,16
2019,10,其他未列明(Unknow),13-19歲,男,26
2019,11,其他未列明(Unknow),13-19歲,男,124
2019,12,其他未列明(Unknow),13-19歲,男,47
2020,1,其他未列明(Unknow),13-19歲,男,266
2020,2,其他未列明(Unknow),13-19歲,男,63
2020,3,其他未列明(Unknow),13-19歲,男,0
2020,4,其他未列明(Unknow),13-19歲,男,0
2020,5,其他未列明(Unknow),13-19歲,男,0
2020,6,其他未列明(Unknow),13-19歲,男,0
2020,7,其他未列明(Unknow),13-19歲,男,0
2020,8,其他未列明(Unknow),13-19歲,男,2
2020,9,其他未列明(Unknow),13-19歲,男,8
2020,10,其他未列明(Unknow),13-19歲,男,4
2020,11,其他未列明(Unknow),13-19歲,男,0
2020,12,其他未列明(Unknow),13-19歲,男,1
2021,1,其他未列明(Unknow),13-19歲,男,0
2021,2,其他未列明(Unknow),13-19歲,男,0
2021,3,其他未列明(Unknow),13-19歲,男,1
2021,4,其他未列明(Unknow),13-19歲,男,0
2021,5,其他未列明(Unknow),13-19歲,男,0
2021,6,其他未列明(Unknow),13-19歲,男,0
2021,7,其他未列明(Unknow),13-19歲,男,2
2021,8,其他未列明(Unknow),13-19歲,男,0
2021,9,其他未列明(Unknow),13-19歲,男,0
2021,10,其他未列明(Unknow),13-19歲,男,0
2021,11,其他未列明(Unknow),13-19歲,男,0
2021,12,其他未列明(Unknow),13-19歲,男,1
2022,1,其他未列明(Unknow),13-19歲,男,0
2022,2,其他未列明(Unknow),13-19歲,男,0
2022,3,其他未列明(Unknow),13-19歲,男,1
2022,4,其他未列明(Unknow),13-19歲,男,0
2022,5,其他未列明(Unknow),13-19歲,男,0
2022,6,其他未列明(Unknow),13-19歲,男,0
2022,7,其他未列明(Unknow),13-19歲,男,0
2022,8,其他未列明(Unknow),13-19歲,男,4
2022,9,其他未列明(Unknow),13-19歲,男,0
2022,10,其他未列明(Unknow),13-19歲,男,0
2022,11,其他未列明(Unknow),13-19歲,男,0
2022,12,其他未列明(Unknow),13-19歲,男,0
2023,1,其他未列明(Unknow),13-19歲,男,3
2023,2,其他未列明(Unknow),13-19歲,男,0
2023,3,其他未列明(Unknow),13-19歲,男,0
2023,4,其他未列明(Unknow),13-19歲,男,5
2023,5,其他未列明(Unknow),13-19歲,男,25
2023,6,其他未列明(Unknow),13-19歲,男,84
2023,7,其他未列明(Unknow),13-19歲,男,53
2023,8,其他未列明(Unknow),13-19歲,男,117
2023,9,其他未列明(Unknow),13-19歲,男,25
2023,10,其他未列明(Unknow),13-19歲,男,3
2023,11,其他未列明(Unknow),13-19歲,男,0
2023,12,其他未列明(Unknow),13-19歲,男,2
2024,1,其他未列明(Unknow),13-19歲,男,0
2024,2,其他未列明(Unknow),13-19歲,男,1
2024,3,其他未列明(Unknow),13-19歲,男,0
2024,4,其他未列明(Unknow),13-19歲,男,0
2024,5,其他未列明(Unknow),13-19歲,男,0
2024,6,其他未列明(Unknow),13-19歲,男,0
2024,7,其他未列明(Unknow),13-19歲,男,0
2024,8,其他未列明(Unknow),13-19歲,男,1
2024,9,其他未列明(Unknow),13-19歲,男,2
2024,10,其他未列明(Unknow),13-19歲,男,37
2024,11,其他未列明(Unknow),13-19歲,男,7
2024,12,其他未列明(Unknow),13-19歲,男,0
2025,1,其他未列明(Unknow),13-19歲,男,1
2025,2,其他未列明(Unknow),13-19歲,男,0
2025,3,其他未列明(Unknow),13-19歲,男,13
2025,4,其他未列明(Unknow),13-19歲,男,6
2025,5,其他未列明(Unknow),13-19歲,男,0
2025,6,其他未列明(Unknow),13-19歲,男,19
2025,7,其他未列明(Unknow),13-19歲,男,6
2025,8,其他未列明(Unknow),13-19歲,男,0
2025,9,其他未列明(Unknow),13-19歲,男,3
2025,10,其他未列明(Unknow),13-19歲,男,0
2025,11,其他未列明(Unknow),13-19歲,男,22
2025,12,其他未列明(Unknow),13-19歲,男,3
2026,1,其他未列明(Unknow),13-19歲,男,1
2019,1,其他未列明(Unknow),13-19歲,女,0
2019,2,其他未列明(Unknow),13-19歲,女,55
2019,3,其他未列明(Unknow),13-19歲,女,116
2019,4,其他未列明(Unknow),13-19歲,女,126
2019,5,其他未列明(Unknow),13-19歲,女,87
2019,6,其他未列明(Unknow),13-19歲,女,162
2019,7,其他未列明(Unknow),13-19歲,女,315
2019,8,其他未列明(Unknow),13-19歲,女,3
2019,9,其他未列明(Unknow),13-19歲,女,22
2019,10,其他未列明(Unknow),13-19歲,女,25
2019,11,其他未列明(Unknow),13-19歲,女,114
2019,12,其他未列明(Unknow),13-19歲,女,43
2020,1,其他未列明(Unknow),13-19歲,女,256
2020,2,其他未列明(Unknow),13-19歲,女,83
2020,3,其他未列明(Unknow),13-19歲,女,0
2020,4,其他未列明(Unknow),13-19歲,女,0
2020,5,其他未列明(Unknow),13-19歲,女,0
2020,6,其他未列明(Unknow),13-19歲,女,0
2020,7,其他未列明(Unknow),13-19歲,女,1
2020,8,其他未列明(Unknow),13-19歲,女,0
2020,9,其他未列明(Unknow),13-19歲,女,2
2020,10,其他未列明(Unknow),13-19歲,女,0
2020,11,其他未列明(Unknow),13-19歲,女,0
2020,12,其他未列明(Unknow),13-19歲,女,0
2021,1,其他未列明(Unknow),13-19歲,女,0
2021,2,其他未列明(Unknow),13-19歲,女,0
2021,3,其他未列明(Unknow),13-19歲,女,0
2021,4,其他未列明(Unknow),13-19歲,女,0
2021,5,其他未列明(Unknow),13-19歲,女,0
2021,6,其他未列明(Unknow),13-19歲,女,0
2021,7,其他未列明(Unknow),13-19歲,女,0
2021,8,其他未列明(Unknow),13-19歲,女,0
2021,9,其他未列明(Unknow),13-19歲,女,0
2021,10,其他未列明(Unknow),13-19歲,女,0
2021,11,其他未列明(Unknow),13-19歲,女,0
2021,12,其他未列明(Unknow),13-19歲,女,0
2022,1,其他未列明(Unknow),13-19歲,女,0
2022,2,其他未列明(Unknow),13-19歲,女,0
2022,3,其他未列明(Unknow),13-19歲,女,0
2022,4,其他未列明(Unknow),13-19歲,女,0
2022,5,其他未列明(Unknow),13-19歲,女,0
2022,6,其他未列明(Unknow),13-19歲,女,2
2022,7,其他未列明(Unknow),13-19歲,女,1
2022,8,其他未列明(Unknow),13-19歲,女,1
2022,9,其他未列明(Unknow),13-19歲,女,1
2022,10,其他未列明(Unknow),13-19歲,女,0
2022,11,其他未列明(Unknow),13-19歲,女,0
2022,12,其他未列明(Unknow),13-19歲,女,0
2023,1,其他未列明(Unknow),13-19歲,女,13
2023,2,其他未列明(Unknow),13-19歲,女,0
2023,3,其他未列明(Unknow),13-19歲,女,0
2023,4,其他未列明(Unknow),13-19歲,女,10
2023,5,其他未列明(Unknow),13-19歲,女,17
2023,6,其他未列明(Unknow),13-19歲,女,92
2023,7,其他未列明(Unknow),13-19歲,女,67
2023,8,其他未列明(Unknow),13-19歲,女,121
2023,9,其他未列明(Unknow),13-19歲,女,26
2023,10,其他未列明(Unknow),13-19歲,女,1
2023,11,其他未列明(Unknow),13-19歲,女,0
2023,12,其他未列明(Unknow),13-19歲,女,2
2024,1,其他未列明(Unknow),13-19歲,女,0
2024,2,其他未列明(Unknow),13-19歲,女,1
2024,3,其他未列明(Unknow),13-19歲,女,0
2024,4,其他未列明(Unknow),13-19歲,女,0
2024,5,其他未列明(Unknow),13-19歲,女,0
2024,6,其他未列明(Unknow),13-19歲,女,0
2024,7,其他未列明(Unknow),13-19歲,女,0
2024,8,其他未列明(Unknow),13-19歲,女,0
2024,9,其他未列明(Unknow),13-19歲,女,0
2024,10,其他未列明(Unknow),13-19歲,女,24
2024,11,其他未列明(Unknow),13-19歲,女,5
2024,12,其他未列明(Unknow),13-19歲,女,0
2025,1,其他未列明(Unknow),13-19歲,女,1
2025,2,其他未列明(Unknow),13-19歲,女,0
2025,3,其他未列明(Unknow),13-19歲,女,15
2025,4,其他未列明(Unknow),13-19歲,女,1
2025,5,其他未列明(Unknow),13-19歲,女,0
2025,6,其他未列明(Unknow),13-19歲,女,18
2025,7,其他未列明(Unknow),13-19歲,女,4
2025,8,其他未列明(Unknow),13-19歲,女,1
2025,9,其他未列明(Unknow),13-19歲,女,1
2025,10,其他未列明(Unknow),13-19歲,女,0
2025,11,其他未列明(Unknow),13-19歲,女,18
2025,12,其他未列明(Unknow),13-19歲,女,2
2026,1,其他未列明(Unknow),13-19歲,女,3
2019,1,其他未列明(Unknow),20-29歲,男,7
2019,2,其他未列明(Unknow),20-29歲,男,164
2019,3,其他未列明(Unknow),20-29歲,男,543
2019,4,其他未列明(Unknow),20-29歲,男,296
2019,5,其他未列明(Unknow),20-29歲,男,205
2019,6,其他未列明(Unknow),20-29歲,男,352
2019,7,其他未列明(Unknow),20-29歲,男,385
2019,8,其他未列明(Unknow),20-29歲,男,26
2019,9,其他未列明(Unknow),20-29歲,男,120
2019,10,其他未列明(Unknow),20-29歲,男,137
2019,11,其他未列明(Unknow),20-29歲,男,375
2019,12,其他未列明(Unknow),20-29歲,男,168
2020,1,其他未列明(Unknow),20-29歲,男,254
2020,2,其他未列明(Unknow),20-29歲,男,87
2020,3,其他未列明(Unknow),20-29歲,男,14
2020,4,其他未列明(Unknow),20-29歲,男,8
2020,5,其他未列明(Unknow),20-29歲,男,17
2020,6,其他未列明(Unknow),20-29歲,男,18
2020,7,其他未列明(Unknow),20-29歲,男,34
2020,8,其他未列明(Unknow),20-29歲,男,34
2020,9,其他未列明(Unknow),20-29歲,男,39
2020,10,其他未列明(Unknow),20-29歲,男,54
2020,11,其他未列明(Unknow),20-29歲,男,10
2020,12,其他未列明(Unknow),20-29歲,男,32
