股票名稱,股票金額,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
統一,1216,2025/12/12,"2,946,891","221,320,749",75.2,75.4,74.9,74.9,0.2,"2,040",
統一,1216,2025/12/15,"6,551,743","492,230,858",75,75.5,74.6,75.1,0.2,"3,785",
統一,1216,2025/12/16,"14,332,961","1,074,571,305",74.7,75.4,74.7,74.7,-0.4,"5,770",
統一,1216,2025/12/17,"31,370,212","2,394,054,979",74.8,77.1,74.7,76.9,2.2,"9,534",
統一,1216,2025/12/18,"34,305,659","2,677,849,404",76.3,79.8,75.1,79,2.1,"19,447",
統一,1216,2025/12/19,"45,938,179","3,612,340,106",78.4,80,76,78.4,-0.6,"24,854",
統一,1216,2025/12/22,"36,678,256","2,861,619,531",77.5,78.9,76.6,77.8,-0.6,"25,344",
統一,1216,2025/12/23,"20,071,869","1,558,262,656",77,78.5,76.9,77.3,-0.5,"14,349",
統一,1216,2025/12/24,"23,927,778","1,867,529,037",77.1,79,76.5,78.4,1.1,"15,108",
統一,1216,2025/12/26,"27,059,373","2,150,984,180",77.9,80.5,77.2,80.5,2.1,"14,467",
統一,1216,2025/12/29,"10,769,048","858,405,842",79.8,80.5,78.5,79.6,-0.9,"14,477",
統一,1216,2025/12/30,"7,923,656","621,393,136",78.7,79.1,77.8,77.8,-1.8,"11,338",
統一,1216,2025/12/31,"8,191,283","633,845,184",77.6,77.8,77,77.1,-0.7,"11,983",
統一,1216,2026/1/2,"8,791,772","675,943,784",77.1,77.6,76.2,77.4,0.3,"30,261",
統一,1216,2026/1/5,"10,628,462","819,770,028",76.8,77.8,76.5,77,-0.4,"8,263",
統一,1216,2026/1/6,"13,356,417","1,024,663,694",77,77.7,75.9,76.2,-0.8,"10,126",
統一,1216,2026/1/7,"16,831,658","1,270,686,079",75.8,76.4,75.2,75.3,-0.9,"11,296",
統一,1216,2026/1/8,"11,660,815","883,348,438",75.3,76.1,75.3,75.6,0.3,"4,590",
統一,1216,2026/1/9,"21,452,176","1,617,527,716",75.8,76.4,75.1,75.3,-0.3,"5,929",
統一,1216,2026/1/12,"9,238,387","698,644,617",75.6,76.1,75.3,75.6,0.3,"5,457",
統一,1216,2026/1/13,"12,080,143","919,422,520",76,76.8,75.7,76.1,0.5,"5,658",
統一,1216,2026/1/14,"6,692,550","506,912,112",76.1,76.4,75.5,75.5,-0.6,"5,704",
統一,1216,2026/1/15,"7,694,657","584,114,050",75.8,76.3,75.6,76,0.5,"4,598",
統一,1216,2026/1/16,"14,556,782","1,095,745,579",75.7,75.8,75,75.4,-0.6,"9,426",
統一,1216,2026/1/19,"10,023,520","751,223,980",75.4,75.4,74.7,74.7,-0.7,"8,279",
統一,1216,2026/1/20,"9,130,324","680,771,976",74.6,75,74.4,74.5,-0.2,"8,505",
統一,1216,2026/1/21,"8,055,291","598,977,047",74.5,74.7,74.1,74.3,-0.2,"5,510",
統一,1216,2026/1/22,"7,927,707","588,546,532",74.6,74.9,74.1,74.1,-0.2,"6,175",
統一,1216,2026/1/23,"10,183,273","752,217,371",74.2,74.5,73.6,73.6,-0.5,"10,021",
統一,1216,2026/1/26,"9,879,791","726,600,505",73.6,74.2,73,73.5,-0.1,"6,786",
統一,1216,2026/1/27,"9,084,380","665,768,153",74,74.1,73,73,-0.5,"8,780",
統一,1216,2026/1/28,"12,445,059","904,008,443",73.5,73.5,72.2,72.7,-0.3,"13,478",
統一,1216,2026/1/29,"8,827,593","641,012,821",72.5,73.4,72.3,72.4,-0.3,"6,396",
統一,1216,2026/1/30,"12,294,397","883,480,820",72.6,72.6,71.7,71.7,-0.7,"8,140",
統一,1216,2026/2/2,"7,255,933","520,225,189",72.3,72.3,71.3,71.6,-0.1,"6,761",
統一,1216,2026/2/3,"6,180,146","447,825,330",72.1,72.8,72,72.5,0.9,"4,110",
統一,1216,2026/2/4,"6,281,539","453,432,953",72.4,72.5,72,72.1,-0.4,"4,566",
統一,1216,2026/2/5,"8,268,092","605,133,961",72.2,73.6,72.2,73.3,1.2,"5,383",
統一,1216,2026/2/6,"8,807,131","649,682,562",73.3,74.2,73,74.2,0.9,"5,098",
統一,1216,2026/2/9,"7,886,866","579,601,422",74.4,74.4,73.2,73.2,-1,"5,832",
統一,1216,2026/2/10,"7,809,796","570,061,834",73.3,73.5,72.8,73,-0.2,"5,081",
統一,1216,2026/2/11,"7,586,516","557,949,852",73.8,73.8,73.3,73.4,0.4,"5,086",
統一,1216,2026/2/23,"20,495,459","1,540,706,536",75.4,76,74.5,75.1,1.7,"11,430",
統一,1216,2026/2/24,"13,714,367","1,018,832,955",75,75.1,74,74,-1.1,"7,901",
統一,1216,2026/2/25,"12,335,755","920,911,124",74.6,75,74.3,74.7,0.7,"6,759",
統一,1216,2026/2/26,"25,709,817","1,873,598,815",74.1,74.1,72.5,72.5,-2.2,"15,657",
統一,1216,2026/3/2,"15,888,229","1,166,536,296",73.5,73.8,72.8,73.6,1.1,"6,686",
統一,1216,2026/3/3,"11,131,153","819,443,028",73.1,73.9,72.9,73.9,0.3,"5,929",
統一,1216,2026/3/4,"12,205,916","878,355,793",73,73.4,71.6,71.6,-2.3,"8,819",
統一,1216,2026/3/5,"11,528,326","824,547,640",72.7,73.2,71,71.2,-0.4,"9,967",
統一,1216,2026/3/6,"9,018,816","644,979,782",70.9,72,70.6,71.9,0.7,"6,211",
統一,1216,2026/3/9,"14,426,311","1,019,404,742",70,71.3,70,70.8,-1.1,"10,053",
統一,1216,2026/3/10,"10,722,731","754,428,400",71.4,71.4,70,70.2,-0.6,"11,062",
統一,1216,2026/3/11,"5,993,703","422,213,953",70.7,70.8,70.2,70.2,0,"5,131",
統一,1216,2026/3/12,"13,512,645","948,763,540",70.2,70.7,70,70.1,-0.1,"9,009",
統一,1216,2026/3/13,"10,866,730","761,782,150",70,70.6,69.9,70,-0.1,"7,279",
統一,1216,2026/3/16,"9,971,420","703,165,411",70.2,71.1,70,70.5,0.5,"7,206",
統一,1216,2026/3/17,"11,363,443","809,741,842",70.6,71.7,70.6,70.9,0.4,"6,182",
統一,1216,2026/3/18,"8,967,990","638,946,568",71.7,71.7,70.9,71.4,0.5,"4,292",
統一,1216,2026/3/19,"11,102,866","785,256,789",71.1,71.2,70.3,70.4,-1,"7,132",
統一,1216,2026/3/20,"15,345,802","1,080,724,540",70.4,71.2,70.2,70.2,-0.2,"5,720",
統一,1216,2026/3/23,"12,506,836","873,562,168",70,70.2,69.5,69.5,-0.7,"9,625",
統一,1216,2026/3/24,"8,753,777","611,381,452",69.5,70.5,69.1,70.1,0.6,"5,678",
統一,1216,2026/3/25,"9,538,789","669,341,957",70.9,70.9,69.6,70.7,0.6,"5,658",
統一,1216,2026/3/26,"6,168,440","439,363,877",71,71.7,70.5,71.3,0.6,"3,732",
統一,1216,2026/3/27,"9,220,287","664,639,844",71,72.5,70.9,72,0.7,"5,571",
統一,1216,2026/3/30,"13,622,700","980,528,184",71.3,72.3,71.3,71.9,-0.1,"5,915",
統一,1216,2026/3/31,"12,917,537","922,071,165",71.5,72.1,70.8,71,-0.9,"8,524",
